fips,date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,fips_char,county
6001,2020-03-09,0,3717,0,148,0,322,1.5955975,0.7229587288,0,0,7,1671311,9,06001,Alameda
6001,2020-03-10,0,3717,0,148,0,322,1.5957919852,0.6940350723,0,4,10,1671304,12,06001,Alameda
6001,2020-03-11,0,3717,0,148,0,322,1.5966271166,0.6764734825,0,10,13,1671293,16,06001,Alameda
6001,2020-03-12,0,3717,0,148,0,322,1.5974986784,0.6704483816,0,18,18,1671279,22,06001,Alameda
6001,2020-03-13,0,3717,0,148,0,322,1.5982992332,0.6817642868,0,29,25,1671261,30,06001,Alameda
6001,2020-03-14,0,3717,0,148,0,322,1.5981112745,0.6471775296,0,43,33,1671236,40,06001,Alameda
6001,2020-03-15,0,3717,0,148,0,322,1.5987931379,0.6181131791,0,63,45,1671203,55,06001,Alameda
6001,2020-03-16,0,3717,0,148,0,322,1.5968017173,0.5782735339,0,89,60,1671158,73,06001,Alameda
6001,2020-03-17,0,3717,0,148,0,322,1.5930868459,0.5851194276,0,124,81,1671097,99,06001,Alameda
6001,2020-03-18,0,3717,0,148,0,322,1.5875062432,0.5694099007,0,171,108,1671017,132,06001,Alameda
6001,2020-03-19,0,3717,0,148,0,322,1.5795140089,0.5313025412,0,234,145,1670908,178,06001,Alameda
6001,2020-03-20,0,3717,0,148,0,322,1.5692650183,0.4880731484,0,318,195,1670763,239,06001,Alameda
6001,2020-03-21,0,3717,0,148,0,322,1.5564500163,0.451358002,0,432,262,1670568,320,06001,Alameda
6001,2020-03-22,0,3717,0,148,0,322,1.541420147,0.4152822327,0,582,350,1670317,420,06001,Alameda
6001,2020-03-23,1,3717,1,148,0,322,1.5243954989,0.3971028145,0,777,463,1670003,539,06001,Alameda
6001,2020-03-24,1,3717,1,148,0,322,1.5047296225,0.3681388479,0,1025,602,1669615,679,06001,Alameda
6001,2020-03-25,2,3717,1,148,1,322,1.4824753041,0.3456956028,0,1334,772,1669146,839,06001,Alameda
6001,2020-03-26,2,3717,2,148,1,322,1.4580340939,0.3123366536,0,1713,972,1668590,1017,06001,Alameda
6001,2020-03-27,3,3717,3,148,2,322,1.4327084046,0.325421053,0,2166,1203,1667946,1208,06001,Alameda
6001,2020-03-28,4,3717,4,148,2,322,1.4067392102,0.2982766975,0,2698,1464,1667217,1404,06001,Alameda
6001,2020-03-29,5,3717,5,148,3,322,1.3807858934,0.2884482667,0,3310,1748,1666413,1597,06001,Alameda
6001,2020-03-30,6,3717,6,148,3,322,1.3535725741,0.2789835673,0,3998,2048,1665548,1774,06001,Alameda
6001,2020-03-31,8,3717,7,148,4,322,1.3262623014,0.2695468558,0,4753,2354,1664645,1922,06001,Alameda
6001,2020-04-01,10,3717,9,148,5,322,1.2994214666,0.2542011267,0,5559,2649,1663733,2028,06001,Alameda
6001,2020-04-02,11,3717,10,148,6,322,1.2736868075,0.2616300828,0,6398,2920,1662844,2078,06001,Alameda
6001,2020-04-03,13,3717,12,148,7,322,1.2486064772,0.2515496425,0,7245,3147,1662013,2062,06001,Alameda
6001,2020-04-04,15,3717,13,148,8,322,1.2243775023,0.2469969397,0,8071,3312,1661269,1979,06001,Alameda
6001,2020-04-05,16,3717,15,148,9,322,1.2008783673,0.2249130422,0,8864,3417,1660542,1914,06001,Alameda
6001,2020-04-06,18,3717,16,148,10,322,1.1786963568,0.2255429344,0,9638,3486,1659795,1886,06001,Alameda
6001,2020-04-07,20,3717,18,148,11,322,1.1575714003,0.231641184,0,10405,3535,1659036,1878,06001,Alameda
6001,2020-04-08,21,3717,19,148,12,322,1.1381376804,0.2199307076,0,11172,3575,1658267,1881,06001,Alameda
6001,2020-04-09,22,3717,20,148,12,322,1.1188658106,0.2197205145,0,11940,3609,1657491,1889,06001,Alameda
6001,2020-04-10,23,3717,21,148,13,322,1.1014719819,0.2189681777,0,12712,3641,1656707,1900,06001,Alameda
6001,2020-04-11,24,3717,22,148,14,322,1.0854749061,0.2120391304,0,13490,3672,1655917,1913,06001,Alameda
6001,2020-04-12,25,3717,23,148,14,322,1.0712355648,0.2103761714,0,14273,3701,1655121,1926,06001,Alameda
6001,2020-04-13,26,3717,24,148,15,322,1.0580942979,0.202622723,0,15061,3730,1654318,1940,06001,Alameda
6001,2020-04-14,27,3717,25,148,15,322,1.0462256755,0.2175959045,0,15855,3759,1653510,1954,06001,Alameda
6001,2020-04-15,28,3717,25,148,16,322,1.0355576024,0.2091285066,0,16655,3788,1652696,1969,06001,Alameda
6001,2020-04-16,28,3717,26,148,16,322,1.0262308761,0.2175944033,0,17461,3817,1651875,1983,06001,Alameda
6001,2020-04-17,29,3717,26,148,17,322,1.0180119043,0.2199670161,0,18273,3846,1651049,1998,06001,Alameda
6001,2020-04-18,29,3717,27,148,17,322,1.0115653754,0.216054466,0,19090,3875,1650217,2012,06001,Alameda
6001,2020-04-19,30,3717,27,148,17,322,1.0060382006,0.2176500239,0,19914,3904,1649379,2027,06001,Alameda
6001,2020-04-20,30,3717,28,148,18,322,1.0013323818,0.2190084768,0,20743,3933,1648535,2041,06001,Alameda
6001,2020-04-21,31,3717,28,148,18,322,0.9976111854,0.2085356883,0,21579,3962,1647685,2056,06001,Alameda
6001,2020-04-22,31,3717,29,148,18,322,0.9948064503,0.2093453456,0,22420,3990,1646830,2070,06001,Alameda
6001,2020-04-23,32,3717,29,148,18,322,0.9929070079,0.2156671701,0,23267,4019,1645969,2084,06001,Alameda
6001,2020-04-24,32,3717,29,148,19,322,0.9925883138,0.2157591691,0,24120,4048,1645102,2098,06001,Alameda
6001,2020-04-25,32,3717,30,148,19,322,0.9931632362,0.2040461979,0,24979,4077,1644229,2112,06001,Alameda
6001,2020-04-26,33,3717,30,148,19,322,0.9947576282,0.1978124339,0,25843,4106,1643351,2126,06001,Alameda
6001,2020-04-27,33,3717,30,148,19,322,0.9970729449,0.2086910649,0,26713,4134,1642466,2140,06001,Alameda
6001,2020-04-28,33,3717,31,148,20,322,1.0005757457,0.2134533961,0,27589,4163,1641577,2154,06001,Alameda
6001,2020-04-29,34,3717,31,148,20,322,1.0047077652,0.2122605848,0,28470,4191,1640681,2168,06001,Alameda
6001,2020-04-30,34,3717,31,148,20,322,1.0093631891,0.2166901824,0,29358,4219,1639780,2182,06001,Alameda
6001,2020-05-01,34,3717,31,148,20,322,1.0148964072,0.2208663827,0,30250,4247,1638874,2196,06001,Alameda
6001,2020-05-02,35,3717,32,148,20,322,1.0212199469,0.2248144366,0,31149,4275,1637962,2209,06001,Alameda
6001,2020-05-03,35,3717,32,148,21,322,1.0280805046,0.2112869588,0,32052,4302,1637044,2223,06001,Alameda
6001,2020-05-04,35,3717,32,148,21,322,1.0351856617,0.2092358767,0,32962,4330,1636121,2237,06001,Alameda
6001,2020-05-05,35,3717,33,148,21,322,1.042754876,0.2070508327,0,33876,4357,1635193,2250,06001,Alameda
6001,2020-05-06,36,3717,33,148,21,322,1.0504632703,0.222146119,0,34797,4385,1634259,2264,06001,Alameda
6001,2020-05-07,36,3717,33,148,21,322,1.0579430655,0.2199868881,0,35722,4412,1633321,2277,06001,Alameda
6001,2020-05-08,36,3717,33,148,22,322,1.0658959108,0.2119175967,0,36653,4439,1632376,2290,06001,Alameda
6001,2020-05-09,36,3717,33,148,22,322,1.0739285729,0.209598767,0,37590,4465,1631427,2303,06001,Alameda
6001,2020-05-10,37,3717,34,148,22,322,1.08190173,0.2130706174,0,38531,4492,1630473,2316,06001,Alameda
6001,2020-05-11,37,3717,34,148,22,322,1.0897240738,0.2050389986,0,39478,4518,1629513,2328,06001,Alameda
6001,2020-05-12,37,3717,34,148,22,322,1.0973590108,0.1970614794,0,40430,4545,1628549,2341,06001,Alameda
6001,2020-05-13,37,3717,34,148,22,322,1.104052431,0.2066762609,0,41387,4571,1627580,2353,06001,Alameda
6001,2020-05-14,38,3717,35,148,23,322,1.1106150095,0.2047818076,0,42349,4596,1626606,2365,06001,Alameda
6001,2020-05-15,38,3717,35,148,23,322,1.1166439851,0.208814895,0,43316,4622,1625627,2377,06001,Alameda
6001,2020-05-16,38,3717,35,148,23,322,1.1221204194,0.2014604819,0,44287,4647,1624643,2390,06001,Alameda
6001,2020-05-17,38,3717,35,148,23,322,1.126662081,0.2001494171,0,45264,4672,1623654,2401,06001,Alameda
6001,2020-05-18,39,3717,35,148,23,322,1.1300768714,0.199163652,0,46245,4697,1622661,2413,06001,Alameda
6001,2020-05-19,39,3717,36,148,23,322,1.1317889206,0.1928959233,0,47231,4721,1621664,2425,06001,Alameda
6001,2020-05-20,39,3717,36,148,23,322,1.1319732329,0.1928427169,0,48222,4745,1620662,2436,06001,Alameda
6001,2020-05-21,39,3717,36,148,24,322,1.1309030339,0.1931516567,0,49217,4769,1619655,2447,06001,Alameda
6001,2020-05-22,39,3717,36,148,24,322,1.1280200475,0.1939839032,0,50217,4793,1618644,2458,06001,Alameda
6001,2020-05-23,40,3717,36,148,24,322,1.1234351248,0.1953074564,0,51221,4816,1617629,2469,06001,Alameda
6001,2020-05-24,40,3717,36,148,24,322,1.1173067556,0.1913030615,0,52229,4838,1616612,2479,06001,Alameda
6001,2020-05-25,40,3717,37,148,24,322,1.1096676766,0.1761877656,0,53241,4860,1615590,2489,06001,Alameda
6001,2020-05-26,40,3717,37,148,24,322,1.1005292841,0.1788257923,0,54257,4882,1614565,2498,06001,Alameda
6001,2020-05-27,40,3717,37,148,24,322,1.089994251,0.1760934917,0,55277,4903,1613536,2507,06001,Alameda
6001,2020-05-28,41,3717,37,148,24,322,1.0786331303,0.1735996621,0,56300,4923,1612504,2515,06001,Alameda
6001,2020-05-29,41,3717,37,148,25,322,1.0668676362,0.1712225649,0,57325,4942,1611472,2523,06001,Alameda
6001,2020-05-30,41,3717,38,148,25,322,1.0548964838,0.174678339,3,58353,4960,1610437,2530,06001,Alameda
6001,2020-05-31,41,3717,38,148,25,322,1.0431199804,0.1665309173,6,59384,4977,1609400,2536,06001,Alameda
6001,2020-06-01,41,3717,38,148,25,322,1.0327106593,0.1579888241,10,60418,4993,1608360,2541,06001,Alameda
6001,2020-06-02,42,3717,38,148,25,322,1.0233614374,0.160687712,13,61455,5009,1607318,2546,06001,Alameda
6001,2020-06-03,42,3717,38,148,25,322,1.0156393735,0.1571433771,17,62492,5023,1606277,2551,06001,Alameda
6001,2020-06-04,42,3717,38,148,25,322,1.0099485273,0.1530126803,20,63530,5036,1605235,2554,06001,Alameda
6001,2020-06-05,42,3717,38,148,25,322,1.0066458513,0.1539660807,24,64570,5048,1604192,2557,06001,Alameda
6001,2020-06-06,42,3717,39,148,25,322,1.005729855,0.1484570033,28,65612,5059,1603148,2560,06001,Alameda
6001,2020-06-07,42,3717,39,148,26,322,1.0080072884,0.1593465703,31,66655,5068,1602102,2562,06001,Alameda
6001,2020-06-08,42,3717,39,148,26,322,1.0125774275,0.1522537821,35,67699,5077,1601057,2564,06001,Alameda
6001,2020-06-09,42,3717,39,148,26,322,1.0197408064,0.1559593954,39,68744,5085,1600010,2565,06001,Alameda
6001,2020-06-10,43,3717,39,148,26,322,1.0293277609,0.15319188,42,69790,5092,1598963,2567,06001,Alameda
6001,2020-06-11,43,3717,39,148,26,322,1.0414004502,0.1554802975,46,70836,5099,1597916,2568,06001,Alameda
6001,2020-06-12,43,3717,39,148,26,322,1.054967438,0.1515638455,50,71883,5104,1596868,2569,06001,Alameda
6001,2020-06-13,43,3717,39,148,26,322,1.0696709885,0.1704133068,53,72930,5109,1595820,2570,06001,Alameda
6001,2020-06-14,43,3717,39,148,26,322,1.0856674504,0.1715690287,57,73978,5114,1594771,2571,06001,Alameda
6001,2020-06-15,43,3717,39,148,26,322,1.1015559672,0.1727559117,61,75026,5117,1593722,2571,06001,Alameda
6001,2020-06-16,43,3717,39,148,26,322,1.1171313811,0.1740331797,64,76075,5121,1592673,2572,06001,Alameda
6001,2020-06-17,43,3717,40,148,26,322,1.1320817003,0.175490897,68,77123,5123,1591625,2572,06001,Alameda
6001,2020-06-18,43,3717,40,148,26,322,1.1457027938,0.1600118206,72,78171,5126,1590576,2572,06001,Alameda
6001,2020-06-19,43,3717,40,148,26,322,1.1579735351,0.1680165681,76,79220,5127,1589528,2572,06001,Alameda
6001,2020-06-20,43,3717,40,148,26,322,1.1678141063,0.1594023372,79,80268,5128,1588480,2571,06001,Alameda
6001,2020-06-21,43,3717,40,148,26,322,1.1757562798,0.1628831318,83,81315,5129,1587434,2571,06001,Alameda
6001,2020-06-22,43,3717,40,148,26,322,1.181202442,0.1613109602,87,82362,5130,1586388,2570,06001,Alameda
6001,2020-06-23,43,3717,40,148,26,322,1.1842410228,0.1662073002,91,83409,5130,1585342,2569,06001,Alameda
6001,2020-06-24,43,3717,40,148,27,322,1.184570339,0.1545652295,94,84455,5129,1584297,2567,06001,Alameda
6001,2020-06-25,44,3717,40,148,27,322,1.1840890022,0.143157174,98,85501,5128,1583253,2566,06001,Alameda
6001,2020-06-26,44,3717,40,148,27,322,1.1814878879,0.1496815537,102,86547,5127,1582209,2564,06001,Alameda
6001,2020-06-27,44,3717,40,148,27,322,1.1775453869,0.1392726504,106,87590,5125,1581168,2562,06001,Alameda
6001,2020-06-28,44,3717,40,148,27,322,1.1725005634,0.1349554628,109,88633,5122,1580127,2560,06001,Alameda
6001,2020-06-29,44,3717,40,148,27,322,1.1664522364,0.1309279617,113,89675,5119,1579088,2557,06001,Alameda
6001,2020-06-30,44,3717,40,148,27,322,1.1598144817,0.1270706138,117,90716,5116,1578049,2554,06001,Alameda
6001,2020-07-01,44,3717,40,148,27,322,1.1531021345,0.1232347988,121,91757,5112,1577012,2551,06001,Alameda
6001,2020-07-02,44,3717,40,148,27,322,1.1459295973,0.1137583266,124,92796,5108,1575976,2548,06001,Alameda
6001,2020-07-03,44,3717,40,148,27,322,1.1388284208,0.1100347569,128,93833,5104,1574942,2545,06001,Alameda
6001,2020-07-04,44,3717,40,148,27,322,1.1316796577,0.1063249244,132,94868,5099,1573910,2541,06001,Alameda
6001,2020-07-05,43,3717,40,148,27,322,1.1247575161,0.1025496719,136,95903,5093,1572880,2537,06001,Alameda
6001,2020-07-06,43,3717,40,148,27,322,1.1175752119,0.1,140,96935,5087,1571851,2533,06001,Alameda
6001,2020-07-07,43,3717,40,148,27,322,,,143,97967,5081,1570824,2529,06001,Alameda
6001,2020-07-08,43,3717,40,148,27,322,,,147,98997,5074,1569798,2524,06001,Alameda
6001,2020-07-09,43,3717,40,148,27,322,,,151,100022,5067,1568778,2520,06001,Alameda
6001,2020-07-10,43,3717,40,148,27,322,,,155,101046,5059,1567759,2515,06001,Alameda
6001,2020-07-11,43,3717,40,148,27,322,,,158,102068,5051,1566742,2510,06001,Alameda
6001,2020-07-12,43,3717,40,148,26,322,,,162,103087,5043,1565728,2505,06001,Alameda
6001,2020-07-13,43,3717,40,148,26,322,,,166,104105,5034,1564716,2499,06001,Alameda
6001,2020-07-14,43,3717,39,148,26,322,,,169,105121,5024,1563706,2493,06001,Alameda
6001,2020-07-15,43,3717,39,148,26,322,,,173,106135,5014,1562698,2487,06001,Alameda
6001,2020-07-16,43,3717,39,148,26,322,,,177,107147,5004,1561692,2481,06001,Alameda
6001,2020-07-17,43,3717,39,148,26,322,,,181,108157,4994,1560688,2475,06001,Alameda
6001,2020-07-18,43,3717,39,148,26,322,,,184,109163,4983,1559689,2468,06001,Alameda
6001,2020-07-19,43,3717,39,148,26,322,,,188,110165,4971,1558693,2462,06001,Alameda
6001,2020-07-20,43,3717,39,148,26,322,,,192,111164,4960,1557701,2455,06001,Alameda
6001,2020-07-21,43,3717,39,148,26,322,,,195,112161,4948,1556711,2448,06001,Alameda
6001,2020-07-22,43,3717,39,148,26,322,,,199,113155,4935,1555724,2441,06001,Alameda
6001,2020-07-23,42,3717,39,148,26,322,,,203,114146,4922,1554740,2433,06001,Alameda
6001,2020-07-24,42,3717,39,148,26,322,,,207,115135,4909,1553759,2426,06001,Alameda
6001,2020-07-25,42,3717,39,148,26,322,,,210,116121,4895,1552781,2418,06001,Alameda
6001,2020-07-26,42,3717,39,148,26,322,,,214,117104,4881,1551805,2410,06001,Alameda
6001,2020-07-27,42,3717,38,148,26,322,,,218,118085,4867,1550833,2402,06001,Alameda
6001,2020-07-28,42,3717,38,148,26,322,,,221,119068,4851,1549859,2393,06001,Alameda
6001,2020-07-29,42,3717,38,148,26,322,,,225,120037,4836,1548898,2385,06001,Alameda
6001,2020-07-30,42,3717,38,148,26,322,,,228,121003,4821,1547941,2376,06001,Alameda
6001,2020-07-31,42,3717,38,148,26,322,,,232,121966,4806,1546986,2368,06001,Alameda
6001,2020-08-01,41,3717,38,148,26,322,,,236,122926,4789,1546034,2359,06001,Alameda
6001,2020-08-02,41,3717,38,148,25,322,,,239,123884,4773,1545086,2350,06001,Alameda
6001,2020-08-03,41,3717,38,148,25,322,,,243,124838,4756,1544141,2341,06001,Alameda
6001,2020-08-04,41,3717,38,148,25,322,,,246,125789,4739,1543199,2331,06001,Alameda
6001,2020-08-05,41,3717,37,148,25,322,,,250,126737,4721,1542261,2322,06001,Alameda
6001,2020-08-06,41,3717,37,148,25,322,,,254,127681,4704,1541326,2312,06001,Alameda
6001,2020-08-07,41,3717,37,148,25,322,,,257,128621,4686,1540396,2302,06001,Alameda
6001,2020-08-08,41,3717,37,148,25,322,,,261,129557,4667,1539470,2292,06001,Alameda
6001,2020-08-09,40,3717,37,148,25,322,,,264,130489,4648,1538548,2282,06001,Alameda
6001,2020-08-10,40,3717,37,148,25,322,,,268,131417,4629,1537630,2272,06001,Alameda
6001,2020-08-11,40,3717,37,148,25,322,,,271,132342,4610,1536717,2261,06001,Alameda
6001,2020-08-12,40,3717,37,148,25,322,,,275,133262,4590,1535807,2251,06001,Alameda
6001,2020-08-13,40,3717,36,148,25,322,,,278,134178,4570,1534902,2240,06001,Alameda
6001,2020-08-14,40,3717,36,148,24,322,,,282,135089,4550,1534001,2229,06001,Alameda
6001,2020-08-15,39,3717,36,148,24,322,,,285,135997,4530,1533104,2219,06001,Alameda
6001,2020-08-16,39,3717,36,148,24,322,,,288,136900,4509,1532213,2208,06001,Alameda
6001,2020-08-17,39,3717,36,148,24,322,,,292,137798,4488,1531325,2196,06001,Alameda
6001,2020-08-18,39,3717,36,148,24,322,,,295,138692,4467,1530443,2185,06001,Alameda
6001,2020-08-19,39,3717,36,148,24,322,,,299,139580,4445,1529565,2174,06001,Alameda
6001,2020-08-20,39,3717,35,148,24,322,,,302,140465,4424,1528693,2162,06001,Alameda
6001,2020-08-21,38,3717,35,148,24,322,,,305,141345,4402,1527823,2151,06001,Alameda
6001,2020-08-22,38,3717,35,148,24,322,,,309,142222,4380,1526959,2139,06001,Alameda
6001,2020-08-23,38,3717,35,148,24,322,,,312,143094,4357,1526099,2127,06001,Alameda
6001,2020-08-24,38,3717,35,148,23,322,,,316,143961,4335,1525244,2116,06001,Alameda
6001,2020-08-25,38,3717,35,148,23,322,,,319,144823,4312,1524393,2104,06001,Alameda
6001,2020-08-26,38,3717,34,148,23,322,,,322,145680,4289,1523548,2092,06001,Alameda
6001,2020-08-27,37,3717,34,148,23,322,,,325,146532,4266,1522708,2080,06001,Alameda
6001,2020-08-28,37,3717,34,148,23,322,,,329,147379,4242,1521873,2067,06001,Alameda
6001,2020-08-29,37,3717,34,148,23,322,,,332,148222,4219,1521043,2055,06001,Alameda
6001,2020-08-30,37,3717,34,148,23,322,,,335,149059,4195,1520218,2043,06001,Alameda
6001,2020-08-31,37,3717,33,148,23,322,,,338,149890,4171,1519399,2030,06001,Alameda
6001,2020-09-01,36,3717,33,148,23,322,,,342,150717,4147,1518585,2018,06001,Alameda
6001,2020-09-02,36,3717,33,148,22,322,,,345,151538,4123,1517776,2005,06001,Alameda
6001,2020-09-03,36,3717,33,148,22,322,,,348,152354,4098,1516973,1993,06001,Alameda
6001,2020-09-04,36,3717,33,148,22,322,,,351,153165,4074,1516174,1980,06001,Alameda
6001,2020-09-05,36,3717,33,148,22,322,,,354,153972,4049,1515380,1968,06001,Alameda
6001,2020-09-06,35,3717,32,148,22,322,,,357,154774,4024,1514591,1955,06001,Alameda
6001,2020-09-07,35,3717,32,148,22,322,,,360,155570,3999,1513807,1942,06001,Alameda
6001,2020-09-08,35,3717,32,148,22,322,,,364,156362,3974,1513029,1929,06001,Alameda
6001,2020-09-09,35,3717,32,148,22,322,,,367,157148,3949,1512256,1916,06001,Alameda
6001,2020-09-10,35,3717,32,148,21,322,,,370,157928,3924,1511488,1903,06001,Alameda
6001,2020-09-11,34,3717,31,148,21,322,,,373,158704,3898,1510726,1890,06001,Alameda
6001,2020-09-12,34,3717,31,148,21,322,,,376,159474,3873,1509969,1878,06001,Alameda
6001,2020-09-13,34,3717,31,148,21,322,,,379,160238,3847,1509217,1864,06001,Alameda
6001,2020-09-14,34,3717,31,148,21,322,,,382,160997,3822,1508471,1851,06001,Alameda
6001,2020-09-15,34,3717,31,148,21,322,,,385,161750,3796,1507731,1838,06001,Alameda
6001,2020-09-16,33,3717,30,148,21,322,,,388,162498,3770,1506996,1825,06001,Alameda
6001,2020-09-17,33,3717,30,148,21,322,,,391,163240,3744,1506267,1812,06001,Alameda
6001,2020-09-18,33,3717,30,148,20,322,,,393,163977,3719,1505543,1799,06001,Alameda
6001,2020-09-19,33,3717,30,148,20,322,,,396,164710,3693,1504824,1786,06001,Alameda
6001,2020-09-20,32,3717,30,148,20,322,,,399,165437,3667,1504110,1773,06001,Alameda
6001,2020-09-21,32,3717,29,148,20,322,,,402,166159,3640,1503401,1760,06001,Alameda
6001,2020-09-22,32,3717,29,148,20,322,,,405,166876,3614,1502697,1746,06001,Alameda
6001,2020-09-23,32,3717,29,148,20,322,,,408,167587,3588,1502000,1733,06001,Alameda
6001,2020-09-24,32,3717,29,148,20,322,,,410,168293,3562,1501307,1720,06001,Alameda
6001,2020-09-25,31,3717,29,148,19,322,,,413,168993,3536,1500620,1707,06001,Alameda
6001,2020-09-26,31,3717,28,148,19,322,,,416,169687,3510,1499939,1694,06001,Alameda
6001,2020-09-27,31,3717,28,148,19,322,,,419,170377,3483,1499262,1681,06001,Alameda
6001,2020-09-28,31,3717,28,148,19,322,,,421,171060,3457,1498592,1667,06001,Alameda
6001,2020-09-29,30,3717,28,148,19,322,,,424,171739,3431,1497927,1654,06001,Alameda
6001,2020-09-30,30,3717,28,148,19,322,,,427,172411,3405,1497267,1641,06001,Alameda
6001,2020-10-01,30,3717,27,148,19,322,,,429,173079,3378,1496613,1628,06001,Alameda
6001,2020-10-02,30,3717,27,148,19,322,,,432,173740,3352,1495965,1615,06001,Alameda
6001,2020-10-03,30,3717,27,148,18,322,,,435,174397,3326,1495321,1602,06001,Alameda
6001,2020-10-04,29,3717,27,148,18,322,,,437,175049,3300,1494682,1589,06001,Alameda
6001,2020-10-05,29,3717,27,148,18,322,,,440,175696,3273,1494048,1575,06001,Alameda
6007,2020-03-03,4,278,4,18,2,42,,,0,2436,729,216403,332,06007,Butte
6007,2020-03-04,4,278,4,18,2,42,,,0,2569,715,216279,322,06007,Butte
6007,2020-03-05,4,278,4,18,2,42,,,0,2699,700,216158,313,06007,Butte
6007,2020-03-06,4,278,4,18,3,42,,,0,2825,685,216039,306,06007,Butte
6007,2020-03-07,4,278,4,18,3,42,,,0,2948,670,215923,298,06007,Butte
6007,2020-03-08,4,278,4,18,3,42,,,0,3069,655,215810,291,06007,Butte
6007,2020-03-09,5,278,4,18,3,42,,,0,3186,640,215699,284,06007,Butte
6007,2020-03-10,5,278,5,18,3,42,,,0,3301,625,215591,278,06007,Butte
6007,2020-03-11,5,278,5,18,3,42,,,0,3413,611,215485,271,06007,Butte
6007,2020-03-12,5,278,4,18,3,42,,,0,3523,597,215382,265,06007,Butte
6007,2020-03-13,5,278,4,18,3,42,,,0,3630,584,215281,259,06007,Butte
6007,2020-03-14,4,278,4,18,3,42,,,0,3735,570,215182,253,06007,Butte
6007,2020-03-15,4,278,4,18,3,42,,,0,3837,557,215086,247,06007,Butte
6007,2020-03-16,4,278,4,18,3,42,,,0,3937,544,214992,242,06007,Butte
6007,2020-03-17,4,278,4,18,3,42,,,0,4034,532,214900,236,06007,Butte
6007,2020-03-18,4,278,4,18,3,42,,,0,4130,520,214810,230,06007,Butte
6007,2020-03-19,4,278,4,18,3,42,,,0,4223,508,214722,225,06007,Butte
6007,2020-03-20,4,278,4,18,2,42,,,0,4314,496,214637,220,06007,Butte
6007,2020-03-21,4,278,4,18,2,42,,,0,4402,485,214553,215,06007,Butte
6007,2020-03-22,4,278,4,18,2,42,1.579723558,1.1316863295,0,4489,473,214471,210,06007,Butte
6007,2020-03-23,4,278,4,18,2,42,1.5778901883,1.0571600428,0,4574,462,214391,205,06007,Butte
6007,2020-03-24,4,278,4,18,2,42,1.574794113,1.0407332947,0,4656,452,214314,200,06007,Butte
6007,2020-03-25,4,278,4,18,2,42,1.5702587446,1.03626904,0,4737,441,214237,195,06007,Butte
6007,2020-03-26,4,278,4,18,2,42,1.5640811741,1.038052351,0,4816,431,214163,191,06007,Butte
6007,2020-03-27,4,278,4,18,2,42,1.5558212559,1.0404367841,0,4893,421,214091,186,06007,Butte
6007,2020-03-28,3,278,3,18,2,42,1.5452164618,1.0492716271,0,4968,411,214020,182,06007,Butte
6007,2020-03-29,3,278,3,18,2,42,1.5322052308,1.0588011487,0,5042,401,213951,177,06007,Butte
6007,2020-03-30,3,278,3,18,2,42,1.5167880365,1.0574782066,0,5114,392,213883,173,06007,Butte
6007,2020-03-31,3,278,3,18,2,42,1.4984845898,1.0627619565,0,5184,383,213817,169,06007,Butte
6007,2020-04-01,3,278,3,18,2,42,1.4775453646,1.0688065902,0,5252,374,213753,165,06007,Butte
6007,2020-04-02,3,278,3,18,2,42,1.4540214776,1.0698238488,0,5319,365,213690,161,06007,Butte
6007,2020-04-03,3,278,3,18,2,42,1.4280605918,1.077318111,0,5384,356,213628,157,06007,Butte
6007,2020-04-04,3,278,3,18,2,42,1.3994305159,1.085582902,0,5448,348,213569,154,06007,Butte
6007,2020-04-05,3,278,3,18,2,42,1.3687960346,1.094426315,0,5510,340,213510,150,06007,Butte
6007,2020-04-06,3,278,3,18,2,42,1.3368481816,1.0978753631,0,5570,332,213453,146,06007,Butte
6007,2020-04-07,3,278,3,18,2,42,1.3046100115,1.1071817212,0,5630,324,213397,143,06007,Butte
6007,2020-04-08,3,278,3,18,2,42,1.2729435842,1.1163230313,0,5687,316,213343,139,06007,Butte
6007,2020-04-09,2,278,2,18,2,42,1.2430497867,1.113405622,0,5744,308,213290,136,06007,Butte
6007,2020-04-10,2,278,2,18,2,42,1.215718059,1.1270691148,0,5799,301,213238,133,06007,Butte
6007,2020-04-11,2,278,2,18,1,42,1.191937498,1.1339339715,0,5853,294,213188,130,06007,Butte
6007,2020-04-12,2,278,2,18,1,42,1.1725090641,1.1395424772,0,5905,287,213138,127,06007,Butte
6007,2020-04-13,2,278,2,18,1,42,1.1585746628,1.1435649924,0,5956,280,213090,123,06007,Butte
6007,2020-04-14,2,278,2,18,1,42,1.1506045325,1.1574127762,0,6006,273,213043,120,06007,Butte
6007,2020-04-15,2,278,2,18,1,42,1.1493722085,1.1635420202,0,6055,267,212997,118,06007,Butte
6007,2020-04-16,2,278,2,18,1,42,1.1547946231,1.1735237094,0,6102,260,212953,115,06007,Butte
6007,2020-04-17,2,278,2,18,1,42,1.1666826005,1.1816389512,0,6149,254,212909,112,06007,Butte
6007,2020-04-18,2,278,2,18,1,42,1.1850602748,1.2052012871,0,6194,248,212867,109,06007,Butte
