"amt_ICU beds needed|Mitigated",date,dataKey,hospital_capacity,icu_capacity,"range_ICU beds needed|Mitigated",epi_week,"amt_Hospital beds needed|Mitigated","range_Hospital beds needed|Mitigated","amt_New Deaths|Mitigated","range_New Deaths|Mitigated","amt_Total Deaths|Mitigated","range_Total Deaths|Mitigated","amt_New Infectious|Mitigated","range_New Infectious|Mitigated","amt_Total Infectious|Mitigated","range_Total Infectious|Mitigated","amt_New Attack Rate|Mitigated","range_New Attack Rate|Mitigated","amt_Attack Rate|Mitigated","range_Attack Rate|Mitigated","amt_New Deaths per 10,000|Mitigated","range_New Deaths per 10,000|Mitigated","amt_Total Deaths per 10,000|Mitigated","range_Total Deaths per 10,000|Mitigated","amt_New Infectious per 10,000|Mitigated","range_New Infectious per 10,000|Mitigated","amt_Total Infectious per 10,000|Mitigated","range_Total Infectious per 10,000|Mitigated"
76.4742293031048,2020-03-19,"Total Infectious per 10,000|Mitigated",80802,8719,34.0052194350789|107.020877740316,2020-12,331.518227489058,134.790823288649|457.04697491571,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0
866.542040535059,2020-05-29,"Hospital beds needed|Mitigated",80802,8719,727.008693827604|990.160929448956,2020-22,3211.7007777472,2609.8105066093|3664.59445752602,67.0974403801902,59.0804131078742|74.9042075869083,4499.22734107676,4049.62556828491|4920.92629325123,10240.7087586244,8448.04492321685|11745.7007319469,878945.716536618,740966.397515421|967027.141626168,0.000235142971519319,0.00019398055677552|0.000269699982470514,0.0201819925223965,0.0170137677590926|0.0222044822269074,0.0154066401888941,0.013565803133572|0.0171991981867976,1.03309420417876,0.929858481587202|1.1299229950741,2.35142971519319,1.9398055677552|2.69699982470514,201.819925223965,170.137677590926|222.044822269074
862.172757379468,2020-05-30,"Hospital beds needed|Mitigated",80802,8719,718.003474392525|983.166148884034,2020-22,3193.31774484233,2635.76846046065|3615.68417606327,66.8183976271198,58.4701564177843|74.4583725072297,4566.04573870389,4115.51843711135|4988.53738346295,10179.6016318583,8359.48465942643|11658.3446635268,889125.318168476,750504.805640497|977386.980271125,0.000233739854634788,0.00019194707217235|0.000267694148109562,0.0204157323770312,0.0172327847903313|0.022442360610216,0.0153425675317329,0.0134256784850935|0.017096827356893,1.0484367717105,0.944988532976207|1.14544757743922,2.33739854634788,1.9194707217235|2.67694148109562,204.157323770312,172.327847903313|224.42360610216
857.521064758449,2020-05-31,"Hospital beds needed|Mitigated",80802,8719,708.003474392525|991.150078944966,2020-23,3176.89723903079,2592.52582732742|3596.02050390201,66.4857692812659,57.7405470624282|74.991751504116,4632.53150798514,4183.16535033713|5055.81400142065,10100.3000124754,8365.75740424895|11661.6273752373,899225.618180952,759754.526255363|987900.760350858,0.000231918963242648,0.000192091104376753|0.000267769524394979,0.0206476513402739,0.0174451730968801|0.0226837737338699,0.0152661907696365,0.0132581485651334|0.0172192996634784,1.06370296248013,0.960521340875487|1.16089535965157,2.31918963242648,1.92091104376753|2.67769524394979,206.476513402739,174.451730968801|226.837737338699
853.473289488822,2020-06-01,"Hospital beds needed|Mitigated",80802,8719,709.00706857846|984.865399663086,2020-23,3158.10427214932,2568.47856174369|3563.73198561904,66.0016742752469,58.7851483237385|74.8980166007916,4698.53318226039,4249.56609799453|5123.10869630107,10030.5644877256,8223.14404670323|11562.8791969887,909256.182668678,769085.110668512|998275.12607484,0.000230317724608036,0.000188816474713703|0.00026550210906145,0.0208779690648819,0.0176594181649348|0.0229219856820332,0.0151550348517249,0.0134980056398993|0.0171977766378537,1.07885799733186,0.975768009327138|1.17634729261309,2.30317724608036,1.88816474713703|2.6550210906145,208.779690648819,176.594181649348|229.219856820332
848.169685137236,2020-06-02,"Hospital beds needed|Mitigated",80802,8719,704.759216010154|1000.087155056,2020-23,3138.85141850884,2527.64891911577|3564.92264180832,65.5637842445097,57.003942476509|74.9612378772173,4764.09696650491,4315.63520348505|5190.73932438864,9962.38536765502,8146.18152337435|11453.4405968916,919218.568036332,778145.532003504|1008577.93362876,0.000228752223501927,0.000187049292689711|0.000262989224628128,0.0211067212883838,0.0178674598587416|0.0231585545407249,0.0150544883315053,0.0130890124289046|0.0172122932491082,1.09391248566336,0.99093852745908|1.19187636118546,2.28752223501927,1.87049292689711|2.62989224628128,211.067212883838,178.674598587416|231.585545407249
843.677348111303,2020-06-03,"Hospital beds needed|Mitigated",80802,8719,714.980971403066|977.675757019358,2020-23,3117.82674549803,2511.46920987151|3542.62830465687,65.1642482127542,57.4191401286891|73.9235659748855,4829.26121471765,4380.68231816586|5258.73339952653,9898.09177826641,8047.71925667575|11501.6398566246,929116.659814598,787145.504529406|1018747.60327213,0.000227275940364224,0.000184788442340409|0.000264095956342287,0.0213339972287481,0.0180741135516855|0.0233920663410969,0.0149627484998683,0.0131843484178509|0.0169740272654468,1.10887523416323,1.00587438023579|1.20748888298495,2.27275940364224,1.84788442340409|2.64095956342287,213.339972287481,180.741135516855|233.920663410969
838.31309121707,2020-06-04,"Hospital beds needed|Mitigated",80802,8719,710.970532532908|989.464440496605,2020-23,3098.05203773266,2505.25592441197|3537.72530532204,64.8336860363357,55.0580511571392|73.2788266684501,4894.094900754,4445.47836394442|5327.10049646263,9820.54106103674,7992.86061627008|11543.5146129392,938937.200875635,796187.653677869|1028725.61549388,0.00022549525247214,0.000183528800647383|0.000265057467392307,0.0215594924812202,0.0182817356870089|0.0236211773820393,0.0148868461631579,0.0126422048124836|0.0168259848594533,1.12376208032639,1.02075258359671|1.22318705652608,2.2549525247214,1.83528800647383|2.65057467392307,215.594924812202,182.817356870089|236.211773820393
833.895843209458,2020-06-05,"Hospital beds needed|Mitigated",80802,8719,698.18706849074|971.480098801842,2020-23,3078.64638879485,2481.48289923996|3511.93044834857,64.3459062659339,55.8725592654685|72.8520625735972,4958.44080701992,4510.01030926575|5392.37683201519,9757.83616656343,7889.0956623831|11363.8121179066,948695.0370422,805070.122259208|1038694.70589279,0.000224055448298153,0.000181146192160836|0.00026093121210399,0.0217835479295184,0.0184856913023743|0.0238500835637302,0.0147748441646999,0.0128292288373176|0.0167279930311856,1.13853692449109,1.0355701452894|1.23817554206307,2.24055448298153,1.81146192160836|2.6093121210399,217.835479295184,184.856913023743|238.500835637302
829.383914729766,2020-06-06,"Hospital beds needed|Mitigated",80802,8719,699.398385013493|961.23758457276,2020-23,3060.23542207318,2466.53700950791|3493.80843483809,64.06673182337,55.8580359096048|74.3125103354691,5022.5075388433,4573.77854214573|5458.24534265122,9689.23393596366,7789.58615850541|11370.0382152103,958384.270978164,813985.007432431|1048647.60498619,0.000222480231900899,0.00017886129557919|0.00026107417320712,0.0220060281614193,0.0186903912542814|0.0240786179672774,0.0147107412695351,0.0128258940436674|0.0170633350808129,1.15324766576062,1.05021234645083|1.25330000042389,2.22480231900899,1.7886129557919|2.6107417320712,220.060281614193,186.903912542814|240.786179672774
824.70176489912,2020-06-07,"Hospital beds needed|Mitigated",80802,8719,682.456089467382|961.242804007838,2020-24,3041.31986818149,2454.18947045279|3486.63394502891,63.6219570808289,54.9346772687522|72.8672733033562,5086.12949592413,4639.43374705776|5524.92257534928,9615.10966453801,7693.45970053213|11426.4561758088,967999.380642701,822831.547850297|1058686.26248197,0.000220778220657775,0.000176654079115737|0.000262369619373482,0.0222268063820771,0.0188935219018327|0.0243091215202308,0.0146086139099129,0.0126138762041743|0.016731485656822,1.16785627967054,1.06528782642258|1.26861015424123,2.20778220657775,1.76654079115737|2.62369619373482,222.268063820771,188.935219018327|243.091215202308
820.206662096777,2020-06-08,"Hospital beds needed|Mitigated",80802,8719,687.028236986797|957.577537829105,2020-24,3023.08713710257,2423.61258823018|3454.4069428604,63.1070716909141,53.9073113995765|72.9374629969863,5149.23656761504,4699.64870476849|5590.38397452101,9543.41456284755,7542.69608957696|11244.0923797958,977542.795205548,831410.734899976|1068888.68416658,0.000219131987017875,0.000173192306663012|0.000258182256379106,0.0224459383690949,0.0190905136905487|0.0245433853595956,0.0144903880298199,0.0123779766497494|0.0167476023275713,1.18234666770036,1.07911413905362|1.28364113333053,2.19131987017875,1.73192306663012|2.58182256379106,224.459383690949,190.905136905487|245.433853595956
815.295126989192,2020-06-09,"Hospital beds needed|Mitigated",80802,8719,698.811701028965|949.159304431797,2020-24,3004.05425879003,2391.30703120799|3455.82960324643,62.7636397216583,54.2953377806871|72.3172251124622,5212.00020733671,4763.05845911169|5652.76708585752,9479.54458988258,7515.69651754234|11119.8685047982,987022.339795431,840179.930138896|1078938.08759732,0.000217665430787458,0.0001725723535184|0.00025532987850282,0.0226636037998824,0.0192918683696939|0.024774135656318,0.0144115305838472,0.0124670736824185|0.0166051858379967,1.1967581982842,1.0936740278377|1.29796528854092,2.17665430787458,1.725723535184|2.5532987850282,226.636037998824,192.918683696939|247.74135656318
810.376127217801,2020-06-10,"Hospital beds needed|Mitigated",80802,8719,700.751209681086|941.225017276421,2020-24,2985.0749886674,2399.36684564291|3463.59903423251,62.3929032881049,53.6226873357954|72.703353243524,5274.39311062479,4824.82588805813|5716.9625346947,9413.48851789392,7317.21017395098|11144.1445032387,996435.828313324,848612.628740178|1088952.45987567,0.00021614867824421,0.000168014791172066|0.000255887294063056,0.0228797524781266,0.0194854965504937|0.0250040815820285,0.0143264035983123,0.0123126224348206|0.0166938470022434,1.21108460188251,1.10785681257253|1.31270558528539,2.1614867824421,1.68014791172066|2.55887294063056,228.797524781266,194.854965504937|250.040815820285
804.220449591433,2020-06-11,"Hospital beds needed|Mitigated",80802,8719,681.546221218631|947.837798204359,2020-24,2964.10387810772,2388.41692316679|3404.69683809398,61.8571863970031,52.8271591996042|72.1155689804875,5336.25029702181,4884.03150358354|5778.3501797866,9346.94985092359,7373.5886377595|11012.7219870307,1005782.77816425,857021.906205765|1098955.97633531,0.000214620844552117,0.00016930933042927|0.000252869623927708,0.0230943733226787,0.0196785869447423|0.0252337782408637,0.0142033944740066,0.0121299565136619|0.0165588823806723,1.22528799635652,1.12145136417381|1.32680116560285,2.14620844552117,1.6930933042927|2.52869623927708,230.943733226787,196.785869447423|252.337782408637
799.097098797939,2020-06-12,"Hospital beds needed|Mitigated",80802,8719,673.685155778139|946.818545713188,2020-24,2945.26721954768,2344.81552832395|3430.02688671309,61.5047834060122,52.5279887268732|71.793794964865,5397.75508042782,4941.67995556509|5841.47961649297,9278.07160606049,7198.0344714385|11018.7673149022,1015060.84977031,865330.047621566|1108927.73252121,0.000213039290428092,0.00016527832737037|0.000253008434276973,0.0233074126131068,0.0198693550943266|0.0254627456332665,0.0141224771386668,0.0120612622117274|0.0164849979455472,1.23941047349519,1.13468836624265|1.34129668899616,2.13039290428092,1.6527832737037|2.53008434276973,233.074126131068,198.693550943266|254.627456332665
794.98021512445,2020-06-13,"Hospital beds needed|Mitigated",80802,8719,670.695594648297|943.631701116685,2020-24,2925.76458567579,2334.75782387006|3364.38996616133,61.1654068975222,52.1225413581512|70.8983927083568,5458.92048732533,5001.91868121015|5904.84737454444,9211.5950107551,7248.21231950143|10970.5648584937,1024272.44478107,873953.517911713|1119085.26599064,0.000211512882000215,0.000166430490621573|0.000251901629162056,0.023518925495107,0.020067363696722|0.0256959787677698,0.0140445508910299,0.011968165043042|0.0162793993368346,1.25345502438622,1.14852013636968|1.35584693476327,2.11512882000215,1.66430490621573|2.51901629162056,235.18925495107,200.67363696722|256.959787677698
790.05058127898,2020-06-14,"Hospital beds needed|Mitigated",80802,8719,664.586351450118|924.858675944675,2020-25,2906.18435903906,2288.88533876353|3379.90526905692,60.7594310823948,50.897167237958|70.2162626066131,5519.67991840774,5059.4093737121|5966.88142755819,9139.60504624474,7050.15123914194|10972.7893945214,1033412.04982731,882223.381351462|1129050.15939626,0.000209859877840685,0.000161882692995864|0.000251952708049674,0.0237287853729477,0.0202572529230555|0.025924788579815,0.0139513323826394,0.0116867996428177|0.0161227714091517,1.26740635676886,1.16172091435121|1.37009094062737,2.09859877840685,1.61882692995864|2.51952708049674,237.287853729477,202.572529230555|259.24788579815
785.68655062208,2020-06-15,"Hospital beds needed|Mitigated",80802,8719,641.58113201504|932.837798204359,2020-25,2887.44215419821,2262.34072312337|3347.12180501475,60.2378451350369,51.1290365579568|71.0286205093702,5579.91776354278,5116.55339000604|6029.88080409122,9083.65448115622,7141.95491488848|10795.7495153379,1042495.70430847,890356.666276329|1138859.12016267,0.000208575163819107,0.000163990651499542|0.000247887590658892,0.0239373605367669,0.0204440060893181|0.026150017930292,0.0138315679479159,0.0117400405289651|0.0163093017125651,1.28123792471678,1.17484208995792|1.38455660013494,2.08575163819107,1.63990651499542|2.47887590658892,239.373605367669,204.440060893181|261.50017930292
779.705219274786,2020-06-16,"Hospital beds needed|Mitigated",80802,8719,644.448574464789|909.27846013075,2020-25,2866.77971840493,2251.35116199353|3337.24286624228,59.7478968162066,51.1001147841578|69.334443765606,5639.66566035897,5176.20599495328|6094.712880836,9003.12332756403,6950.96482195028|10848.166812551,1051498.82763603,898667.636755387|1148782.52396077,0.000206726040364679,0.000159605214998732|0.000249091175226738,0.0241440865771315,0.0206348391986973|0.0263778750749166,0.0137190680162255,0.0117333996294014|0.0159202917688226,1.294956992733,1.18853927744443|1.39944307677915,2.06726040364679,1.59605214998732|2.49091175226738,241.440865771315,206.348391986973|263.778750749166
773.878726543329,2020-06-17,"Hospital beds needed|Mitigated",80802,8719,644.804512657095|908.132504722563,2020-25,2846.43945606021,2229.66541167093|3323.46299638604,59.3239538986843,49.8338733008503|69.288053122952,5698.98961425765,5232.40217799376|6156.50070508927,8940.97877969922,6772.76181875286|10788.7779455572,1060439.80641573,906777.097438092|1158609.29368933,0.000205299102640632,0.000155513390429439|0.000247727512321245,0.0243493856797721,0.0208210453224428|0.0266035133475082,0.0136217239751729,0.0114426504321887|0.015909639738947,1.30857871670817,1.20144281545107|1.41363054460103,2.05299102640632,1.55513390429439|2.47727512321245,243.493856797721,208.210453224428|266.035133475082
767.70784230055,2020-06-18,"Hospital beds needed|Mitigated",80802,8719,647.312291893842|898.54505062797,2020-25,2824.78847037662,2204.7789922784|3302.38939700576,58.9789965376611,50.3751266874207|69.8069636048406,5757.96861079531,5289.64859583951|6221.35219645957,8872.39288781615,6817.50033365718|10915.9565092224,1069312.19930354,914765.104015494|1168447.81330571,0.000203724261406318,0.000156540657934445|0.000250647734551822,0.0245531099411784,0.0210044626666325|0.0268294214162246,0.0135425162749733,0.0115669308239691|0.0160287898442179,1.32212123298314,1.21458750408382|1.42852147915224,2.03724261406318,1.56540657934445|2.50647734551822,245.531099411784,210.044626666325|268.294214162246
763.288983449632,2020-06-19,"Hospital beds needed|Mitigated",80802,8719,637.692878790697|896.684398876496,2020-25,2805.82210051107,2187.67402224078|3304.77731887948,58.7043231475928,48.318041293206|68.6248324007126,5816.6729339429,5343.09898574688|6284.17390875804,8802.80568089849,6698.89356166494|10668.8883464544,1078115.00498444,922781.981994779|1178131.87505506,0.000202126428385183,0.000153817257682965|0.000244974656317646,0.0247552363695636,0.0211885429441591|0.027051782886489,0.0134794468930972,0.0110945912782738|0.0157573537057472,1.33560067987624,1.22686056428691|1.44294634412397,2.02126428385183,1.53817257682965|2.44974656317646,247.552363695636,211.885429441591|270.51782886489
758.605137320637,2020-06-20,"Hospital beds needed|Mitigated",80802,8719,630.323064470813|909.684398876496,2020-25,2786.26465063886,2156.0405803006|3263.34164073993,58.0899033749953,47.2255863941141|68.9400954459385,5874.76283731791,5398.62610483077|6346.95121948,8740.48086945242,6559.7306505916|10616.8765372323,1086855.4858539,930864.553336607|1187957.43044343,0.000200695351522416,0.000150621855762419|0.00024378038239942,0.024955931721086,0.0213741316458428|0.0272773932758972,0.0133383663346182,0.010843746246667|0.015829743118445,1.34893904621086,1.23961047456074|1.45736101378707,2.00695351522416,1.50621855762419|2.4378038239942,249.55931721086,213.741316458428|272.773932758972
753.305689424021,2020-06-21,"Hospital beds needed|Mitigated",80802,8719,622.544819863724|901.906154269407,2020-26,2767.17957103205,2134.31897290706|3249.83512553001,57.802758109695,47.9015694395184|67.5943735545718,5932.56559542761,5452.73202865135|6408.57672627714,8685.43024897734,6558.52003776517|10693.9565800246,1095540.91610287,938739.009590071|1197424.95927786,0.000199431301661453,0.000150594058165194|0.000245550262857328,0.0251553630227474,0.0215549416938758|0.0274947828058159,0.0132724332116949,0.010998962712382|0.0155207439545854,1.36221147942256,1.25203405578334|1.47151121093769,1.99431301661453,1.50594058165194|2.45550262857328,251.553630227474,215.549416938758|274.947828058159
748.0158619227,2020-06-22,"Hospital beds needed|Mitigated",80802,8719,612.550039298803|908.672334757194,2020-26,2747.27975719976,2115.72594764733|3255.77387968389,57.4269457379619,47.1566549072022|68.0309910644725,5989.99254116556,5506.50342914868|6470.05596570727,8620.0030859176,6416.9234143771|10617.4403303707,1104160.91918879,946575.614471432|1207064.39077333,0.000197928989868142,0.000147342774336569|0.000243793327987173,0.0253532920126156,0.0217348826141636|0.0277161194944209,0.0131861407099687,0.010827918480205|0.0156209982837683,1.37539762013252,1.26438082512686|1.48562782277295,1.97928989868142,1.47342774336569|2.43793327987173,253.532920126156,217.348826141636|277.161194944209
743.574847412952,2020-06-23,"Hospital beds needed|Mitigated",80802,8719,598.766575256635|900.450579364283,2020-26,2728.33092603952,2107.54757833821|3268.77909911897,57.1587114380496,47.2923341158422|68.5978498479198,6047.15125260362,5560.61643646796|6532.01962295439,8552.40594924662,6417.57246850793|10557.6552423949,1112713.32513804,954042.533897211|1216522.84216262,0.000196376852027133,0.000147357677652404|0.000242420567217334,0.0255496688646427,0.0219063349680247|0.0279333005917523,0.0131245498456727,0.0108590725858875|0.0157511580821899,1.3885221699782,1.27680603283349|1.49985566464866,1.96376852027133,1.47357677652404|2.42420567217334,255.496688646427,219.063349680247|279.333005917523
737.698687132057,2020-06-24,"Hospital beds needed|Mitigated",80802,8719,596.756136386477|890.687993062431,2020-26,2707.58394928285,2071.97069076159|3246.73345878438,56.6429245012676,46.5783462716047|66.7778965107617,6103.79417710488,5615.26373975288|6592.38959191816,8492.54521987204,6179.27933139937|10643.018145694,1121205.87035791,961399.206198631|1226005.0608598,0.000195002354410394,0.000141886087973108|0.000244380635334921,0.0257446712190532,0.0220752558724487|0.0281510274242993,0.0130061169560706,0.0106951296135016|0.0153332678308287,1.40152828693427,1.28935392339733|1.51371757033045,1.95002354410394,1.41886087973108|2.44380635334921,257.446712190532,220.752558724487|281.510274242993
732.605610705241,2020-06-25,"Hospital beds needed|Mitigated",80802,8719,587.446875365772|881.750626283378,2020-26,2687.73508698977,2054.09884811731|3231.15406701697,56.1443269413518,45.7614253122678|66.1737321197985,6159.93850404623,5667.68427080248|6652.59719464624,8416.53187405183,6121.40598560174|10467.1308882093,1129622.40223196,968717.699785244|1235299.50683334,0.000193256967012648,0.000140557223846281|0.000240341983972778,0.0259379281860658,0.0222433001328181|0.028364442696265,0.0128916310209714,0.0105075515596749|0.0151945420711906,1.41441991795524,1.30139051161613|1.52754219414041,1.93256967012648,1.40557223846281|2.40341983972778,259.379281860658,222.433001328181|283.64442696265
727.990874302264,2020-06-26,"Hospital beds needed|Mitigated",80802,8719,587.504579819661|878.667115322115,2020-26,2668.59851428171,2039.62924015609|3222.7577280645,55.7110695235794,44.7507787363729|66.7767378813749,6215.64957356982,5719.75491391176|6710.60247905967,8365.41693021998,6087.74268477936|10421.741325032,1137987.81916218,976067.873006424|1244608.68079904,0.000192083286551172,0.00013978426088316|0.000239299767363259,0.026130011472617,0.0224120718080163|0.0285781961463709,0.0127921482224181,0.0102754910210802|0.0153330017910815,1.42721206617766,1.31334675999525|1.54086113061471,1.92083286551172,1.3978426088316|2.39299767363259,261.30011472617,224.120718080163|285.781961463709
722.809719035952,2020-06-27,"Hospital beds needed|Mitigated",80802,8719,584.900722093327|868.748777139997,2020-26,2649.86764423066,2009.09944728859|3178.24491024812,55.4182540450782,44.560842615315|66.7926225216099,6271.06782761489,5771.19561115289|6769.80415691591,8304.70439035122,5976.4190451664|10513.1779875128,1146292.52355253,983269.301612876|1253743.13672523,0.000190689230009802,0.000137228092942451|0.000241399298658244,0.0263207007026268,0.0225774280701285|0.0287879377922201,0.0127249131283006,0.0102318786647902|0.0153366491572887,1.43993697930596,1.32515836277726|1.55445477806448,1.90689230009802,1.37228092942451|2.41399298658244,263.207007026268,225.774280701285|287.879377922201
717.720029859129,2020-06-28,"Hospital beds needed|Mitigated",80802,8719,571.905941528406|881.743557704917,2020-27,2631.56420746931,1993.61470369098|3180.16806676499,55.0409460673954,42.6728310608304|66.4962545977167,6326.10877368228,5822.07634576254|6828.93616910089,8239.95252487319,5872.0544248091|10462.5223766744,1154532.4760774,989631.658145116|1262858.45462714,0.000189202424123725,0.000134831715159357|0.00024023616521334,0.0265099031267504,0.0227235179020062|0.0289972399985731,0.0126382772116453,0.0097983611635621|0.0152685983651708,1.4525752565176,1.33684138922708|1.56803242916737,1.89202424123725,1.34831715159357|2.4023616521334,265.099031267504,227.235179020062|289.972399985731
712.59315255996,2020-06-29,"Hospital beds needed|Mitigated",80802,8719,570.023017551718|862.738338269839,2020-27,2612.53513595403,1987.44741422552|3192.04084253955,54.5485936709926,44.7827607246549|66.2402599231481,6380.65736735328,5873.0395091935|6886.9489298824,8168.6681291903,5850.04767307959|10451.679792766,1162701.1442066,995902.840330291|1271847.50780918,0.00018756562094741,0.000134326405115186|0.000239987202230479,0.0266974687476979,0.0228675142257684|0.0292036429660034,0.0125252252654826,0.0102828345945935|0.0152098179136513,1.46510048178308,1.34854334264617|1.58135308233477,1.8756562094741,1.34326405115186|2.39987202230479,266.974687476979,228.675142257684|292.036429660034
708.054535822171,2020-06-30,"Hospital beds needed|Mitigated",80802,8719,564.023017551718|846.868824146812,2020-27,2594.449933962,1966.1532298435|3228.23487550792,54.0723347127802,43.9028834366948|65.6796514354834,6434.72970206607,5924.30738561263|6944.65710457542,8114.5075473573,5776.60543581178|10298.0506030831,1170815.65175395,1001873.24041276|1280858.26453539,0.000186322007790195,0.000132640054461806|0.000236459631529503,0.0268837907554881,0.023004604113748|0.0294105442813499,0.0124158686288607,0.0100808007657445|0.0150810932826169,1.47751635041195,1.36031526301694|1.59460379768868,1.86322007790195,1.32640054461806|2.36459631529503,268.837907554881,230.04604113748|294.105442813499
702.807819453872,2020-07-01,"Hospital beds needed|Mitigated",80802,8719,565.854474480876|842.691243560719,2020-27,2576.20083271066,1927.95397744005|3214.09579990417,53.7081822986029,43.0459961768573|67.5264766417443,6488.43788436466,5973.34544108961|7002.31945377995,8048.73534783572,5657.94740965622|10497.2786961574,1178864.38710179,1007708.19381771|1289816.56275553,0.000184811773410584,0.000129915477333163|0.000241034225624484,0.0270686025288987,0.0231385839304438|0.0296162410659073,0.0123322534389614,0.00988404581324616|0.0155051537427987,1.48984860385091,1.37157518101107|1.60784399078109,1.84811773410584,1.29915477333163|2.41034225624484,270.686025288987,231.385839304438|296.162410659073
698.111700968684,2020-07-02,"Hospital beds needed|Mitigated",80802,8719,555.364485304215|839.706901865956,2020-27,2558.94782646234,1928.84037463686|3205.98219710098,53.3749586068309,43.2851698573869|65.0683018350878,6541.8128429715,6021.17956175635|7060.63415355083,8000.08945892265,5612.39496566685|10257.5400810416,1186864.47656071,1013616.77674533|1298734.44289244,0.000183694786379624,0.00012886952072097|0.000235529445469614,0.0272522973152783,0.023274254398164|0.0298210097869474,0.012255739975967,0.00993896389682272|0.0149407176845382,1.50210434382687,1.38255865641175|1.62123397394591,1.83694786379624,1.2886952072097|2.35529445469614,272.522973152783,232.74254398164|298.210097869474
692.419069482918,2020-07-03,"Hospital beds needed|Mitigated",80802,8719,549.17419726484|845.717340736113,2020-27,2540.6430836005,1900.91547813249|3165.50622936629,52.9770037184767,41.8593265666775|65.1521550728343,6594.78984668998,6070.39854899737|7117.28424706773,7931.00772000656,5597.54998055008|10189.7989291096,1194795.48428072,1019467.75462299|1307582.08581378,0.000182108559708275,0.000128528656236412|0.000233974000809009,0.0274344058749866,0.0234086021622569|0.0300241657497331,0.0121643632000193,0.00961156758451578|0.0149599717224764,1.51426870702689,1.39386011921849|1.63424173702207,1.82108559708275,1.28528656236412|2.33974000809009,274.344058749866,234.086021622569|300.241657497331
687.296441406389,2020-07-04,"Hospital beds needed|Mitigated",80802,8719,537.236102242111|844.340124130957,2020-27,2524.11895856459,1877.36061416746|3156.86979471882,52.6717450666169,42.1635158876969|65.769345721885,6647.4615917566,6118.94805284631|7172.02875410042,7881.54171799225,5503.26054010021|10120.5165337441,1202677.02599871,1025224.75472842|1316354.44901562,0.000180972741575274,0.00012636362061897|0.00023238316674623,0.0276153786165619,0.0235407920471306|0.0302255931703487,0.0120942709552615,0.0096814142938939|0.0151016885182885,1.52636297798216,1.40500785798336|1.64681194711342,1.80972741575274,1.2636362061897|2.3238316674623,276.153786165619,235.407920471306|302.255931703487
682.858193901804,2020-07-05,"Hospital beds needed|Mitigated",80802,8719,530.482144776387|837.717340736113,2020-28,2507.08253566162,1845.73983455734|3132.59276535144,52.3450798443693,41.1618304472824|65.7398801212418,6699.80667160095,6167.7894125617|7228.09435870149,7812.90066195651,5270.833035426|10095.2961369159,1210489.92666067,1031008.29734603|1325112.96173913,0.000179396633684219,0.000121026715195711|0.000231804066295971,0.0277947752502461,0.0236735913903271|0.0304267025619387,0.0120192634212501,0.00945141137462491|0.0150949227474262,1.5383822414034,1.41622261150015|1.65968550223217,1.79396633684219,1.21026715195711|2.31804066295971,277.947752502461,236.735913903271|304.267025619387
678.183048942266,2020-07-06,"Hospital beds needed|Mitigated",80802,8719,527.301592186033|838.874654748302,2020-28,2490.49748164106,1808.65603292806|3090.40754600409,51.8187551563028,38.8560176914889|64.8975468953925,6751.62542675725,6216.33380544838|7284.8656522191,7766.19864120349,5223.93238853661|10092.6184317862,1218256.12530187,1036609.35005957|1333886.47788839,0.000178324280959943,0.000119949801699225|0.000231742581924539,0.027973099531206,0.0238022004748879|0.0306281564560621,0.0118984108962414,0.00892196006813422|0.0149015096327637,1.55028065229964,1.42736917670675|1.67272109475743,1.78324280959943,1.19949801699225|2.31742581924539,279.73099531206,238.022004748879|306.281564560621
673.652327261416,2020-07-07,"Hospital beds needed|Mitigated",80802,8719,511.277107526382|823.116743488902,2020-28,2472.48623602383,1813.64870351195|3059.85812209989,51.4917603097541,40.7177320382697|63.7662154062638,6803.11718706701,6263.90384458366|7342.48071104846,7704.03627579654,5128.50631931508|10093.7981266468,1225960.16157766,1042213.21024752|1342703.49607441,0.000176896934116772,0.000117758667276204|0.00023176966959606,0.0281499964653227,0.0239308740235291|0.0308306092261846,0.0118233276752444,0.00934943931194488|0.0146417379173509,1.56210397997489,1.43829201478486|1.68595042922707,1.76896934116772,1.17758667276204|2.3176966959606,281.499964653227,239.308740235291|308.306092261846
668.674134751645,2020-07-08,"Hospital beds needed|Mitigated",80802,8719,511.440431162145|825.436363397558,2020-28,2454.67637517279,1769.8600200347|3047.17104941046,51.184396235071,38.8395857743729|64.6541981492182,6854.30158330209,6313.04938975201|7398.33550619866,7650.76131935443,5071.06614328325|9955.73458732629,1233610.92289702,1047682.5407153|1351330.32924249,0.000175673656328034,0.000116439749416603|0.000228599511000646,0.0283256701216508,0.0240564585556867|0.0310286950456095,0.0117527519918978,0.00891818703844507|0.0148456328876676,1.57385673196679,1.44957661412286|1.6987755791408,1.75673656328034,1.16439749416603|2.28599511000646,283.256701216508,240.564585556867|310.286950456095
