county,date,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper,deaths_mean,deaths_lower,deaths_upper,totdea_mean,totdea_lower,totdea_upper,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed,totdea_mean_smoothed,totdea_lower_smoothed,totdea_upper_smoothed,mobility_data_type,mobility_composite,total_tests_data_type,total_tests,confirmed_infections,est_infections_mean,est_infections_lower,est_infections_upper
California,2020-08-18,2695.5,1663,4525.2,793.4,499.1,1340,707,445.9,1175.6,337.9,186.3,640.1,100.1,60.9,175,0,0,0,0,0,0,79.3732938485467,50.9814987444622,132.320803682522,10287.078002834,9119.4924005657,11993.7312286329,79.3732938485467,50.9814987444622,132.320803682522,10287.078002834,9119.4924005657,11993.7312286329,projected,-24.713869650119,projected,122329.510663188,,8797.94514003752,5487.17973576859,15603.917918361
California,2020-08-19,2670.2,1648.3,4520.5,786.8,498.3,1320.1,701.1,443.6,1185,336.4,188.6,645.6,99.1,61.8,170,0,0,0,0,0,0,78.687649390489,50.4936835225112,132.162358549832,10365.7656522245,9171.20103122585,12131.1984131037,78.687649390489,50.4936835225112,132.162358549832,10365.7656522245,9171.20103122585,12131.1984131037,projected,-24.506025800069,projected,122926.239983497,,8774.08297293092,5477.53578099683,15580.9391608927
California,2020-08-20,2655,1623.6,4478,780,491,1315.1,695,441.6,1170.4,339.6,186.2,655.1,98.5,60,175,0,0,0,0,0,0,78.0197371092817,50.0076326117415,131.980125287093,10443.7853893337,9222.49788928015,12255.9794044388,78.0197371092817,50.0076326117415,131.980125287093,10443.7853893337,9222.49788928015,12255.9794044388,projected,-24.295759351846,projected,123522.969303805,,8754.00788454843,5470.12996917423,15539.8927342284
California,2020-08-21,2637.5,1636.3,4465.6,773,488.1,1320.1,689.1,441.5,1170,334.4,180,655.2,97.7,59.2,175,0,0,0,0,0,0,77.3783929603817,49.5404058487338,131.850327392115,10521.1637822941,9273.40713963986,12389.0041335389,77.3783929603817,49.5404058487338,131.850327392115,10521.1637822941,9273.40713963986,12389.0041335389,projected,-24.083091560486,projected,124119.698624113,,8741.21574634941,5466.96826592404,15521.5456412179
California,2020-08-22,2613.9,1635.7,4450.2,767.3,487,1315.5,684.2,440.8,1180.1,328.1,185,625,97.4,59.1,170.1,0,0,0,0,0,0,76.7768740441281,49.0407988734227,131.815339236047,10597.9406563383,9323.96306719817,12535.5832207332,76.7768740441281,49.0407988734227,131.815339236047,10597.9406563383,9323.96306719817,12535.5832207332,projected,-23.868045610039,projected,124716.427944422,,8734.12682556146,5467.12227408551,15563.6944790425
California,2020-08-23,2600.2,1618.8,4515.9,762.6,485,1330,680.1,440,1175.2,333.1,180,640,97.3,58.9,175,0,0,0,0,0,0,76.2098193278412,48.615213778665,131.223977608728,10674.1504756661,9374.18464024191,12641.6338919499,76.2098193278412,48.615213778665,131.223977608728,10674.1504756661,9374.18464024191,12641.6338919499,projected,-23.6506466298317,projected,125313.15726473,,8730.31334913647,5464.24174988922,15575.3999155994
California,2020-08-24,2582.6,1628,4508.1,758,487.3,1315,676.2,437.2,1170.8,327.7,179.9,650,96.8,59.2,180,0,0,0,0,0,0,75.6673000859846,48.2286732570737,130.818529556083,10749.8177757521,9424.08244667802,12768.733391643,75.6673000859846,48.2286732570737,130.818529556083,10749.8177757521,9424.08244667802,12768.733391643,projected,-23.4309217077965,projected,125909.886585038,,8729.91440333315,5456.66991052777,15590.5305625899
California,2020-08-25,2568.8,1592.8,4510.2,752,485.4,1296,670.8,433,1180.2,327.4,179.2,645,95,60,175.1,0,0,0,0,0,0,75.1502599354844,47.8477041031238,130.648757609055,10824.9680356876,9473.67122253291,12895.7316156886,75.1502599354844,47.8477041031238,130.648757609055,10824.9680356876,9473.67122253291,12895.7316156886,projected,-23.2088999007491,projected,126506.615905346,,8732.99879131705,5446.34866248071,15609.4743786767
California,2020-08-26,2556.2,1598.9,4495.1,747.1,481.8,1305.5,666.4,430.9,1180.2,326.2,180,625.2,95.3,59,170,0,0,0,0,0,0,74.6565347428836,47.490370184877,130.104189480478,10899.6245704304,9522.96568325174,13022.0143784614,74.6565347428836,47.490370184877,130.104189480478,10899.6245704304,9522.96568325174,13022.0143784614,projected,-22.9846122415027,projected,127103.345225654,,8736.92654834179,5441.27761961389,15594.420274695
California,2020-08-27,2539.3,1571.8,4390.1,743.4,479.9,1305.1,663.3,427.8,1150.8,324.3,176,630,95.2,58.7,165.1,0,0,0,0,0,0,74.181836825723,47.1488182362367,129.574191314841,10973.8064072562,9571.98033687901,13155.4102779164,74.181836825723,47.1488182362367,129.574191314841,10973.8064072562,9571.98033687901,13155.4102779164,projected,-22.7580917427157,projected,127700.074545963,,8743.19069670354,5443.62743488289,15616.4318795325
