date,region,index,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,new_tests,new_cases,new_deaths
2020-06-18,CA,114,1.14694625711961,1.14345285392354,1.01838929381019,1.26459597469536,2327.35498836655,2111.82205915912,2196.59089365592,4084,76542,76542,4084,82
2020-06-19,CA,115,1.14580461115798,1.14301314994353,1.01432769847205,1.27266072503035,2391.35224741439,2150.37198267839,2189.47027421502,4317,81172,81172,4317,70
2020-06-20,CA,116,1.14476614605776,1.14178505645278,0.992781016140622,1.26592616272648,2457.45668940854,2191.73976381803,2036.18738572729,3893,78710,78710,3893,64
2020-06-21,CA,117,1.14591383146942,1.1436915841783,1.0033733949286,1.28550013430529,2525.36124349794,2236.01024223791,2190.78556481295,4515,84844,84844,4515,71
2020-06-22,CA,118,1.14813990865431,1.14637048698577,0.981672389643628,1.27859532820657,2595.20995217634,2283.23446575253,1884.04237129433,4230,92430,92430,4230,20
2020-06-23,CA,119,1.14717668009518,1.13924420363733,0.96628653504825,1.28344540162211,2667.85651922132,2333.42706060873,2423.93919545336,5019,85243,85243,5019,65
2020-06-24,CA,120,1.14904744927796,1.14068205372699,0.981176147760686,1.29423256380985,2744.21206720062,2386.62478409669,3066.7124307502,7149,95970,95970,7149,52
2020-06-25,CA,121,1.152227982736,1.14673258723371,0.963980625350276,1.30091493360426,2824.01644947778,2442.86563062388,2170.70557513731,5349,101446,101446,5349,101
2020-06-26,CA,122,1.15210523210989,1.14017097577316,0.974346831081834,1.31894993853348,2907.60541005369,2502.13602375822,2615.50928625072,4890,76969,76969,4890,79
2020-06-27,CA,123,1.15261084645464,1.13995336009242,0.976989661836089,1.33226483124027,2996.28640341651,2564.36394692758,2701.84697608563,5972,90996,90996,5972,60
2020-06-28,CA,124,1.15200366286313,1.13896709601083,0.966907968410329,1.34011218787882,3090.01719417966,2629.45869314454,2114.64586237348,4810,93642,93642,4810,33
2020-06-29,CA,125,1.15192829825602,1.13624031851418,0.942312811538105,1.32271227087207,3188.45009032352,2697.39777783102,2066.20321458886,5307,105740,105740,5307,31
2020-06-30,CA,126,1.15386885558419,1.14273663030584,0.918998041250958,1.32004151776434,3291.77390750937,2768.27111306671,2485.78677279195,6367,105447,105447,6367,44
2020-07-01,CA,127,1.15455495830614,1.14085756788931,0.915452198771923,1.33214065869224,3400.50764986958,2842.20112757348,4607.00087666551,9740,87037,87037,9740,110
2020-07-02,CA,128,1.15652576442624,1.1491957428945,0.938148996778882,1.35449559296174,3515.90909586734,2919.33781133413,3670.68288416552,7538,84542,84542,7538,73
2020-07-03,CA,129,1.15662307590068,1.14586373428154,0.886374145393974,1.32938708247022,3638.98139232277,2999.94276276427,3023.93040353319,8040,109458,109458,8040,100
2020-07-04,CA,130,1.15706618771069,1.14216622244989,0.909143306747177,1.36026033274551,3770.4567171415,3084.32445876381,2555.96613453604,6510,104855,104855,6510,50
2020-07-05,CA,131,1.15733745852872,1.14346106617331,0.894024486690184,1.34968821359286,3910.7854699559,3172.76697487156,1752.2297427544,5410,127107,127107,5410,18
2020-07-06,CA,132,1.15729048506662,1.14467748199058,0.880935452576891,1.34823423232802,4060.22708276058,3265.53498918624,4192.28616238845,11529,113215,113215,11529,6
