state,date,constant_mobility_mean_time_varying_reproduction_number_R.t.,constant_mobility_time_varying_reproduction_number_R.t._lower_CI_95,time_varying_reproduction_number_R.t._Higher_CI_95,mobility_increase_20_mean_time_varying_reproduction_number_R.t..x,mobility_increase_20_time_varying_reproduction_number_R.t._lower_CI_95,mobility_increase_20_time_varying_reproduction_number_R.t._Higher_CI_95,mobility_increase_20_mean_time_varying_reproduction_number_R.t..y,mobility_increase_40_time_varying_reproduction_number_R.t._lower_CI_95,mobility_increase_40_time_varying_reproduction_number_R.t._Higher_CI_95
CA,2020-06-29,1.04775081923144,0.782444040610121,1.29049517765307,1.30911299025107,1.00994793369492,1.53267564044201,1.57091884802138,1.24493652144565,1.79084074525042
CA,2020-06-30,1.0432151275088,0.779882648315221,1.28016493184085,1.30246914076133,1.00551962169385,1.51863698137117,1.55624784694608,1.23456544599527,1.76872386666372
CA,2020-07-01,1.04446797533171,0.781943859278328,1.28090077239596,1.30170221918942,1.0095052890019,1.51016608264085,1.54677522622264,1.22582270643996,1.74926001604874
CA,2020-07-02,1.22384755434186,0.909445407985127,1.51023040768769,1.47599423437026,1.13608504063463,1.71914326091806,1.69328908277464,1.33184445364945,1.91191838986589
CA,2020-07-03,1.20421520328286,0.89370729719653,1.48277077132795,1.4519053644976,1.11821480236015,1.68573098429001,1.65744596923893,1.29275301084542,1.87176222172217
CA,2020-07-04,0.793121913175122,0.585686972421329,0.996451173813875,1.03160968535668,0.778335269110224,1.24688952469446,1.25955487912708,0.931877228315916,1.51106056865943
CA,2020-07-05,1.03278484189608,0.773274883021733,1.2471398141298,1.27734974725341,0.998000896225826,1.45616800344803,1.47958094861391,1.12095798721966,1.67009635603674
CA,2020-07-06,1.03389272775848,0.775778213532297,1.24572071084276,1.27567483191871,1.00088000280558,1.44668224399084,1.4664650412006,1.09849515342552,1.6539570044834
CA,2020-07-07,1.04109172575875,0.782349227380786,1.25085127154619,1.27954311623908,1.00702958541066,1.44690746839455,1.45729654693584,1.05330752333361,1.64427031704273
CA,2020-07-08,1.03641788358284,0.77979124670003,1.24164680776203,1.27163359071312,1.00247362021752,1.43415067498436,1.43739544822535,1.00340174718726,1.6259864266947
CA,2020-07-09,1.03749350530814,0.78183698058636,1.24080195187844,1.26946958383924,1.00610696370973,1.4264450377967,1.42252950700577,0.956180684703873,1.6134300079874
CA,2020-07-10,1.21548686715912,0.909272168197885,1.4684779848258,1.43794175407858,1.13170735218403,1.63294130605235,1.55134754735573,0.98820840505131,1.76468106314345
CA,2020-07-11,1.19576941495174,0.893353035868906,1.43876154143474,1.41264389770581,1.11061709720176,1.60154094571061,1.51131084217316,0.915348666338795,1.72815015092162
CA,2020-07-12,0.787425620490199,0.585616391276337,0.969837565904674,1.00223304844179,0.768457329294762,1.18934273845159,1.14169931040699,0.664017281588377,1.39451666527508
CA,2020-07-13,1.02521365230443,0.773195479318905,1.20539499447294,1.23996487760112,0.985880049822681,1.37778896084986,1.33780900229167,0.735249826508156,1.54975975437141
CA,2020-07-14,1.02613999698101,0.775672338540514,1.20326074923053,1.23690809481127,0.979230537382349,1.37028061726853,1.32075343982838,0.693659369215679,1.53544696861455
CA,2020-07-15,1.03311314038246,0.782276650120162,1.2076628496348,1.23923848168811,0.974767324886115,1.36993173402981,1.30754781618164,0.656830142392136,1.5272067300783
CA,2020-07-16,1.02830289712916,0.779721281853054,1.19811005340731,1.23015325289808,0.969117841905743,1.36050910683968,1.28493038237892,0.620229742069988,1.51173611124905
CA,2020-07-17,1.02919795733859,0.781756067983632,1.19736465614767,1.22668032364551,0.965524316938385,1.35439674693907,1.26729023346951,0.58921795710307,1.50357934155996
CA,2020-07-18,1.20558047616373,0.909139634858501,1.4290281969357,1.38807904094903,1.07701805510005,1.55797342340082,1.37833760453843,0.613717299956601,1.65290328034698
CA,2020-07-19,1.1858097358218,0.893265153673222,1.40288221355878,1.3619560489619,1.05425315192753,1.52719252681457,1.33805963982659,0.575860365767811,1.61919593740587
CA,2020-07-20,0.780742590707246,0.585562623364018,0.943342457426978,0.964876372773848,0.731337476941433,1.13394889193408,1.00601292197338,0.430515910333306,1.29810180088826
CA,2020-07-21,1.01635824126362,0.773135103614351,1.16755444656765,1.19292038714233,0.90851497682961,1.31378814852819,1.17757448335591,0.483867409245237,1.45136962366737
CA,2020-07-22,1.01711330209556,0.775591521379404,1.16720411575643,1.18876899847746,0.89720931450087,1.30870837154524,1.15987035165633,0.46701270240416,1.44108981532864
CA,2020-07-23,1.02386640174304,0.782221098483648,1.17306640548022,1.18983941170043,0.887686115769561,1.30929440136089,1.14589615571912,0.450149118743482,1.43637107061637
CA,2020-07-24,1.01894253633437,0.779667730338858,1.16563947831343,1.17996670968086,0.865314454421219,1.29978391667977,1.12392609090928,0.437092457827194,1.42282894623421
