state,date,reported_cases,predicted_infections_mean,predicted_infections_lower_CI_95,predicted_infections_higher_CI_95_cumulative,reported_deaths,estimated_deaths_mean,estimated_deaths_lower_CI_95,estimated_deaths_higher_CI_95,mean_time_varying_reproduction_number_R.t.,time_varying_reproduction_number_R.t._lower_CI_95,time_varying_reproduction_number_R.t._higher_CI_95,mean_infectious_individuals,infectious_individuals_lower_CI_95,infectious_individuals_higher_CI_95
CA,2020-05-16,2032,10056.8599779,4036.14673872061,20331.0389717813,72,70.7209996626266,56.0197797856696,89.5359914599268,1.15697387352868,0.848127091784209,1.48839010584101,71212.8556287292,38112.2282475824,120331.000855984
CA,2020-05-17,1441,9747.43070107445,3735.61039159197,20116.2290515867,32,70.3201233616168,55.5499577223157,89.3299654410492,1.11425702356859,0.81765094026278,1.43563670342182,71473.8886444723,36951.4912111712,124231.828957181
CA,2020-05-18,1291,8737.04324643533,3171.59845644861,18783.4052710778,39,69.9947673513912,54.908162217989,89.2596094069952,0.983217413871271,0.724944261824306,1.26749022244465,72345.836459211,35911.0077782073,128913.742033326
CA,2020-05-19,2295,9142.46833107899,3160.46040964458,20188.2087106075,124,69.7420470948426,54.4715623564565,89.0879185481577,1.01127414119908,0.740576854036859,1.30337786108813,73416.443478061,34752.0041168742,134938.277975338
CA,2020-05-20,2245,9454.89001494532,3137.46515327769,21457.1766291104,94,69.5522708522715,54.0006283746629,89.5829081209387,1.03135516902204,0.756272003448239,1.32667683638982,74260.4592770782,33678.8620027265,139513.424507656
CA,2020-05-21,2034,9719.49499565223,3077.47693389418,22608.4229741909,86,69.4270644170665,53.2595667078276,90.5578827815545,1.04736854778928,0.770036236744685,1.34477873369958,74983.6350943812,32643.4681670758,144933.234639196
CA,2020-05-22,2221,9999.74504210425,3008.4461337135,24000.8315813681,83,69.3573684355593,52.5307910238622,91.8463850140511,1.06419262923833,0.783264848573706,1.37031385057584,75739.0699225729,31600.4358938737,150013.980972557
CA,2020-05-23,2287,11874.618434319,3419.54508112694,28884.4541809468,72,69.3643981910831,51.4530375555018,93.3726799856874,1.24753515597359,0.911537791665715,1.61148694225707,76624.8037168069,30670.3834465106,156237.230406211
CA,2020-05-24,1481,11921.3398825724,3264.00767464626,29860.8596939158,16,69.4217017358013,50.3576099825407,95.638921637243,1.22821982819629,0.89521238018252,1.58839323698071,77941.2692881805,29699.8277358743,163419.300215657
CA,2020-05-25,2380,8108.23666411601,2069.97014956811,21420.8226895513,15,69.5498137118143,49.2380728510189,97.8535828961282,0.809392115847854,0.586580295531007,1.06701414571159,80073.5731168007,29142.4631494512,173603.526092465
CA,2020-05-26,2987,10857.1399082685,2683.54597025582,28987.7208311037,50,69.7505633731642,48.0168056124737,100.404695296888,1.05443484898902,0.774371916084471,1.35287052205885,82149.0410480409,28562.4492426015,183610.480276617
CA,2020-05-27,1663,11048.4879801537,2601.29952352537,30320.506664333,76,70.0098581728669,46.9427457675872,103.36115289999,1.05614622924725,0.777056073222963,1.35601687972145,83258.4305757977,27750.6211506772,191112.534591218
CA,2020-05-28,2763,11293.2617822937,2537.0819048392,31865.4756649164,98,70.3388896168661,45.7299133364993,106.723939883208,1.0640923949093,0.783396602618339,1.36634142281384,84269.9291118086,26861.1736474473,198154.093637468
CA,2020-05-29,2809,11432.2596578655,2439.3304515138,33143.2082527515,84,70.7322027286318,44.2784560122932,110.124719535584,1.0599224937066,0.780627457862381,1.36076036556911,85437.7828931163,25808.710895554,206333.219115915
