date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,fips_char,fips
2020-08-28,1059,4122,1001,221,516,479,,,2300,798419,101374,1079609,49795,06085,6085
2020-08-29,1075,4122,1017,221,522,479,,,2397,818548,100854,1060323,48953,06085,6085
2020-08-30,1089,4122,1030,221,527,479,,,2496,838310,100103,1041500,48014,06085,6085
2020-08-31,1101,4122,1042,221,531,479,,,2595,857677,99128,1023163,46984,06085,6085
2020-09-01,1111,4122,1052,221,534,479,,,2696,876605,97940,1005343,45876,06085,6085
2020-09-02,1119,4122,1060,221,536,479,,,2797,895071,96548,988056,44697,06085,6085
2020-09-03,1125,4122,1066,221,537,479,,,2898,913042,94967,971321,43460,06085,6085
2020-09-04,1128,4122,1069,221,536,479,,,3000,930499,93212,955152,42173,06085,6085
2020-09-05,1130,4122,1071,221,535,479,,,3102,947424,91296,939556,40844,06085,6085
2020-09-06,1129,4122,1071,221,533,479,,,3203,963800,89240,924539,39485,06085,6085
2020-09-07,1127,4122,1069,221,529,479,,,3304,979618,87056,910105,38101,06085,6085
2020-09-08,1122,4122,1065,221,525,479,,,3405,994869,84769,896249,36706,06085,6085
2020-09-09,1115,4122,1059,221,519,479,,,3505,1009551,82385,882972,35300,06085,6085
2020-09-10,1107,4122,1052,221,513,479,,,3604,1023664,79927,870263,33896,06085,6085
2020-09-11,1097,4122,1042,221,506,479,,,3701,1037207,77407,858117,32500,06085,6085
2020-09-12,1085,4122,1031,221,498,479,,,3798,1050184,74837,846524,31116,06085,6085
2020-09-13,1071,4122,1019,221,490,479,,,3894,1062603,72238,835468,29753,06085,6085
2020-09-14,1056,4122,1005,221,481,479,,,3987,1074468,69615,824942,28414,06085,6085
2020-09-15,1040,4122,990,221,471,479,,,4080,1085800,66991,814918,27106,06085,6085
2020-09-16,1023,4122,974,221,461,479,,,4170,1096606,64374,805386,25832,06085,6085
2020-09-17,1004,4122,957,221,450,479,,,4259,1106886,61764,796345,24593,06085,6085
2020-09-18,985,4122,939,221,439,479,,,4346,1116664,59186,787779,23380,06085,6085
2020-09-19,964,4122,919,221,427,479,,,4430,1125957,56649,779663,22204,06085,6085
2020-09-20,943,4122,899,221,415,479,,,4513,1134779,54153,771976,21069,06085,6085
2020-09-21,920,4122,879,221,403,479,,,4594,1143146,51709,764702,19976,06085,6085
2020-09-22,898,4122,858,221,391,479,,,4672,1151077,49320,757822,18925,06085,6085
2020-09-23,875,4122,836,221,378,479,,,4748,1158589,46994,751319,17917,06085,6085
2020-09-24,851,4122,814,221,366,479,,,4823,1165698,44733,745176,16950,06085,6085
2020-09-25,828,4122,792,221,353,479,,,4894,1172421,42542,739377,16025,06085,6085
2020-09-26,804,4122,769,221,341,479,,,4964,1178776,40422,733905,15142,06085,6085
2020-09-27,780,4122,747,221,329,479,,,5031,1184782,38376,728743,14299,06085,6085
2020-09-28,756,4122,724,221,316,479,,,5096,1190450,36404,723878,13496,06085,6085
2020-09-29,732,4122,702,221,304,479,,,5159,1195798,34507,719293,12732,06085,6085
2020-09-30,709,4122,679,221,292,479,,,5220,1200844,32686,714974,12005,06085,6085
2020-10-01,685,4122,657,221,280,479,,,5278,1205599,30941,710910,11315,06085,6085
2020-10-02,662,4122,635,221,269,479,,,5334,1210079,29271,707084,10660,06085,6085
2020-10-03,639,4122,614,221,257,479,,,5388,1214300,27675,703485,10039,06085,6085
2020-10-04,616,4122,592,221,246,479,,,5441,1218274,26151,700099,9451,06085,6085
2020-10-05,594,4122,571,221,236,479,,,5491,1222016,24697,696913,8895,06085,6085
2020-03-03,0,3252,0,140,0,342,1.8271188619,1.0371754461,0,62,66,881387,64,06075,6075
2020-03-04,0,3252,0,140,0,342,1.8341274293,1.0178317389,0,91,80,881345,77,06075,6075
2020-03-05,0,3252,0,140,0,342,1.8402544307,0.9814220098,0,126,97,881294,93,06075,6075
2020-03-06,0,3252,0,140,0,342,1.8458710715,0.9509331118,0,168,117,881233,113,06075,6075
2020-03-07,0,3252,0,140,0,342,1.8491617789,0.9037951449,0,218,141,881158,136,06075,6075
2020-03-08,0,3252,0,140,0,342,1.8507283917,0.8456078758,0,280,171,881068,165,06075,6075
2020-03-09,0,3252,0,140,0,342,1.8503504277,0.7995289631,0,354,207,880960,199,06075,6075
2020-03-10,0,3252,0,140,0,342,1.8478074048,0.7771690598,0,444,250,880828,241,06075,6075
2020-03-11,0,3252,0,140,0,342,1.8430431044,0.7208093679,0,553,302,880669,291,06075,6075
2020-03-12,1,3252,1,140,0,342,1.8356249003,0.6709892948,0,684,365,880478,352,06075,6075
2020-03-13,1,3252,1,140,0,342,1.8260998465,0.6564184329,0,842,441,880246,425,06075,6075
2020-03-14,1,3252,1,140,1,342,1.8159817682,0.6246982544,0,1033,533,879966,514,06075,6075
2020-03-15,2,3252,2,140,1,342,1.8017006881,0.5884063282,0,1264,644,879628,621,06075,6075
2020-03-16,2,3252,2,140,1,342,1.7828961609,0.5649672142,0,1543,778,879221,749,06075,6075
2020-03-17,3,3252,2,140,1,342,1.7600372877,0.5542454944,0,1879,939,878732,902,06075,6075
2020-03-18,3,3252,3,140,2,342,1.7341978291,0.5443841955,0,2281,1130,878161,1071,06075,6075
2020-03-19,4,3252,4,140,2,342,1.7051063916,0.5008206459,0,2754,1350,877510,1249,06075,6075
2020-03-20,5,3252,5,140,3,342,1.6731980254,0.469617279,0,3301,1597,876777,1435,06075,6075
2020-03-21,6,3252,6,140,3,342,1.6391312066,0.433263501,0,3925,1867,875961,1626,06075,6075
2020-03-22,7,3252,7,140,4,342,1.6026629454,0.3976029596,0,4628,2159,875068,1817,06075,6075
2020-03-23,9,3252,8,140,5,342,1.5639499943,0.3683639072,0,5407,2465,874105,2001,06075,6075
2020-03-24,10,3252,10,140,6,342,1.524237268,0.3336399622,0,6258,2780,873084,2172,06075,6075
2020-03-25,12,3252,11,140,7,342,1.4841443577,0.3221197777,0,7174,3096,872019,2320,06075,6075
2020-03-26,14,3252,13,140,8,342,1.4433449649,0.2992565318,0,8145,3404,870928,2440,06075,6075
2020-03-27,15,3252,15,140,9,342,1.4030374081,0.2820248077,0,9159,3693,869831,2524,06075,6075
2020-03-28,17,3252,17,140,10,342,1.3646944188,0.2584524592,0,10198,3951,868753,2563,06075,6075
2020-03-29,19,3252,18,140,11,342,1.3280212471,0.2459450811,0,11243,4167,867717,2552,06075,6075
2020-03-30,21,3252,20,140,12,342,1.2934384947,0.2443812565,0,12275,4331,866746,2492,06075,6075
2020-03-31,23,3252,22,140,13,342,1.2610920173,0.2421718748,0,13270,4431,865855,2387,06075,6075
2020-04-01,25,3252,24,140,14,342,1.2319027389,0.2390510883,0,14226,4475,864982,2306,06075,6075
2020-04-02,26,3252,25,140,15,342,1.2057776322,0.2408192543,0,15155,4489,864103,2255,06075,6075
2020-04-03,28,3252,26,140,16,342,1.1821758529,0.2360854958,0,16067,4484,863224,2222,06075,6075
2020-04-04,29,3252,27,140,17,342,1.1609769243,0.247978602,0,16968,4470,862348,2197,06075,6075
2020-04-05,30,3252,28,140,18,342,1.1418799279,0.2477179273,0,17860,4451,861475,2178,06075,6075
2020-04-06,31,3252,29,140,18,342,1.1243424095,0.2412335674,0,18745,4429,860608,2161,06075,6075
2020-04-07,31,3252,30,140,19,342,1.1075875195,0.2402967849,0,19623,4404,859745,2145,06075,6075
2020-04-08,32,3252,31,140,19,342,1.091372256,0.2392042255,0,20495,4379,858888,2130,06075,6075
2020-04-09,33,3252,31,140,20,342,1.0754639446,0.2495700621,0,21361,4353,858037,2116,06075,6075
2020-04-10,33,3252,32,140,20,342,1.0597770221,0.2425514812,0,22221,4326,857191,2101,06075,6075
2020-04-11,33,3252,32,140,20,342,1.0436457674,0.2414346706,0,23075,4299,856352,2087,06075,6075
2020-04-12,34,3252,32,140,20,342,1.0274025079,0.2345766904,0,23923,4272,855518,2072,06075,6075
2020-04-13,34,3252,32,140,21,342,1.0114432858,0.2218632129,0,24765,4244,854690,2058,06075,6075
2020-04-14,34,3252,33,140,21,342,0.9958062096,0.226377248,0,25601,4216,853869,2043,06075,6075
2020-04-15,34,3252,33,140,21,342,0.9805808916,0.224998916,0,26431,4188,853054,2028,06075,6075
2020-04-16,34,3252,33,140,21,342,0.9662039598,0.223375676,0,27255,4159,852245,2013,06075,6075
2020-04-17,34,3252,33,140,21,342,0.9532725802,0.2271086438,0,28073,4130,851442,1998,06075,6075
2020-04-18,34,3252,33,140,21,342,0.9424854067,0.2244491299,0,28885,4101,850645,1983,06075,6075
2020-04-19,34,3252,33,140,21,342,0.9344230932,0.2267765193,0,29690,4072,849855,1968,06075,6075
2020-04-20,34,3252,33,140,21,342,0.9290158098,0.2225639649,0,30490,4042,849071,1952,06075,6075
2020-04-21,34,3252,33,140,21,342,0.9261418057,0.2176201157,0,31283,4013,848294,1936,06075,6075
2020-04-22,34,3252,32,140,21,342,0.9262486845,0.2233627652,0,32069,3983,847523,1920,06075,6075
2020-04-23,34,3252,32,140,21,342,0.9292269477,0.216729512,0,32850,3952,846759,1904,06075,6075
2020-04-24,34,3252,32,140,21,342,0.9344910329,0.2325304095,0,33623,3922,846001,1889,06075,6075
2020-04-25,33,3252,32,140,21,342,0.9421234328,0.2418741308,0,34391,3891,845250,1873,06075,6075
2020-04-26,33,3252,32,140,21,342,0.9517285077,0.2506483899,0,35151,3860,844505,1857,06075,6075
2020-04-27,33,3252,32,140,21,342,0.9620674447,0.2476637959,0,35905,3829,843767,1841,06075,6075
2020-04-28,33,3252,31,140,21,342,0.9731822221,0.2386817333,0,36653,3797,843035,1825,06075,6075
2020-04-29,33,3252,31,140,20,342,0.98372274,0.2587329586,0,37394,3765,842310,1809,06075,6075
2020-04-30,32,3252,31,140,20,342,0.9931383627,0.2617884052,0,38128,3734,841592,1793,06075,6075
2020-05-01,32,3252,31,140,20,342,1.0016574,0.276649679,0,38856,3702,840881,1777,06075,6075
2020-05-02,32,3252,31,140,20,342,1.0082476244,0.2805207478,0,39577,3670,840176,1760,06075,6075
2020-05-03,32,3252,30,140,20,342,1.0129022742,0.2676300608,0,40292,3638,839478,1744,06075,6075
2020-05-04,31,3252,30,140,20,342,1.0155231093,0.2668734908,0,40999,3606,838786,1727,06075,6075
2020-05-05,31,3252,30,140,20,342,1.0161141197,0.2609293781,0,41701,3573,838101,1711,06075,6075
2020-05-06,31,3252,30,140,20,342,1.0148602972,0.2497443202,0,42395,3541,837423,1695,06075,6075
2020-05-07,31,3252,29,140,19,342,1.0118145871,0.2448500382,0,43083,3509,836752,1678,06075,6075
2020-05-08,30,3252,29,140,19,342,1.0073931426,0.234579394,0,43764,3476,836088,1662,06075,6075
2020-05-09,30,3252,29,140,19,342,1.0025323116,0.2359825949,0,44438,3444,835430,1645,06075,6075
2020-05-10,30,3252,29,140,19,342,0.997425932,0.2374566798,0,45106,3411,834778,1629,06075,6075
2020-05-11,30,3252,28,140,19,342,0.9924897805,0.2273346186,0,45767,3379,834134,1612,06075,6075
2020-05-12,29,3252,28,140,19,342,0.9873891386,0.2230335444,0,46421,3346,833496,1596,06075,6075
2020-05-13,29,3252,28,140,19,342,0.9826842105,0.2359387455,0,47069,3313,832865,1579,06075,6075
2020-05-14,29,3252,27,140,18,342,0.9782836514,0.2372090776,0,47710,3281,832240,1563,06075,6075
2020-05-15,28,3252,27,140,18,342,0.9747711983,0.2439965381,0,48344,3248,831622,1547,06075,6075
2020-05-16,28,3252,27,140,18,342,0.9720483636,0.2563295581,0,48972,3215,831011,1530,06075,6075
2020-05-17,28,3252,27,140,18,342,0.9695410177,0.2628268692,0,49593,3182,830406,1514,06075,6075
2020-05-18,28,3252,26,140,18,342,0.967719903,0.2575790771,0,50207,3150,829808,1498,06075,6075
2020-05-19,27,3252,26,140,18,342,0.9663259236,0.2579814843,0,50815,3117,829217,1482,06075,6075
2020-05-20,27,3252,26,140,17,342,0.9641289613,0.2586156927,0,51416,3085,828632,1466,06075,6075
2020-05-21,27,3252,26,140,17,342,0.9620713225,0.2707566872,0,52010,3052,828054,1449,06075,6075
2020-05-22,26,3252,25,140,17,342,0.9602382906,0.2655123352,0,52598,3020,827482,1433,06075,6075
2020-05-23,26,3252,25,140,17,342,0.9583833857,0.2545007948,0,53179,2988,826916,1417,06075,6075
2020-05-24,26,3252,25,140,17,342,0.9567964609,0.2491853979,0,53754,2955,826357,1401,06075,6075
2020-05-25,26,3252,24,140,17,342,0.9554448111,0.2495755855,0,54323,2923,825805,1386,06075,6075
2020-05-26,25,3252,24,140,16,342,0.9539587413,0.2442310742,0,54885,2891,825258,1370,06075,6075
2020-05-27,25,3252,24,140,16,342,0.9526584384,0.2561534447,0,55441,2860,824717,1355,06075,6075
2020-05-28,25,3252,24,140,16,342,0.9517226906,0.2506500691,0,55991,2828,824183,1339,06075,6075
2020-05-29,24,3252,23,140,16,342,0.9514083422,0.2565143164,0,56535,2797,823654,1324,06075,6075
2020-05-30,24,3252,23,140,16,342,0.9514512246,0.2680489427,0,57073,2766,823131,1310,06075,6075
2020-05-31,24,3252,23,140,16,342,0.9517868365,0.2737255626,0,57604,2736,822614,1295,06075,6075
2020-06-01,24,3252,23,140,15,342,0.9532810304,0.2559737179,0,58130,2705,822102,1281,06075,6075
2020-06-02,23,3252,22,140,15,342,0.9551823216,0.2727453705,0,58650,2675,821595,1269,06075,6075
2020-06-03,23,3252,22,140,15,342,0.957090986,0.2837413919,0,59166,2648,821086,1262,06075,6075
2020-06-04,23,3252,22,140,15,342,0.9602582773,0.2886005763,0,59679,2623,820575,1259,06075,6075
2020-06-05,23,3252,22,140,15,342,0.9649805269,0.2814638776,0,60193,2603,820060,1260,06075,6075
2020-06-06,22,3252,21,140,15,342,0.9712566051,0.2796521299,0,60708,2587,819542,1264,06075,6075
2020-06-07,22,3252,21,140,14,342,0.9791468194,0.2716009185,0,61224,2576,819018,1270,06075,6075
2020-06-08,22,3252,21,140,14,342,0.9890392168,0.257198224,0,61745,2571,818489,1279,06075,6075
2020-06-09,22,3252,21,140,14,342,1.0007116415,0.2538286853,0,62270,2570,817953,1291,06075,6075
2020-06-10,22,3252,21,140,14,342,1.0147713391,0.2613170055,0,62799,2574,817410,1305,06075,6075
2020-06-11,21,3252,20,140,14,342,1.031100856,0.25660308,0,63336,2582,816856,1321,06075,6075
2020-06-12,21,3252,20,140,14,342,1.0491108213,0.2456305482,0,63879,2596,816294,1340,06075,6075
2020-06-13,21,3252,20,140,14,342,1.0691974932,0.2629260363,1,64431,2615,815721,1361,06075,6075
2020-06-14,21,3252,20,140,14,342,1.091331167,0.256536595,3,64991,2638,815136,1386,06075,6075
2020-06-15,21,3252,20,140,14,342,1.1143173152,0.2499010655,5,65562,2667,814539,1413,06075,6075
2020-06-16,21,3252,20,140,14,342,1.1369140897,0.2664719494,7,66143,2700,813931,1439,06075,6075
2020-06-17,21,3252,20,140,14,342,1.1589392376,0.2832078476,9,66735,2737,813315,1463,06075,6075
2020-06-18,21,3252,20,140,14,342,1.1797985984,0.2887332742,11,67336,2775,812691,1486,06075,6075
2020-06-19,21,3252,20,140,14,342,1.198637034,0.289068589,13,67947,2814,812059,1508,06075,6075
2020-06-20,22,3252,21,140,14,342,1.2143459765,0.2903073106,15,68566,2855,811418,1529,06075,6075
2020-06-21,22,3252,21,140,14,342,1.227045726,0.2750942033,17,69194,2895,810769,1550,06075,6075
2020-06-22,22,3252,21,140,14,342,1.2362539096,0.266662527,19,69831,2936,810111,1571,06075,6075
2020-06-23,22,3252,21,140,14,342,1.2413371116,0.2594216303,21,70476,2978,809444,1593,06075,6075
2020-06-24,22,3252,21,140,14,342,1.242561162,0.2417477693,23,71130,3019,808769,1614,06075,6075
2020-06-25,23,3252,22,140,15,342,1.241901936,0.2246175634,25,71793,3061,808085,1635,06075,6075
2020-06-26,23,3252,22,140,15,342,1.2377589405,0.2142665378,27,72464,3103,807392,1657,06075,6075
2020-06-27,23,3252,22,140,15,342,1.231749525,0.2160013066,29,73144,3145,806690,1678,06075,6075
2020-06-28,23,3252,22,140,15,342,1.2243990045,0.1950292083,31,73833,3187,805980,1700,06075,6075
2020-06-29,24,3252,23,140,15,342,1.2156350767,0.186012131,34,74531,3229,805260,1722,06075,6075
2020-06-30,24,3252,23,140,15,342,1.2058820097,0.1830540962,36,75238,3272,804532,1743,06075,6075
2020-07-01,24,3252,23,140,15,342,1.1957672601,0.1802004702,38,75953,3314,803795,1765,06075,6075
2020-07-02,25,3252,24,140,16,342,1.1859199383,0.165722639,40,76677,3357,803049,1787,06075,6075
2020-07-03,25,3252,24,140,16,342,1.1764620291,0.1684529023,43,77411,3400,802294,1808,06075,6075
2020-07-04,25,3252,24,140,16,342,1.1678190718,0.1767214119,45,78153,3443,801530,1830,06075,6075
2020-07-05,26,3252,24,140,16,342,1.1599247166,0.1790003159,47,78903,3486,800758,1852,06075,6075
2020-07-06,26,3252,25,140,16,342,1.1526738522,0.1695464548,50,79663,3529,799976,1874,06075,6075
2020-07-07,26,3252,25,140,17,342,,,52,80434,3573,799181,1898,06075,6075
2020-07-08,27,3252,25,140,17,342,,,54,81217,3619,798364,1932,06075,6075
2020-07-09,27,3252,26,140,17,342,,,57,82016,3673,797517,1980,06075,6075
2020-07-10,27,3252,26,140,17,342,,,59,82836,3736,796636,2041,06075,6075
2020-07-11,28,3252,26,140,18,342,,,62,83683,3812,795716,2114,06075,6075
2020-07-12,28,3252,27,140,18,342,,,64,84562,3903,794753,2198,06075,6075
2020-07-13,29,3252,27,140,18,342,,,67,85478,4010,793741,2294,06075,6075
2020-07-14,29,3252,28,140,18,342,,,69,86436,4136,792674,2403,06075,6075
2020-07-15,30,3252,28,140,19,342,,,72,87441,4281,791547,2525,06075,6075
2020-07-16,30,3252,29,140,19,342,,,75,88497,4447,790355,2661,06075,6075
2020-07-17,31,3252,30,140,20,342,,,78,89616,4636,789083,2814,06075,6075
2020-07-18,32,3252,31,140,20,342,,,80,90797,4849,787731,2984,06075,6075
2020-07-19,33,3252,32,140,21,342,,,83,92052,5090,786287,3174,06075,6075
2020-07-20,34,3252,33,140,21,342,,,86,93389,5360,784738,3385,06075,6075
2020-07-21,36,3252,34,140,22,342,,,90,94817,5663,783074,3621,06075,6075
2020-07-22,37,3252,35,140,23,342,,,93,96344,5999,781299,3870,06075,6075
2020-07-23,39,3252,37,140,24,342,,,96,97973,6366,779421,4119,06075,6075
2020-07-24,40,3252,39,140,25,342,,,100,99705,6757,777433,4375,06075,6075
2020-07-25,42,3252,41,140,26,342,,,103,101544,7173,775328,4642,06075,6075
2020-07-26,45,3252,43,140,28,342,,,107,103493,7612,773100,4920,06075,6075
2020-07-27,47,3252,45,140,29,342,,,111,105559,8076,770743,5211,06075,6075
2020-07-28,50,3252,47,140,31,342,,,116,107746,8563,768251,5516,06075,6075
2020-07-29,52,3252,50,140,32,342,,,120,110061,9076,765618,5835,06075,6075
2020-07-30,55,3252,53,140,34,342,,,125,112508,9614,762837,6167,06075,6075
2020-07-31,59,3252,56,140,36,342,,,130,115094,10178,759905,6514,06075,6075
2020-08-01,62,3252,59,140,38,342,,,135,117825,10768,756813,6876,06075,6075
2020-08-02,65,3252,63,140,40,342,,,141,120705,11386,753556,7252,06075,6075
2020-08-03,69,3252,66,140,42,342,,,147,123742,12030,750130,7641,06075,6075
2020-08-04,73,3252,70,140,45,342,,,153,126940,12702,746528,8045,06075,6075
2020-08-05,77,3252,74,140,47,342,,,160,130305,13402,742745,8462,06075,6075
2020-08-06,82,3252,78,140,50,342,,,167,133844,14128,738777,8893,06075,6075
2020-08-07,87,3252,83,140,53,342,,,174,137560,14881,734618,9335,06075,6075
2020-08-08,91,3252,87,140,56,342,,,182,141459,15661,730264,9790,06075,6075
2020-08-09,96,3252,92,140,59,342,,,190,145546,16466,725712,10255,06075,6075
2020-08-10,102,3252,97,140,62,342,,,199,149825,17295,720959,10729,06075,6075
2020-08-11,107,3252,103,140,65,342,,,208,154299,18147,716002,11212,06075,6075
2020-08-12,113,3252,108,140,69,342,,,218,158970,19022,710841,11702,06075,6075
2020-08-13,119,3252,114,140,72,342,,,228,163842,19916,705474,12197,06075,6075
2020-08-14,125,3252,120,140,76,342,,,239,168916,20827,699902,12695,06075,6075
2020-08-15,131,3252,126,140,80,342,,,250,174194,21754,694125,13194,06075,6075
2020-08-16,138,3252,132,140,84,342,,,262,179675,22694,688146,13693,06075,6075
2020-08-17,145,3252,139,140,88,342,,,274,185366,23646,681959,14188,06075,6075
2020-08-18,155,3252,148,140,92,342,,,291,191251,24603,675584,14678,06075,6075
2020-08-19,165,3252,158,140,96,342,,,309,197330,25558,669025,15158,06075,6075
2020-08-20,175,3252,167,140,101,342,,,327,203599,26509,662287,15627,06075,6075
2020-08-21,185,3252,177,140,105,342,,,346,210058,27456,655369,16086,06075,6075
2020-08-22,195,3252,187,140,110,342,,,367,216706,28398,648279,16528,06075,6075
2020-08-23,205,3252,197,140,114,342,,,388,223531,29327,641034,16948,06075,6075
2020-08-24,216,3252,207,140,119,342,,,410,230523,30235,633642,17348,06075,6075
2020-08-25,226,3252,217,140,123,342,,,434,237674,31119,626116,17723,06075,6075
2020-08-26,236,3252,227,140,128,342,,,458,244972,31973,618470,18072,06075,6075
2020-08-27,247,3252,237,140,132,342,,,483,252398,32789,610727,18389,06075,6075
2020-08-28,257,3252,247,140,137,342,,,509,259944,33564,602896,18673,06075,6075
2020-08-29,267,3252,257,140,141,342,,,537,267606,34297,594983,18924,06075,6075
2020-08-30,277,3252,267,140,146,342,,,565,275355,34978,587020,19137,06075,6075
2020-08-31,287,3252,276,140,150,342,,,594,283187,35606,579014,19313,06075,6075
2020-09-01,296,3252,285,140,154,342,,,624,291085,36178,570979,19449,06075,6075
2020-09-02,306,3252,294,140,158,342,,,654,299025,36687,562945,19544,06075,6075
2020-09-03,315,3252,303,140,162,342,,,686,307003,37131,554913,19597,06075,6075
2020-09-04,323,3252,312,140,166,342,,,719,314995,37507,546909,19609,06075,6075
2020-09-05,332,3252,320,140,169,342,,,752,322986,37810,538945,19582,06075,6075
2020-09-06,339,3252,327,140,173,342,,,786,330955,38038,531043,19515,06075,6075
2020-09-07,347,3252,335,140,176,342,,,821,338890,38191,523215,19409,06075,6075
2020-09-08,354,3252,341,140,179,342,,,856,346770,38267,515480,19264,06075,6075
2020-09-09,360,3252,348,140,181,342,,,892,354585,38267,507848,19080,06075,6075
2020-09-10,366,3252,354,140,183,342,,,928,362320,38193,500333,18860,06075,6075
2020-09-11,372,3252,359,140,185,342,,,965,369958,38044,492950,18604,06075,6075
2020-09-12,376,3252,364,140,187,342,,,1003,377485,37823,485712,18317,06075,6075
2020-09-13,380,3252,368,140,188,342,,,1040,384886,37531,478628,17999,06075,6075
2020-09-14,384,3252,371,140,189,342,,,1078,392153,37171,471707,17653,06075,6075
2020-09-15,387,3252,374,140,190,342,,,1117,399276,36745,464955,17282,06075,6075
2020-09-16,389,3252,376,140,190,342,,,1155,406241,36258,458382,16890,06075,6075
2020-09-17,391,3252,378,140,190,342,,,1194,413044,35711,451992,16478,06075,6075
2020-09-18,392,3252,379,140,190,342,,,1232,419674,35112,445790,16049,06075,6075
2020-09-19,392,3252,379,140,189,342,,,1271,426128,34461,439779,15606,06075,6075
2020-09-20,392,3252,379,140,188,342,,,1309,432398,33767,433963,15153,06075,6075
2020-09-21,391,3252,378,140,187,342,,,1348,438483,33030,428341,14689,06075,6075
2020-09-22,389,3252,377,140,186,342,,,1386,444376,32258,422917,14220,06075,6075
2020-09-23,387,3252,375,140,184,342,,,1424,450079,31454,417689,13746,06075,6075
2020-09-24,385,3252,373,140,182,342,,,1461,455588,30627,412654,13271,06075,6075
2020-09-25,382,3252,370,140,180,342,,,1499,460903,29777,407813,12796,06075,6075
2020-09-26,378,3252,366,140,177,342,,,1535,466026,28907,403165,12322,06075,6075
2020-09-27,374,3252,362,140,174,342,,,1572,470958,28026,398703,11852,06075,6075
2020-09-28,369,3252,358,140,171,342,,,1607,475700,27135,394426,11387,06075,6075
2020-09-29,364,3252,353,140,168,342,,,1643,480245,26227,390345,10923,06075,6075
2020-09-30,359,3252,348,140,165,342,,,1677,484620,25336,386418,10476,06075,6075
2020-10-01,353,3252,342,140,161,342,,,1711,488808,24440,382670,10035,06075,6075
2020-10-02,347,3252,337,140,158,342,,,1745,492813,23543,379098,9603,06075,6075
2020-10-03,340,3252,331,140,154,342,,,1777,496642,22654,375690,9181,06075,6075
2020-10-04,334,3252,324,140,150,342,,,1809,500301,21775,372442,8770,06075,6075
2020-10-05,327,3252,317,140,146,342,,,1841,503796,20910,369346,8371,06075,6075
2020-03-09,0,6005,0,276,0,643,2.1288013742,0.9154461902,0,0,72,3338170,86,06073,6073
2020-03-10,0,6005,0,276,0,643,2.1253785676,0.864472745,0,41,96,3338099,116,06073,6073
2020-03-11,0,6005,0,276,0,643,2.1171853237,0.7860088932,0,96,128,3338004,156,06073,6073
2020-03-12,0,6005,0,276,0,643,2.1041852425,0.7089326556,0,170,172,3337876,210,06073,6073
2020-03-13,0,6005,0,276,0,643,2.0861714168,0.6506242696,0,270,231,3337705,281,06073,6073
2020-03-14,0,6005,0,276,0,643,2.063137583,0.5591240189,0,403,309,3337476,377,06073,6073
2020-03-15,1,6005,0,276,0,643,2.0356568885,0.4804544717,0,582,415,3337169,505,06073,6073
2020-03-16,1,6005,1,276,0,643,2.0039992867,0.4491787153,0,821,555,3336759,675,06073,6073
2020-03-17,2,6005,1,276,1,643,1.9686890349,0.3958633775,0,1139,741,3336224,893,06073,6073
2020-03-18,3,6005,2,276,1,643,1.9306437472,0.3664315871,0,1554,981,3335553,1149,06073,6073
2020-03-19,4,6005,3,276,2,643,1.8932203496,0.3310467699,0,2084,1281,3334723,1449,06073,6073
2020-03-20,5,6005,4,276,2,643,1.8510965565,0.2854718347,0,2744,1644,3333712,1800,06073,6073
2020-03-21,7,6005,5,276,3,643,1.8063043577,0.2753082179,0,3556,2076,3332509,2192,06073,6073
2020-03-22,9,6005,7,276,4,643,1.7594244155,0.2715207835,0,4534,2580,3331108,2614,06073,6073
2020-03-23,11,6005,9,276,5,643,1.7113177544,0.2623139695,0,5690,3152,3329511,3055,06073,6073
2020-03-24,14,6005,11,276,7,643,1.6636316921,0.2529857392,0,7026,3780,3327733,3497,06073,6073
2020-03-25,18,6005,14,276,8,643,1.6163795256,0.2493057567,0,8538,4451,3325805,3913,06073,6073
2020-03-26,22,6005,17,276,10,643,1.5688058729,0.2399450765,0,10207,5141,3323775,4274,06073,6073
2020-03-27,26,6005,21,276,13,643,1.5217196061,0.2304437002,0,12010,5824,3321694,4552,06073,6073
2020-03-28,31,6005,24,276,15,643,1.474817849,0.2151155578,0,13903,6462,3319639,4715,06073,6073
2020-03-29,36,6005,28,276,17,643,1.426712196,0.2001349501,0,15836,7018,3317684,4736,06073,6073
2020-03-30,41,6005,32,276,20,643,1.3781283214,0.1910658959,0,17747,7451,3315905,4604,06073,6073
2020-03-31,46,6005,36,276,22,643,1.3292715564,0.1820756183,0,19592,7741,3314202,4462,06073,6073
2020-04-01,50,6005,40,276,24,643,1.2808555489,0.1671846024,0,21399,7945,3312445,4413,06073,6073
2020-04-02,55,6005,43,276,27,643,1.2347203478,0.1516351743,0,23197,8103,3310648,4412,06073,6073
2020-04-03,59,6005,46,276,29,643,1.1907779567,0.1412262392,0,25000,8238,3308819,4437,06073,6073
2020-04-04,62,6005,49,276,31,643,1.1496718943,0.1184515212,0,26818,8360,3306962,4477,06073,6073
2020-04-05,66,6005,52,276,32,643,1.1128388609,0.1348578047,0,28653,8475,3305078,4525,06073,6073
