cumulative_fatalities_upper_bound,hospitalizations_lower_bound,icu_num,cumulative_cases_num,cases_lower_bound,current_hospitalizations_lower_bound,icu_upper_bound,location_id,intervention_date_id,current_icu_lower_bound,hospitalizations_num,fatalities_lower_bound,hospitalizations_upper_bound,current_icu_upper_bound,cases_num,portfolio_id,data_type,current_hospitalizations_num,cases_upper_bound,cumulative_fatalities_lower_bound,cumulative_cases_lower_bound,current_icu_num,fatalities_upper_bound,fatalities_num,icu_lower_bound,intervention_length,intervention_level,current_hospitalizations_upper_bound,future_scenario_id,cumulative_cases_upper_bound,cumulative_fatalities_num,date_str,date,scenario
2684.01,362.78,268.5,43605.16,1137.39,4187.68,551.47,5,1,555.33,983.08,52.97,2336.02,2918.45,1311.16,1,,10604.35,2335.98,1160.49,34980.57,1577.11,120.05,82.91,110.94,30,0,22480.32,1,64099.44,1944.88,,2020-04-18,0-1
2782.24,344.23,265.69,44923.68,1153.99,4087.34,558.92,5,1,541.75,967.1,51.98,2353.58,2977.51,1325.85,1,,10510.18,2353.54,1227.48,36126.27,1577.06,120.41,82.45,107.06,30,0,22805.85,1,66037.48,2028.97,,2020-04-19,0-1
2895,326.64,262.79,46256.78,1170.45,3990.12,566.07,5,1,528.6,951.48,50.92,2370.21,3034.18,1340.33,1,,10410.22,2370.18,1295.75,37288.49,1574.92,120.59,81.9,103.21,30,0,23118.61,1,68216.4,2112.53,,2020-04-20,0-1
3005.99,309.97,259.82,47604.26,1186.77,3895.8,572.92,5,1,515.87,936.23,49.78,2385.86,3088.54,1354.6,1,,10305.33,2385.83,1352.04,38467.11,1570.89,120.61,81.28,99.4,30,0,23418.84,1,70594.49,2195.48,,2020-04-21,0-1
3115.08,294.17,256.79,48965.91,1202.97,3804.17,579.49,5,1,503.52,921.32,48.6,2400.48,3140.7,1368.67,1,,10196.3,2400.46,1406.4,39662,1565.16,120.48,80.59,95.64,30,0,23706.69,1,72987.73,2277.75,,2020-04-22,0-1
3222.15,278.43,253.71,50341.09,1219.04,3715.05,585.77,5,1,491.55,906.67,47.37,2414.02,3190.71,1381.17,1,,10083.79,2414.01,1460.5,40873.01,1557.88,120.21,79.84,91.94,30,0,23982.27,1,75395.05,2359.26,,2020-04-23,0-1
3327.12,261.34,250.6,51719.87,1100.4,3628.28,591.75,5,1,479.92,892.16,46.09,2426.45,3238.65,1374,1,,9968.32,2426.44,1514.28,42100.03,1549.22,119.82,79.03,88.28,30,0,24245.62,1,77815.37,2439.97,,2020-04-24,0-1
3429.89,243.75,247.46,53091.51,887.74,3543.73,597.45,5,1,468.62,877.79,44.79,2437.73,3284.57,1369.51,1,,9850.26,2437.72,1567.71,43342.91,1539.32,119.31,78.18,84.64,30,0,24496.74,1,80247.55,2519.82,,2020-04-25,0-1
3530.41,227.04,244.3,54460.78,736.65,3461.27,602.86,5,1,457.62,863.61,43.46,2447.84,3328.51,1369.54,1,,9730.01,2447.83,1620.76,44601.54,1528.3,118.71,77.29,81.01,30,0,24735.58,1,82690.43,2598.78,,2020-04-26,0-1
3628.62,209.57,241.12,55831.52,626.19,3380.79,607.97,5,1,446.91,849.69,42.1,2456.74,3370.51,1372.28,1,,9607.98,2456.73,1673.38,45875.78,1516.27,118.01,76.37,77.42,30,0,24962.09,1,85142.81,2676.81,,2020-04-27,0-1
3724.49,192.21,237.93,57203.43,542.91,3302.2,612.78,5,1,436.47,835.95,40.72,2464.41,3410.58,1370.99,1,,9484.54,2464.41,1725.54,47165.51,1503.36,117.22,75.41,73.89,30,0,25176.19,1,87603.48,2753.86,,2020-04-28,0-1
3817.98,176.13,234.73,58574.35,478.16,3225.4,617.29,5,1,426.29,822.39,39.33,2470.85,3448.76,1370.93,1,,9359.98,2470.84,1777.24,48470.61,1489.66,116.35,74.43,70.45,30,0,25377.78,1,90071.21,2829.92,,2020-04-29,0-1
3909.08,161.43,231.54,59944.52,426.29,3150.33,621.5,5,1,416.35,808.96,37.94,2476.03,3485.06,1368.99,1,,9234.55,2476.03,1828.43,49278.26,1475.25,115.42,73.42,67.11,30,0,25566.75,1,92544.75,2904.96,,2020-04-30,0-1
3997.78,148.1,228.34,61309.78,383.59,3076.91,625.41,5,1,406.64,795.58,36.55,2479.95,3519.48,1361.6,1,,9108.4,2479.95,1879.1,49682.69,1460.23,114.42,72.4,63.4,30,0,25742.99,1,95022.84,2978.96,,2020-05-01,0-1
4084.07,136.04,225.15,62669.01,347.61,3005.09,629,5,1,397.16,782.42,35.18,2482.6,3552.04,1357.54,1,,8981.68,2482.6,1925.45,50047.92,1444.65,113.37,71.36,59.74,30,0,25906.39,1,97504.22,3051.91,,2020-05-02,0-1
4167.97,125.13,221.97,64025.49,316.68,2934.8,632.28,5,1,387.89,769.54,33.81,2483.98,3582.73,1355.85,1,,8854.7,2483.97,1960.01,50379.78,1428.59,112.27,70.31,56.23,30,0,26056.86,1,99987.61,3123.79,,2020-05-03,0-1
4249.48,115.25,218.79,65380.88,289.68,2865.99,635.26,5,1,378.82,756.92,32.47,2484.08,3611.56,1353.62,1,,8727.74,2484.08,1993.22,50682.73,1412.12,111.12,69.25,52.86,30,0,26194.28,1,102471.75,3194.6,,2020-05-04,0-1
4354.32,106.29,215.64,66728.61,265.79,2798.63,637.91,5,1,369.95,744.43,31.15,2482.91,3638.52,1341.62,1,,8600.99,2482.91,2025.08,50960.28,1395.3,109.93,68.19,49.64,30,0,26318.56,1,104955.35,3264.32,,2020-05-05,0-1
4463.75,98.13,212.5,68065.97,244.45,2732.66,640.25,5,1,361.28,732.03,29.86,2480.48,3663.61,1334.1,1,,8474.5,2480.48,2055.64,51215.25,1378.16,108.7,67.12,46.59,30,0,26429.62,1,107437.15,3332.95,,2020-05-06,0-1
