cumulative_fatalities_upper_bound,hospitalizations_lower_bound,icu_num,cumulative_cases_num,cases_lower_bound,current_hospitalizations_lower_bound,icu_upper_bound,location_id,intervention_date_id,current_icu_lower_bound,hospitalizations_num,fatalities_lower_bound,hospitalizations_upper_bound,current_icu_upper_bound,cases_num,portfolio_id,data_type,current_hospitalizations_num,cases_upper_bound,cumulative_fatalities_lower_bound,cumulative_cases_lower_bound,current_icu_num,fatalities_upper_bound,fatalities_num,icu_lower_bound,intervention_length,intervention_level,current_hospitalizations_upper_bound,future_scenario_id,cumulative_cases_upper_bound,cumulative_fatalities_num,date_str,date,scenario
42997.66,183.56,836.88,304186.49,662.6,2702.48,1819.04,5,1,501.25,2949.28,33.31,6021.76,6902.98,3232.14,5,,31509.17,6021.65,4893.68,114142.02,4618.91,632.76,328.95,49.5,30,4,50621.45,5,518728.57,21876.83,,2020-07-29,4-1
43570,176.2,817.21,307379.01,636.09,2637.54,1745.79,5,1,498.06,2849.58,32.84,5655.84,6898.47,3153.18,5,,30928.22,5655.74,4926.78,114791.26,4564.65,627.85,322.14,48.11,30,4,50506.32,5,524567.15,22279.18,,2020-07-30,4-1
44107.99,169.15,796.98,310492.62,610.74,2571.38,1668.03,5,1,493.96,2747.06,32.32,5297.02,6893.32,3075.66,5,,30326.91,5296.94,4959.39,115414.6,4506.04,626.18,315.18,46.71,30,4,50383.34,5,530031.6,22669.32,,2020-07-31,4-1
44615.28,162.4,776.36,313530.92,590.74,2504.39,1587.04,5,1,489.01,2650.28,31.77,4949.85,6887.57,3002.72,5,,29708.76,4949.78,4991.46,116013.85,4443.47,624.3,308.14,45.32,30,4,50252.76,5,535153.24,23047.52,,2020-08-01,4-1
45092.67,156.29,755.76,316505.33,596.55,2437.05,1504.33,5,1,483.32,2564.02,31.18,4843.83,6881.39,2948.4,5,,29082.94,4843.37,5022.95,116604.81,4377.49,622.15,301.09,43.93,30,4,50115.12,5,539938.23,23413.97,,2020-08-02,4-1
45541.81,151.57,735.57,319432.53,637.18,2370.41,1435.27,5,1,476.97,2492.34,30.57,4786.58,6875,2908.33,5,,28461.46,4786.17,5053.85,117219.63,4308.84,619.7,294.09,42.58,30,4,49972.2,5,544413.06,23768.96,,2020-08-03,4-1
45964.47,148.95,716.26,322326.76,706.41,2306.06,1408.37,5,1,470.06,2438.49,29.94,4733.5,6868.55,2881.86,5,,27858.5,4733.14,5084.12,117889.93,4238.52,616.99,287.21,41.28,30,4,49826.79,5,548612.28,24112.95,,2020-08-04,4-1
46362.37,148.93,698.2,325199.45,797.02,2246.09,1383.24,5,1,462.72,2397.97,29.31,4685.88,6862.09,2864.61,5,,27286.69,4685.57,5113.76,118640.51,4167.67,614.04,280.54,40.1,30,4,49681.88,5,552572.53,24446.49,,2020-08-05,4-1
46737.32,151.71,681.69,328059.11,902.94,2192.71,1361.16,5,1,455.12,2368.6,28.69,4644.56,6855.62,2856.69,5,,26755.75,4644.28,5142.78,119489.63,4097.46,610.91,274.15,39.07,30,4,49540.2,5,556330.29,24770.2,,2020-08-06,4-1
47091.11,157.32,666.93,330917.66,1020.49,2148.07,1343.28,5,1,447.44,2360.62,28.11,4610.03,6849.15,2862.22,5,,26270.94,4609.79,5171.2,120450.66,4029.03,607.65,268.09,38.24,30,4,49403.94,5,559919.07,25084.8,,2020-08-07,4-1
47425.59,165.67,654.23,333785.59,1148.06,2114.1,1330.55,5,1,439.9,2359.3,27.56,4582.58,6842.66,2872.26,5,,25841.31,4582.37,5199.05,121534.3,3963.46,604.31,262.41,37.65,30,4,49274.99,5,563367.93,25391.01,,2020-08-08,4-1
47742.54,176.66,643.61,336662.84,1285.47,2092.41,1323.6,5,1,432.71,2370.84,27.09,4562.28,6836.2,2883.13,5,,25469.24,4562.09,5226.4,122750.18,3901.74,600.96,257.17,37.32,30,4,49154.74,5,566700.95,25689.59,,2020-08-09,4-1
48043.72,190.15,635.05,339554.4,1433.52,2084.45,1322.75,5,1,426.11,2390.97,26.68,4592.61,6829.79,2900.65,5,,25157.29,4592.16,5253.3,124108.74,3844.7,597.65,252.4,37.29,30,4,49044.11,5,569937.37,25981.32,,2020-08-10,4-1
48330.8,206.11,628.48,342466.13,1593.65,2091.43,1328.01,5,1,420.32,2418.97,26.37,4721.16,6823.5,2923.39,5,,24905.61,4720.76,5279.85,125621.51,3792.93,594.4,248.14,37.58,30,4,48943.65,5,573092.13,26267,,2020-08-11,4-1
48605.32,224.52,623.77,345406.45,1625.48,2114.36,1339.13,5,1,415.56,2450.67,26.16,4863.76,6817.36,2959.1,5,,24712.29,4863.41,5306.15,127300.97,3746.91,591.26,244.38,38.2,30,4,48853.48,5,576176.46,26547.43,,2020-08-12,4-1
48868.73,245.44,620.76,348386.11,1554.92,2154.26,1355.64,5,1,412.06,2486.33,26.08,5015.91,6811.43,3001.24,5,,24573.94,5015.61,5332.3,129161.89,3706.88,588.26,241.12,39.17,30,4,48773.41,5,579198.56,26823.36,,2020-08-13,4-1
49513.86,268.97,619.32,351410.04,1488.9,2212.1,1376.91,5,1,410.03,2528.61,26.12,5173.35,6805.73,3046.48,5,,24489.18,5173.08,5358.43,131221.06,3672.98,585.43,238.39,40.52,30,4,48702.93,5,582164.25,27095.54,,2020-08-14,4-1
50230.23,295.27,619.34,354479.71,1426.46,2288.91,1402.19,5,1,409.69,2576.02,26.3,5332.07,6800.3,3093.21,5,,24457.64,5331.84,5384.67,133497.28,3645.25,582.77,236.19,42.26,30,4,48641.34,5,585077.46,27364.71,,2020-08-15,4-1
50939.69,324.54,620.65,357595.24,1366.95,2385.79,1430.63,5,1,411.24,2625.95,26.65,5488.33,6795.13,3137.52,5,,24477.3,5488.13,5411.19,136001.81,3623.67,580.3,234.5,44.4,30,4,48587.74,5,587940.75,27631.6,,2020-08-16,4-1
51642.84,353.77,623.06,360754.55,1309.95,2503.91,1461.33,5,1,414.9,2676.89,27.16,5638.62,6790.24,3181.09,5,,24544.43,5638.44,5438.13,138589.37,3608.08,578.03,233.32,46.97,30,4,48541.1,5,590755.62,27896.9,,2020-08-17,4-1
52340.23,340.62,626.36,363957.04,1255.22,2643.99,1493.37,5,1,420.86,2726.87,27.85,5779.72,6785.6,3223.56,5,,24654.64,5779.56,5465.69,141181.72,3598.24,575.94,232.62,49.99,30,4,48500.39,5,593522.85,28161.29,,2020-08-18,4-1
53032.34,327.86,630.34,367203.56,1202.59,2806.11,1525.81,5,1,429.32,2774.96,28.74,5908.85,6781.2,3271.93,5,,24802.23,5908.71,5494.04,143779.84,3593.83,574.04,232.37,53.44,30,4,48464.56,5,596242.68,28425.43,,2020-08-19,4-1
53719.6,315.44,634.81,370500.15,1151.94,2990.6,1557.75,5,1,440.45,2820.44,29.81,6023.81,6777.01,3320.33,5,,24982.01,6023.69,5523.38,146383.6,3594.41,572.32,232.55,57.34,30,4,48432.51,5,598915.03,28689.97,,2020-08-20,4-1
54402.37,303.35,639.54,373842.04,1103.2,3198.35,1588.38,5,1,454.42,2861.75,31.1,6123.2,6773,3362.13,5,,25187.52,6123.09,5553.92,148992.95,3599.49,570.75,233.12,61.7,30,4,48403.19,5,601539.6,28955.55,,2020-08-21,4-1
55080.93,291.59,644.3,377221.59,1056.32,3430.77,1617.01,5,1,471.39,2895.88,32.6,6206.53,6769.12,3395.26,5,,25411.09,6206.43,5585.86,151607.85,3608.48,569.34,234.06,66.54,30,4,48375.62,5,604117.1,29222.81,,2020-08-22,4-1
55755.53,280.14,648.87,380630.63,1011.24,3689.91,1643.12,5,1,491.55,2920.51,31.71,6274.26,6765.34,3421.04,5,,25643.86,6274.17,5619.43,154228.24,3620.7,568.05,235.3,71.92,30,4,48348.84,5,606673.51,29492.41,,2020-08-23,4-1
56426.34,269.02,653.03,384060.39,967.91,3978.33,1666.39,5,1,515.12,2937.15,29.95,6327.6,6761.61,3436.92,5,,25876.08,6327.53,5654.89,156854.06,3635.41,566.87,236.81,77.87,30,4,48321.98,5,609235.23,29764.94,,2020-08-24,4-1
57093.48,258.22,656.65,387501.63,926.3,4299.09,1686.71,5,1,542.35,2946.06,28.31,6368.31,6757.88,3444.5,5,,26100.57,6368.24,5692.48,159485.27,3651.82,565.78,238.53,84.47,30,4,48294.21,5,611802.56,30040.95,,2020-08-25,4-1
57757.01,247.76,659.64,390947.28,886.36,4655.7,1704.13,5,1,573.53,2950.16,26.77,6398.26,6754.11,3446.06,5,,26312.27,6398.21,5732.51,162121.82,3669.19,564.76,240.4,91.79,30,4,48264.78,5,614375.45,30320.93,,2020-08-26,4-1
58416.97,237.64,662.02,394392.12,848.02,5052.14,1718.83,5,1,608.99,2950.93,25.33,6419.27,6750.26,3443.04,5,,26508.58,6419.22,5775.27,164763.65,3686.87,563.79,242.37,99.91,30,4,48233,5,616953.86,30605.25,,2020-08-27,4-1
59073.33,227.85,663.81,397831.73,811.26,5316.61,1731.07,5,1,649.11,2948.39,23.98,6432.79,6746.28,3435.5,5,,26687.99,6432.75,5821.13,167410.7,3704.33,562.85,244.4,108.91,30,4,48198.24,5,619537.73,30894.24,,2020-08-28,4-1
59726.04,218.39,665.01,401261.56,776.01,5043.62,1741.12,5,1,694.34,2942.72,22.72,6439.98,6742.12,3423.42,5,,26849.09,6439.94,5870.44,170062.95,3721.12,567.11,246.44,114.11,30,4,48159.92,5,622127.02,31188.14,,2020-08-29,4-1
60375.01,209.27,665.67,404677.56,742.22,4787,1749.25,5,1,745.17,2935.2,21.53,6441.61,6737.75,3408.03,5,,26991.31,6441.58,5923.64,172720.32,3736.9,580.18,248.44,108.41,30,4,48117.53,5,624721.68,31487.11,,2020-08-30,4-1
61020.13,200.48,665.86,408078.19,709.85,4545.54,1755.69,5,1,802.15,2927.98,20.41,6438.21,6733.13,3394.93,5,,27115.84,6438.18,5981.18,175382.78,3751.4,592.2,250.39,103.03,30,4,48070.58,5,627321.65,31791.25,,2020-08-31,4-1
61661.25,192.01,665.66,411472.05,678.85,4318.12,1760.63,5,1,848.3,2922.9,19.36,6430.06,6728.22,3393.78,5,,27225.67,6430.04,6043.57,178050.28,3764.48,603.17,252.24,97.96,30,4,48018.65,5,629926.91,32100.54,,2020-09-01,4-1
0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,6,,0,0,0,0,0,0,0,0,30,5,0,6,0,0,,2020-03-01,5-1
0.01,0.55,0.01,22.91,19.64,0.21,0.05,5,1,0,1.29,0,3.2,0.02,39.26,6,,0.39,72.84,0,10.84,0.01,0.01,0,0.01,30,5,0.87,6,39.7,0,,2020-03-02,5-1
0.05,2.32,0.08,86.21,49.9,1.21,0.3,5,1,0.02,4.99,0,12.2,0.16,90.15,6,,2.3,155.51,0,45.81,0.05,0.06,0.01,0.03,30,5,5.16,6,152.1,0.01,,2020-03-03,5-1
0.18,6.08,0.22,214.67,91.84,0,0.95,5,1,0.08,18.79,0.01,138.4,0.57,168.92,6,,6.71,244.41,0.01,122.42,0.2,0.17,0.04,0,30,5,16.57,6,354.93,0.04,,2020-03-04,5-1
0.53,12.46,0.66,419.01,152.16,11.1,2.06,5,1,0.26,22.64,0.02,57.03,1.58,236.63,6,,20.13,273.37,0.04,243.33,0.57,0.42,0.09,0.26,30,5,36.39,6,599.58,0.12,,2020-03-05,5-1
1.23,21.13,1.38,682.25,230.22,28.47,3.85,5,1,0.64,32.02,0.06,54.49,3.42,286.73,6,,42.9,301.15,0.1,433.36,1.35,0.82,0.2,0.65,30,5,68.48,6,868.11,0.29,,2020-03-06,5-1
2.49,0,2.46,983.93,303.35,51.4,6.41,5,1,1.34,45.79,0.11,77.66,6.35,315.56,6,,77.1,328.68,0.22,704.19,2.75,1.42,0.37,1.16,30,5,119.33,6,1171.44,0.61,,2020-03-07,5-1
4.54,45.9,3.91,1312.15,326.9,84.05,9.7,5,1,2.49,70.8,0.2,108.76,10.65,340.79,6,,123.6,355.94,0.42,1019.85,5.01,2.24,0.62,1.89,30,5,175.88,6,1511.86,1.17,,2020-03-08,5-1
7.63,61.64,5.88,1665.45,350.05,127.94,13.95,5,1,4.21,93,0.32,141.84,16.49,365.78,6,,187.1,382.94,0.74,1358.34,8.32,3.31,0.97,2.87,30,5,269.29,6,1879.15,2.06,,2020-03-09,5-1
12.04,81.28,8.35,2043.63,373,184.4,19.08,5,1,6.66,119.18,0.48,181.93,24.1,390.55,6,,268.19,409.68,1.23,1719.88,12.95,4.65,1.43,4.13,30,5,389.83,6,2273.04,3.38,,2020-03-10,5-1
18.06,103.12,11.4,2446.47,395.77,256.08,25.24,5,1,9.99,150.77,0.7,227.06,33.64,415.1,6,,368.93,436.17,1.94,2104.28,19.13,6.27,2.01,5.71,30,5,542.34,6,2693.28,5.27,,2020-03-11,5-1
25.99,130.33,15.09,2873.76,418.36,344.09,32.5,5,1,14.36,187.47,0.97,279.7,45.33,439.44,6,,492.38,462.4,2.92,2511.36,27.13,8.17,2.73,7.66,30,5,730.91,6,3139.63,7.85,,2020-03-12,5-1
36.15,160.34,19.52,3325.27,440.77,446.14,41,5,1,19.97,233.03,1.31,340.85,59.39,463.56,6,,641.26,488.39,4.25,2940.94,37.23,10.39,3.6,10.03,30,5,961.51,6,3611.84,11.28,,2020-03-13,5-1
48.9,196.88,24.83,3800.8,462.99,565.89,50.97,5,1,27.04,283.9,1.72,413.06,76.16,487.47,6,,821.36,514.13,5.99,3392.83,49.8,12.95,4.64,12.87,30,5,1242.19,6,4109.67,15.73,,2020-03-14,5-1
64.65,239.29,31.18,4300.14,485.03,706.41,62.7,5,1,35.81,345.8,2.22,499.33,96.71,511.17,6,,1037.63,539.62,8.25,3866.86,65.26,15.9,5.88,16.27,30,5,1582.56,6,4632.88,21.4,,2020-03-15,5-1
83.88,288.81,38.78,4825.98,506.89,872.33,76.6,5,1,46.56,421.19,2.82,611.36,126.3,542.85,6,,1297.65,589.63,11.13,4363.71,84.17,19.31,7.34,20.32,30,5,1996.42,6,5181.22,28.53,,2020-03-16,5-1
107.17,346.76,47.89,5390.64,528.58,1065.81,93.06,5,1,59.64,509.64,3.54,744.15,162.79,587.68,6,,1610.49,728.89,14.78,4881.46,107.21,23.29,9.08,25.12,30,5,2499.91,6,5756.76,37.38,,2020-03-17,5-1
135.07,412.5,58.68,6007.03,550.09,1290.74,112.17,5,1,75.42,604.25,4.4,861.91,207.25,647.39,6,,1982.31,884.16,19.29,5420.81,135.01,27.88,11.11,30.77,30,5,3120.9,6,6450.77,48.23,,2020-03-18,5-1
168.36,485.07,71.16,6692.73,571.43,1548.76,133.82,5,1,94.34,717.66,5.42,1055.78,261.38,726.06,6,,2415.15,1050.58,24.85,5981.64,168.38,33.16,13.49,37.33,30,5,3811.72,6,7327.84,61.43,,2020-03-19,5-1
207.61,563.56,85.41,7465.84,592.6,1839.9,157.6,5,1,116.77,833.25,6.62,1234.01,326.01,822.3,6,,2912.57,1222.71,31.63,6563.67,207.91,39.1,16.23,44.86,30,5,4625.31,6,8366.9,77.35,,2020-03-20,5-1
253.54,645.45,101.31,8339.63,619.45,2162.46,182.92,5,1,143.08,949.02,8.02,1398.05,402.14,927.5,6,,3471.83,1390.49,39.84,7170.64,254.14,45.66,19.37,53.34,30,5,5540.5,6,9571.08,96.37,,2020-03-21,5-1
306.66,726.87,118.54,9321.78,691.64,2511.51,208.68,5,1,173.56,1056.78,9.64,1548.42,490.21,1036.31,6,,4083.52,1540.64,49.69,7849.25,307.33,52.69,22.9,62.71,30,5,6535.98,6,10978.79,118.9,,2020-03-22,5-1
367.24,804.63,136.56,10407.41,773.68,2878.99,233.46,5,1,208.36,1150.27,11.46,1688.71,589.94,1132.44,6,,4731.3,1682.45,61.38,8609.53,367.33,59.91,26.77,72.84,30,5,7581.61,6,12592.41,145.27,,2020-03-23,5-1
435.23,876.19,154.76,11580.03,848.67,3254.64,255.96,5,1,247.44,1227.72,13.48,1801.07,700.17,1210.16,6,,5395.63,1796.03,75.1,9442.65,433.52,67.02,30.91,83.52,30,5,8641.01,6,14333.35,175.79,,2020-03-24,5-1
510.27,935.26,172.65,12820.76,914.64,3627.49,275.29,5,1,290.58,1283,15.67,1886.22,819.01,1268.91,6,,6058.73,1882.17,91.02,10337.71,504.88,73.7,35.25,94.53,30,5,9678.36,6,16174.04,210.66,,2020-03-25,5-1
591.73,978.17,189.69,14111.24,961.27,3986.61,295.8,5,1,337.39,1321.78,18,1947.42,944.02,1309.96,6,,6702.77,1944.16,109.28,11283.19,580.16,79.71,39.69,105.63,30,5,10662.84,6,18088.55,250,,2020-03-26,5-1
678.79,985.42,205.53,15434.9,972.23,4324.04,317.08,5,1,387.32,1346.47,20.43,1989.05,1072.45,1335.53,6,,7314.23,1986.43,129.99,12267.72,657.97,84.88,44.14,116.6,30,5,11570.38,6,20054.94,293.83,,2020-03-27,5-1
770.51,972.94,219.92,16777.58,962.33,4633.35,335.66,5,1,439.71,1359,22.94,2015.57,1201.49,1348.25,6,,7883.34,2013.47,153.22,13280.67,736.88,89.11,48.51,124.83,30,5,12384.07,6,22055.71,342.1,,2020-03-28,5-1
865.92,952.99,232.77,18127.63,943.12,4909.25,351.47,5,1,493.87,1358.5,25.47,2030.95,1328.46,1350.74,6,,8404.32,2029.26,179.02,14312.57,815.54,92.38,52.73,131.56,30,5,13093.56,6,24077.68,394.69,,2020-03-29,5-1
964.05,925.27,243.99,19476.08,916.95,5149.52,364.57,5,1,549.06,1351.79,28.01,2038.46,1450.94,1345.34,6,,8872.58,2037.1,207.39,15355.31,892.76,94.74,56.74,137.16,30,5,13704.5,6,26111.27,451.4,,2020-03-30,5-1
1064,893.16,253.61,20816.48,914.24,5353.83,375.15,5,1,604.56,1339.53,30.54,2040.63,1566.85,1335.44,6,,9287.26,2039.54,238.33,16402.12,967.51,96.24,60.5,141.63,30,5,14321.69,6,28149.87,511.99,,2020-03-31,5-1
1164.97,858.43,261.71,22145.9,935.87,5521.97,389.58,5,1,659.7,1323.27,33.02,2039.36,1674.5,1323.54,6,,9648.93,2038.48,271.82,17447.49,1038.96,96.99,63.99,145,30,5,15069.08,6,30189.06,576.19,,2020-04-01,5-1
1266.25,822.46,268.37,23463.1,957.29,5618.07,403.02,5,1,713.86,1304.22,35.45,2035.96,1772.6,1310.59,6,,9959.53,2035.25,307.79,18486.99,1106.47,97.1,67.17,147.35,30,5,15744.45,6,32226.03,643.7,,2020-04-02,5-1
1367.24,786.06,273.73,24766.41,978.5,5685.2,414.88,5,1,754.71,1283.2,37.81,2031.36,1860.25,1295.85,6,,10221.92,2030.79,346.18,19517.17,1169.54,100.26,70.05,148.77,30,5,16347.91,6,34259.12,714.22,,2020-04-03,5-1
1467.47,749.79,277.9,26054.38,995.71,5728.17,425.3,5,1,750.21,1261.14,40.09,2034.93,1936.88,1279.97,6,,10439.32,2034.24,386.93,20535.36,1227.87,104.29,72.61,149.33,30,5,16880.76,6,36287.39,787.43,,2020-04-04,5-1
1566.55,714.1,281,27326.21,964.93,5750.64,434.45,5,1,742.48,1238.63,42.3,2057.81,2016.6,1263.8,6,,10615.3,2057.25,429.95,21539.55,1281.28,107.8,74.87,149.13,30,5,17345.4,6,38310.4,863.02,,2020-04-05,5-1
1664.17,679.31,283.17,28583.46,970.06,5633.54,442.44,5,1,732.21,1215.89,44.41,2080.51,2125.89,1250.91,6,,10753.58,2080.05,475.17,22528.24,1329.71,110.8,76.83,148.26,30,5,17745.11,6,40327.99,940.69,,2020-04-06,5-1
1760.11,645.66,284.5,29828.26,963.56,5508.44,449.4,5,1,720.02,1193.28,46.44,2103.18,2228.53,1238.67,6,,10857.76,2102.8,522.5,23500.34,1373.17,113.3,78.51,146.8,30,5,18083.42,6,42340.14,1020.14,,2020-04-07,5-1
1854.2,613.28,285.11,31061.43,963.82,5380.19,457.67,5,1,706.42,1171.15,48.39,2125.81,2324.14,1228.19,6,,10931.34,2125.51,571.85,24462.14,1411.76,115.31,79.91,144.84,30,5,18385.38,6,44346.89,1101.11,,2020-04-08,5-1
1946.33,582.26,285.1,32288.1,981.82,5250.72,469.02,5,1,691.82,1149.55,50.26,2148.4,2412.46,1225.36,6,,10977.72,2148.14,623.15,25435.59,1445.64,116.86,81.07,142.45,30,5,18879.5,6,46348.26,1183.32,,2020-04-09,5-1
2036.44,552.63,284.55,33514.6,999.67,5121.49,479.83,5,1,676.59,1128.51,51.92,2170.86,2493.35,1228.03,6,,11000.01,2170.65,676.31,26426.4,1475.01,117.97,81.98,139.7,30,5,19350.82,6,48344.27,1266.53,,2020-04-10,5-1
2124.48,524.39,283.55,34744.32,1017.38,4993.56,490.15,5,1,660.99,1108.2,52.63,2193.13,2566.79,1231.5,6,,11001.1,2192.96,731.26,27434.93,1500.09,118.67,82.68,136.64,30,5,19801.22,6,50334.86,1350.52,,2020-04-11,5-1
2210.45,497.53,282.15,35977.83,1034.94,4867.73,500.03,5,1,645.24,1088.54,53.2,2215.12,2632.82,1236.3,6,,10983.6,2214.98,787.93,28461.1,1521.13,119,83.18,133.35,30,5,20232.35,6,52319.9,1435.09,,2020-04-12,5-1
2294.34,472.01,280.43,37219.09,1052.36,4744.73,509.49,5,1,629.52,1069.56,53.66,2236.73,2691.58,1246.8,6,,10949.9,2236.61,846.25,29504.76,1538.39,118.99,83.5,129.87,30,5,20645.63,6,54299.22,1520.03,,2020-04-13,5-1
2376.19,447.79,278.43,38471.41,1069.65,4625.46,518.57,5,1,613.97,1051.16,54.01,2257.87,2743.25,1257.98,6,,10902.12,2257.77,906.16,30565.77,1552.14,118.65,83.65,126.23,30,5,21042.26,6,56272.56,1605.17,,2020-04-14,5-1
2456.03,424.81,276.2,39735.27,1086.79,4510.07,527.29,5,1,598.71,1033.36,54.26,2278.45,2788.06,1270.06,6,,10842.1,2278.37,967.59,31644,1562.64,118.03,83.66,122.49,30,5,21423.28,6,58239.62,1690.37,,2020-04-15,5-1
2533.91,403.02,273.78,41011.82,1103.79,4398.78,535.67,5,1,583.82,1016.06,54.43,2298.38,2826.29,1283.02,6,,10771.49,2298.32,1030.49,32739.3,1570.13,118.76,83.52,118.67,30,5,21789.53,6,60200.06,1775.46,,2020-04-16,5-1
2609.89,382.36,271.21,42301.36,1120.66,4291.41,543.73,5,1,569.36,999.26,53.87,2317.6,2858.21,1296.27,6,,10691.8,2317.55,1094.81,33851.53,1574.88,119.51,83.27,114.81,30,5,22141.69,6,62153.47,1860.34,,2020-04-17,5-1
2684.01,362.78,268.5,43605.16,1137.39,4187.68,551.47,5,1,555.33,983.08,52.97,2336.02,2918.45,1311.16,6,,10604.35,2335.98,1160.49,34980.57,1577.11,120.05,82.91,110.94,30,5,22480.32,6,64099.44,1944.88,,2020-04-18,5-1
2782.24,344.23,265.69,44923.68,1153.99,4087.34,558.92,5,1,541.75,967.1,51.98,2353.58,2977.51,1325.85,6,,10510.18,2353.54,1227.48,36126.27,1577.06,120.41,82.45,107.06,30,5,22805.85,6,66037.48,2028.97,,2020-04-19,5-1
2895,326.64,262.79,46256.78,1170.45,3990.12,566.07,5,1,528.6,951.48,50.92,2370.21,3034.18,1340.33,6,,10410.22,2370.18,1295.75,37288.49,1574.92,120.59,81.9,103.21,30,5,23118.61,6,68216.4,2112.53,,2020-04-20,5-1
3005.99,309.97,259.82,47604.26,1186.77,3895.8,572.92,5,1,515.87,936.23,49.78,2385.86,3088.54,1354.6,6,,10305.33,2385.83,1352.04,38467.11,1570.89,120.61,81.28,99.4,30,5,23418.84,6,70594.49,2195.48,,2020-04-21,5-1
3115.08,294.17,256.79,48965.91,1202.97,3804.17,579.49,5,1,503.52,921.32,48.6,2400.48,3140.7,1368.67,6,,10196.3,2400.46,1406.4,39662,1565.16,120.48,80.59,95.64,30,5,23706.69,6,72987.73,2277.75,,2020-04-22,5-1
3222.15,278.43,253.71,50341.09,1219.04,3715.05,585.77,5,1,491.55,906.67,47.37,2414.02,3190.71,1381.17,6,,10083.79,2414.01,1460.5,40873.01,1557.88,120.21,79.84,91.94,30,5,23982.27,6,75395.05,2359.26,,2020-04-23,5-1
3327.12,261.34,250.6,51719.87,1100.4,3628.28,591.75,5,1,479.92,892.16,46.09,2426.45,3238.65,1374,6,,9968.32,2426.44,1514.28,42100.03,1549.22,119.82,79.03,88.28,30,5,24245.62,6,77815.37,2439.97,,2020-04-24,5-1
3429.89,243.75,247.46,53091.51,887.74,3543.73,597.45,5,1,468.62,877.79,44.79,2437.73,3284.57,1369.51,6,,9850.26,2437.72,1567.71,43342.91,1539.32,119.31,78.18,84.64,30,5,24496.74,6,80247.55,2519.82,,2020-04-25,5-1
3530.41,227.04,244.3,54460.78,736.65,3461.27,602.86,5,1,457.62,863.61,43.46,2447.84,3328.51,1369.54,6,,9730.01,2447.83,1620.76,44601.54,1528.3,118.71,77.29,81.01,30,5,24735.58,6,82690.43,2598.78,,2020-04-26,5-1
3628.62,209.57,241.12,55831.52,626.19,3380.79,607.97,5,1,446.91,849.69,42.1,2456.74,3370.51,1372.28,6,,9607.98,2456.73,1673.38,45875.78,1516.27,118.01,76.37,77.42,30,5,24962.09,6,85142.81,2676.81,,2020-04-27,5-1
3724.49,192.21,237.93,57203.43,542.91,3302.2,612.78,5,1,436.47,835.95,40.72,2464.41,3410.58,1370.99,6,,9484.54,2464.41,1725.54,47165.51,1503.36,117.22,75.41,73.89,30,5,25176.19,6,87603.48,2753.86,,2020-04-28,5-1
3817.98,176.13,234.73,58574.35,478.16,3225.4,617.29,5,1,426.29,822.39,39.33,2470.85,3448.76,1370.93,6,,9359.98,2470.84,1777.24,48470.61,1489.66,116.35,74.43,70.45,30,5,25377.78,6,90071.21,2829.92,,2020-04-29,5-1
3909.08,161.43,231.54,59944.52,426.29,3150.33,621.5,5,1,416.35,808.96,37.94,2476.03,3485.06,1368.99,6,,9234.55,2476.03,1828.43,49278.26,1475.25,115.42,73.42,67.11,30,5,25566.75,6,92544.75,2904.96,,2020-04-30,5-1
3997.78,148.1,228.34,61309.78,383.59,3076.91,625.41,5,1,406.64,795.58,36.55,2479.95,3519.48,1361.6,6,,9108.4,2479.95,1879.1,49682.69,1460.23,114.42,72.4,63.4,30,5,25742.99,6,95022.84,2978.96,,2020-05-01,5-1
4084.07,136.04,225.15,62669.01,347.61,3005.09,629,5,1,397.16,782.42,35.18,2482.6,3552.04,1357.54,6,,8981.68,2482.6,1925.45,50047.92,1444.65,113.37,71.36,59.74,30,5,25906.39,6,97504.22,3051.91,,2020-05-02,5-1
4167.97,125.13,221.97,64025.49,316.68,2934.8,632.28,5,1,387.89,769.54,33.81,2483.98,3582.73,1355.85,6,,8854.7,2483.97,1960.01,50379.78,1428.59,112.27,70.31,56.23,30,5,26056.86,6,99987.61,3123.79,,2020-05-03,5-1
4249.48,115.25,218.79,65380.88,289.68,2865.99,635.26,5,1,378.82,756.92,32.47,2484.08,3611.56,1353.62,6,,8727.74,2484.08,1993.22,50682.73,1412.12,111.12,69.25,52.86,30,5,26194.28,6,102471.75,3194.6,,2020-05-04,5-1
4354.32,106.29,215.64,66728.61,265.79,2798.63,637.91,5,1,369.95,744.43,31.15,2482.91,3638.52,1341.62,6,,8600.99,2482.91,2025.08,50960.28,1395.3,109.93,68.19,49.64,30,5,26318.56,6,104955.35,3264.32,,2020-05-05,5-1
4463.75,98.13,212.5,68065.97,244.45,2732.66,640.25,5,1,361.28,732.03,29.86,2480.48,3663.61,1334.1,6,,8474.5,2480.48,2055.64,51215.25,1378.16,108.7,67.12,46.59,30,5,26429.62,6,107437.15,3332.95,,2020-05-06,5-1
4571.93,90.68,209.37,69397.32,225.23,2668.04,642.27,5,1,352.78,719.82,28.6,2476.79,3686.83,1329.41,6,,8348.38,2476.79,2084.91,51449.97,1360.78,107.44,66.05,43.68,30,5,26527.4,6,109915.89,3400.49,,2020-05-07,5-1
