model_team,pointNA,target_end_date
SWC.TerminusCM,2676,2020-06-26
UA.EpiCovDA,2494,2020-06-26
UCLA.SuEIR,2529.6660843898,2020-06-26
CU.80contactw10p,2976,2020-06-26
YYG.ParamSearch,2805.52808010737,2020-06-27
LANL.GrowthRate,2594.3812108309,2020-06-27
MIT_CovidAnalytics.DELPHI,2457,2020-06-27
MOBS_NEU.GLEAM_COVID,2538.740718565,2020-06-27
PSI.DRAFT,2545.5,2020-06-27
USACE.ERDC_SEIR,2281.41433518888,2020-06-27
UT.Mobility,2462.40458737336,2020-06-27
YYG.ParamSearch,2805.52808010737,2020-06-27
Auquan.SEIR,3538,2020-06-27
CU.80contact1x10p,2516,2020-06-27
CU.80contact1x5p,2513,2020-06-27
CU.80contactw5p,2510,2020-06-27
CU.nochange,2504,2020-06-27
CU.select,2513,2020-06-27
Covid19Sim.Simulator,2364.28481701719,2020-06-27
CovidActNow.SEIR_CAN,,2020-06-27
IowaStateLW.STEM,2535,2020-06-27
JHU_IDD.CovidSP,2936.62333333333,2020-06-27
SWC.TerminusCM,2700,2020-06-27
UA.EpiCovDA,2502,2020-06-27
Auquan.SEIR,3538,2020-06-27
COVIDhub.ensemble,2592.45045569402,2020-06-27
CU.80contact1x10p,2516,2020-06-27
CU.80contact1x5p,2513,2020-06-27
CU.80contactw5p,2510,2020-06-27
CU.nochange,2504,2020-06-27
CU.select,2513,2020-06-27
Covid19Sim.Simulator,2364.28481701719,2020-06-27
CovidActNow.SEIR_CAN,,2020-06-27
GT_CHHS.COVID19,2794.333333,2020-06-27
IHME.CurveFit,2776.99315038969,2020-06-27
IowaStateLW.STEM,2535,2020-06-27
JHU_IDD.CovidSP,2936.62333333333,2020-06-27
LANL.GrowthRate,2594.3812108309,2020-06-27
MIT_CovidAnalytics.DELPHI,2457,2020-06-27
MOBS_NEU.GLEAM_COVID,2538.740718565,2020-06-27
PSI.DRAFT,2545.5,2020-06-27
SWC.TerminusCM,2700,2020-06-27
UA.EpiCovDA,2502,2020-06-27
UCLA.SuEIR,2543.4133112268,2020-06-27
UMass.MechBayes,2546,2020-06-27
USACE.ERDC_SEIR,2281.41433518888,2020-06-27
UT.Mobility,2462.40458737336,2020-06-27
GT.DeepCOVID,2862.4764,2020-06-27
YYG.ParamSearch,2836.15978947589,2020-06-28
LANL.GrowthRate,2610.93917560409,2020-06-28
MIT_CovidAnalytics.DELPHI,2466,2020-06-28
MOBS_NEU.GLEAM_COVID,2552.47444057011,2020-06-28
PSI.DRAFT,2566,2020-06-28
USACE.ERDC_SEIR,2295.28211790391,2020-06-28
UT.Mobility,2471.6299045968,2020-06-28
Auquan.SEIR,3567,2020-06-28
CU.80contact1x10p,2538,2020-06-28
CU.80contact1x5p,2532,2020-06-28
CU.80contactw5p,2531,2020-06-28
CU.nochange,2524,2020-06-28
CU.select,2532,2020-06-28
Covid19Sim.Simulator,2373.99208305144,2020-06-28
CovidActNow.SEIR_CAN,,2020-06-28
IowaStateLW.STEM,2541,2020-06-28
JHU_IDD.CovidSP,2978.74,2020-06-28
SWC.TerminusCM,2724,2020-06-28
UA.EpiCovDA,2509,2020-06-28
UCLA.SuEIR,2556.76133539892,2020-06-28
YYG.ParamSearch,2866.87125906522,2020-06-29
LANL.GrowthRate,2625.37726254967,2020-06-29
MIT_CovidAnalytics.DELPHI,2474,2020-06-29
MOBS_NEU.GLEAM_COVID,2565.94589743294,2020-06-29
PSI.DRAFT,2587,2020-06-29
USACE.ERDC_SEIR,2308.87374210342,2020-06-29
UT.Mobility,2479.50042970373,2020-06-29
Auquan.SEIR,3595,2020-06-29
CU.80contact1x10p,2563,2020-06-29
CU.80contact1x5p,2553,2020-06-29
CU.80contactw5p,2552,2020-06-29
CU.nochange,2542,2020-06-29
CU.select,2553,2020-06-29
Covid19Sim.Simulator,2383.76246847468,2020-06-29
CovidActNow.SEIR_CAN,,2020-06-29
IowaStateLW.STEM,2548,2020-06-29
JHU_IDD.CovidSP,3020.79,2020-06-29
SWC.TerminusCM,2748,2020-06-29
UA.EpiCovDA,2516,2020-06-29
UCLA.SuEIR,2569.71935800598,2020-06-29
YYG.ParamSearch,2897.64598203621,2020-06-30
LANL.GrowthRate,2640.84407892678,2020-06-30
MIT_CovidAnalytics.DELPHI,2482,2020-06-30
MOBS_NEU.GLEAM_COVID,2579.11763952031,2020-06-30
PSI.DRAFT,2609.5,2020-06-30
USACE.ERDC_SEIR,2322.19660603302,2020-06-30
UT.Mobility,2488.61455557229,2020-06-30
Auquan.SEIR,3620,2020-06-30
CU.80contact1x10p,2589,2020-06-30
CU.80contact1x5p,2576,2020-06-30
CU.80contactw5p,2579,2020-06-30
CU.nochange,2562,2020-06-30
CU.select,2576,2020-06-30
Covid19Sim.Simulator,2393.52325102515,2020-06-30
CovidActNow.SEIR_CAN,,2020-06-30
IowaStateLW.STEM,2554,2020-06-30
JHU_IDD.CovidSP,3064.09333333333,2020-06-30
SWC.TerminusCM,2771,2020-06-30
UA.EpiCovDA,2523,2020-06-30
UCLA.SuEIR,2582.29642309221,2020-06-30
YYG.ParamSearch,2928.46856016158,2020-07-01
LANL.GrowthRate,2654.75694909782,2020-07-01
MIT_CovidAnalytics.DELPHI,2489,2020-07-01
MOBS_NEU.GLEAM_COVID,2592.04981900624,2020-07-01
PSI.DRAFT,2632,2020-07-01
USACE.ERDC_SEIR,2335.25175811136,2020-07-01
UT.Mobility,2496.76818303091,2020-07-01
Auquan.SEIR,3644,2020-07-01
CU.80contact1x10p,2612,2020-07-01
CU.80contact1x5p,2594,2020-07-01
CU.80contactw5p,2601,2020-07-01
CU.nochange,2584,2020-07-01
CU.select,2594,2020-07-01
Covid19Sim.Simulator,2403.26210118836,2020-07-01
CovidActNow.SEIR_CAN,,2020-07-01
IowaStateLW.STEM,2560,2020-07-01
JHU_IDD.CovidSP,3106.57666666667,2020-07-01
SWC.TerminusCM,2795,2020-07-01
UA.EpiCovDA,2529,2020-07-01
UCLA.SuEIR,2594.50141874672,2020-07-01
YYG.ParamSearch,2959.3252084713,2020-07-02
LANL.GrowthRate,2669.05744333621,2020-07-02
MIT_CovidAnalytics.DELPHI,2496,2020-07-02
MOBS_NEU.GLEAM_COVID,2604.74070127496,2020-07-02
PSI.DRAFT,2653,2020-07-02
USACE.ERDC_SEIR,2348.03595079704,2020-07-02
UT.Mobility,2504.31610419609,2020-07-02
Auquan.SEIR,3666,2020-07-02
CU.80contact1x10p,2633,2020-07-02
CU.80contact1x5p,2618,2020-07-02
CU.80contactw5p,2629,2020-07-02
CU.nochange,2604,2020-07-02
CU.select,2618,2020-07-02
Covid19Sim.Simulator,2412.98043565093,2020-07-02
CovidActNow.SEIR_CAN,,2020-07-02
IowaStateLW.STEM,2565,2020-07-02
JHU_IDD.CovidSP,3149.66666666667,2020-07-02
SWC.TerminusCM,2818,2020-07-02
UA.EpiCovDA,2535,2020-07-02
UCLA.SuEIR,2606.34312454075,2020-07-02
YYG.ParamSearch,2990.20119988571,2020-07-03
LANL.GrowthRate,2682.34384023336,2020-07-03
MIT_CovidAnalytics.DELPHI,2503,2020-07-03
MOBS_NEU.GLEAM_COVID,2617.17999015345,2020-07-03
PSI.DRAFT,2672,2020-07-03
USACE.ERDC_SEIR,2360.556622042,2020-07-03
UT.Mobility,2513.43023006466,2020-07-03
Auquan.SEIR,3687,2020-07-03
CU.80contact1x10p,2656,2020-07-03
CU.80contact1x5p,2642,2020-07-03
CU.80contactw5p,2659,2020-07-03
CU.nochange,2624,2020-07-03
CU.select,2642,2020-07-03
Covid19Sim.Simulator,2422.67957758381,2020-07-03
CovidActNow.SEIR_CAN,,2020-07-03
IowaStateLW.STEM,2569,2020-07-03
JHU_IDD.CovidSP,3192.31,2020-07-03
SWC.TerminusCM,2842,2020-07-03
UA.EpiCovDA,2541,2020-07-03
UCLA.SuEIR,2617.8309067881,2020-07-03
YYG.ParamSearch,3021.08133497705,2020-07-04
LANL.GrowthRate,2695.7592900623,2020-07-04
MIT_CovidAnalytics.DELPHI,2510,2020-07-04
MOBS_NEU.GLEAM_COVID,2629.38561675041,2020-07-04
PSI.DRAFT,2692,2020-07-04
USACE.ERDC_SEIR,2372.81936676517,2020-07-04
UT.Mobility,2521.51033940462,2020-07-04
Auquan.SEIR,3706,2020-07-04
CU.80contact1x10p,2684,2020-07-04
CU.80contact1x5p,2665,2020-07-04
CU.80contactw5p,2685,2020-07-04
CU.nochange,2643,2020-07-04
CU.select,2665,2020-07-04
Covid19Sim.Simulator,2432.36076248765,2020-07-04
CovidActNow.SEIR_CAN,,2020-07-04
IowaStateLW.STEM,2573,2020-07-04
JHU_IDD.CovidSP,3234.69,2020-07-04
SWC.TerminusCM,2865,2020-07-04
UA.EpiCovDA,2546,2020-07-04
YYG.ParamSearch,3021.08133497705,2020-07-04
Auquan.SEIR,3706,2020-07-04
COVIDhub.ensemble,2715.87255025162,2020-07-04
CU.80contact1x10p,2684,2020-07-04
CU.80contact1x5p,2665,2020-07-04
CU.80contactw5p,2685,2020-07-04
CU.nochange,2643,2020-07-04
CU.select,2665,2020-07-04
Covid19Sim.Simulator,2432.36076248765,2020-07-04
CovidActNow.SEIR_CAN,,2020-07-04
GT_CHHS.COVID19,3057.333333,2020-07-04
IHME.CurveFit,3019.26356085281,2020-07-04
IowaStateLW.STEM,2573,2020-07-04
JHU_IDD.CovidSP,3234.69,2020-07-04
LANL.GrowthRate,2695.7592900623,2020-07-04
MIT_CovidAnalytics.DELPHI,2510,2020-07-04
MOBS_NEU.GLEAM_COVID,2629.38561675041,2020-07-04
PSI.DRAFT,2692,2020-07-04
SWC.TerminusCM,2865,2020-07-04
UA.EpiCovDA,2546,2020-07-04
UCLA.SuEIR,2628.97414904743,2020-07-04
UMass.MechBayes,2643,2020-07-04
USACE.ERDC_SEIR,2372.81936676517,2020-07-04
UT.Mobility,2521.51033940462,2020-07-04
YYG.ParamSearch,3051.95012654534,2020-07-05
LANL.GrowthRate,2707.83418733127,2020-07-05
MIT_CovidAnalytics.DELPHI,2516,2020-07-05
MOBS_NEU.GLEAM_COVID,2641.3530960982,2020-07-05
PSI.DRAFT,2713.5,2020-07-05
USACE.ERDC_SEIR,2384.83137682331,2020-07-05
UT.Mobility,2528.09593380604,2020-07-05
Auquan.SEIR,3724,2020-07-05
CU.80contact1x10p,2713,2020-07-05
CU.80contact1x5p,2689,2020-07-05
CU.80contactw5p,2725,2020-07-05
CU.nochange,2662,2020-07-05
CU.select,2689,2020-07-05
Covid19Sim.Simulator,2442.02514367221,2020-07-05
IowaStateLW.STEM,2576,2020-07-05
SWC.TerminusCM,2888,2020-07-05
UA.EpiCovDA,2551,2020-07-05
UCLA.SuEIR,2639.78192890086,2020-07-05
YYG.ParamSearch,3082.79225935029,2020-07-06
LANL.GrowthRate,2719.93835308532,2020-07-06
MIT_CovidAnalytics.DELPHI,2521,2020-07-06
MOBS_NEU.GLEAM_COVID,2653.12429350257,2020-07-06
PSI.DRAFT,2737.5,2020-07-06
USACE.ERDC_SEIR,2396.59096885456,2020-07-06
UT.Mobility,2535.8911124405,2020-07-06
Auquan.SEIR,3741,2020-07-06
CU.80contact1x10p,2745,2020-07-06
CU.80contact1x5p,2713,2020-07-06
CU.80contactw5p,2765,2020-07-06
CU.nochange,2683,2020-07-06
CU.select,2713,2020-07-06
Covid19Sim.Simulator,2451.67379739287,2020-07-06
IowaStateLW.STEM,2580,2020-07-06
SWC.TerminusCM,2911,2020-07-06
UA.EpiCovDA,2556,2020-07-06
UCLA.SuEIR,2650.26309486648,2020-07-06
YYG.ParamSearch,3113.59280876489,2020-07-07
LANL.GrowthRate,2730.95563629241,2020-07-07
MIT_CovidAnalytics.DELPHI,2527,2020-07-07
PSI.DRAFT,2754,2020-07-07
USACE.ERDC_SEIR,2408.10910888305,2020-07-07
Auquan.SEIR,3756,2020-07-07
Covid19Sim.Simulator,2461.30772766609,2020-07-07
IowaStateLW.STEM,2584,2020-07-07
SWC.TerminusCM,2934,2020-07-07
UA.EpiCovDA,2562,2020-07-07
UCLA.SuEIR,2660.42627273681,2020-07-07
YYG.ParamSearch,3144.33689250543,2020-07-08
LANL.GrowthRate,2743.70811452529,2020-07-08
MIT_CovidAnalytics.DELPHI,2532,2020-07-08
PSI.DRAFT,2772,2020-07-08
USACE.ERDC_SEIR,2419.38573298196,2020-07-08
Auquan.SEIR,3771,2020-07-08
Covid19Sim.Simulator,2470.92787078375,2020-07-08
IowaStateLW.STEM,2587,2020-07-08
SWC.TerminusCM,2957,2020-07-08
UA.EpiCovDA,2565,2020-07-08
UCLA.SuEIR,2670.2798716932,2020-07-08
YYG.ParamSearch,3175.00960553799,2020-07-09
LANL.GrowthRate,2757.47077034651,2020-07-09
MIT_CovidAnalytics.DELPHI,2537,2020-07-09
PSI.DRAFT,2791,2020-07-09
USACE.ERDC_SEIR,2430.42314119423,2020-07-09
Auquan.SEIR,3784,2020-07-09
Covid19Sim.Simulator,2480.53509954549,2020-07-09
IowaStateLW.STEM,2589,2020-07-09
SWC.TerminusCM,2980,2020-07-09
UCLA.SuEIR,2679.83209020637,2020-07-09
YYG.ParamSearch,3205.59603641432,2020-07-10
LANL.GrowthRate,2770.01618155754,2020-07-10
MIT_CovidAnalytics.DELPHI,2542,2020-07-10
PSI.DRAFT,2806.5,2020-07-10
USACE.ERDC_SEIR,2441.20730103437,2020-07-10
Auquan.SEIR,3797,2020-07-10
Covid19Sim.Simulator,2490.13022722662,2020-07-10
IowaStateLW.STEM,2592,2020-07-10
SWC.TerminusCM,3003,2020-07-10
UCLA.SuEIR,2689.09092173259,2020-07-10
