cumulative_fatalities_upper_bound,hospitalizations_lower_bound,icu_num,cumulative_cases_num,cases_lower_bound,current_hospitalizations_lower_bound,icu_upper_bound,location_id,intervention_date_id,current_icu_lower_bound,hospitalizations_num,fatalities_lower_bound,hospitalizations_upper_bound,current_icu_upper_bound,cases_num,portfolio_id,data_type,current_hospitalizations_num,cases_upper_bound,cumulative_fatalities_lower_bound,cumulative_cases_lower_bound,current_icu_num,fatalities_upper_bound,fatalities_num,icu_lower_bound,intervention_length,intervention_level,current_hospitalizations_upper_bound,future_scenario_id,cumulative_cases_upper_bound,cumulative_fatalities_num,date_str,date,scenario
213.5,125.51,45.32,7305.02,409.55,791.6,110.68,11,2,82.25,243.58,5.99,541.97,354.45,434.95,6,,1530.27,534.64,41.65,6312.1,164.59,26.84,14.04,22.35,30,5,3196.03,12,8857.97,104.17,,2020-04-12,5-2
241.26,124.59,47,7742.95,416.31,815.2,115.95,11,2,90.97,234.48,6.61,525.33,388.73,440.87,6,,1598.46,519.66,48.11,6774.48,179.23,28.72,15.09,23.66,30,5,3365.66,12,9385.47,119.12,,2020-04-13,5-2
269.96,122.59,48.15,8186.34,423.01,829.56,119.89,11,2,99.5,223.66,7.22,502.54,420.54,445.47,6,,1650.09,499.92,55.19,7202.31,192.83,30.91,16.04,24.78,30,5,3498.65,12,9895.51,135.05,,2020-04-14,5-2
299.25,119.75,48.81,8632.96,395.12,835.38,122.47,11,2,107.66,212.16,7.82,480.17,449.17,447.6,6,,1685.55,478.45,62.85,7635.37,205.12,32.85,16.85,25.71,30,5,3593.63,12,10384.14,151.83,,2020-04-15,5-2
328.81,116.27,49.01,9080.65,344.27,833.56,123.84,11,2,115.32,200.08,8.38,455.78,474.08,445.52,6,,1705.92,474.61,71.09,8034.07,215.91,34.53,17.52,26.44,30,5,3653.59,12,10849.91,169.34,,2020-04-16,5-2
358.34,112.33,48.8,9518.66,299.74,825.1,124.12,11,2,122.33,187.53,8.91,429.57,494.92,429.66,6,,1712.36,481.52,79.86,8356.28,225.07,35.91,18.06,26.98,30,5,3681.81,12,11309.54,187.43,,2020-04-17,5-2
387.57,107.47,48.23,9941.27,238.79,811,123.44,11,2,124.84,174.91,9.4,404.45,511.57,415.06,6,,1706.07,488.35,89.13,8636.67,232.53,36.99,18.45,27.33,30,5,3681.09,12,11774.49,205.96,,2020-04-18,5-2
417.89,100.99,47.35,10346.64,183.83,792.08,121.95,11,2,124.98,162.4,9.84,380.4,524.04,394.65,6,,1688.44,495.11,98.85,8880.19,238.28,37.77,18.71,27.47,30,5,3655.28,12,12245.87,224.79,,2020-04-19,5-2
456.38,86.28,46.2,10731.2,146.8,768.56,119.78,11,2,124.18,150.31,10.23,357.42,532.45,373.91,6,,1660.83,501.79,108.97,9092,242.35,38.26,18.84,27.35,30,5,3608.11,12,12723.77,243.8,,2020-04-20,5-2
495.2,71.58,44.83,11092.76,120.42,741.04,117.08,11,2,122.5,138.68,10.55,335.57,537.03,348.57,6,,1624.78,497.39,119.43,9276.41,244.79,38.49,18.85,26.59,30,5,3543.32,12,13208.14,262.85,,2020-04-21,5-2
534.08,59.33,43.29,11427.13,99.1,710.09,113.95,11,2,120.02,127.66,10.82,314.87,538.09,320.51,6,,1581.75,503.83,130.18,9437.01,245.68,38.46,18.74,25.66,30,5,3464.02,12,13698.89,281.83,,2020-04-22,5-2
572.79,49.24,41.62,11736.22,79.9,676.66,110.49,11,2,116.85,117.47,11.02,295.3,535.97,298.02,6,,1533.1,510.2,141.15,9576.98,245.15,38.21,18.54,24.63,30,5,3372.98,12,14195.97,300.63,,2020-04-23,5-2
611.12,40.98,39.87,12024.53,65.03,641.73,106.77,11,2,113.06,108.09,11.16,276.85,530.98,278.95,6,,1480.2,516.49,152.29,9699.04,243.31,37.76,18.24,23.53,30,5,3272.63,12,14699.37,319.17,,2020-04-24,5-2
648.87,34.3,38.06,12294.43,55.37,606.09,102.89,11,2,108.81,99.49,11.24,259.63,523.54,262.01,6,,1424.35,522.72,163.53,9806.03,240.32,37.13,17.86,22.38,30,5,3165.37,12,15208.89,337.35,,2020-04-25,5-2
685.89,29.5,36.25,12553.79,53.33,560.54,98.92,11,2,104.2,91.73,11.27,245.06,513.98,258.11,6,,1366.87,528.89,174.82,9902.96,236.33,36.35,17.43,20.37,30,5,3053.82,12,15724.52,355.11,,2020-04-26,5-2
722.04,27.15,34.48,12816.08,59.19,501.03,95,11,2,99.36,87.3,11.25,235.19,502.67,268.19,6,,1309.46,534.98,186.12,9996.88,231.5,35.46,16.94,18.08,30,5,2941.98,12,16246.21,372.4,,2020-04-27,5-2
757.22,27.41,32.83,13094.11,70.74,448.16,91.34,11,2,94.46,85.17,11.19,231.36,490.11,289.18,6,,1254.83,541.01,197.38,10095.14,226.03,34.47,16.43,16.08,30,5,2835.42,12,16773.9,389.19,,2020-04-28,5-2
791.36,30.03,31.37,13397.22,85.7,402.61,88.13,11,2,89.66,87.6,10.25,234.09,476.86,317.84,6,,1205.26,546.97,208.56,10204.18,220.14,33.43,15.9,14.39,30,5,2739.69,12,17307.51,405.45,,2020-04-29,5-2
824.44,31.52,30.18,13731.57,102.47,364.75,85.55,11,2,85.06,89.38,9.3,243.35,463.52,351.43,6,,1163.61,552.87,219.65,10329.16,214.1,32.37,15.4,13.03,30,5,2697.03,12,17846.98,421.2,,2020-04-30,5-2
856.47,33.72,29.28,14101.27,120.07,334.65,83.76,11,2,77.33,95.77,8.46,258.88,450.76,387.79,6,,1130.9,558.7,230.62,10474.12,208.17,31.34,14.92,11.99,30,5,2678.98,12,18392.26,436.46,,2020-05-01,5-2
887.49,36.85,28.72,14504.59,138.06,312.05,82.86,11,2,70.51,104.18,7.74,280.36,439.22,418.73,6,,1108.78,564.47,241.49,10642.22,202.6,30.37,14.51,11.25,30,5,2673.07,12,18943.28,451.29,,2020-05-02,5-2
917.59,40.69,28.52,14936.66,156.26,296.53,82.97,11,2,64.68,114.37,7.15,307.5,429.53,444.81,6,,1098.11,570.17,252.25,10835.95,197.62,29.5,14.16,10.8,30,5,2681.93,12,19499.98,465.74,,2020-05-03,5-2
946.89,45.07,28.68,15392.99,174.74,287.52,84.16,11,2,59.83,126.39,6.68,340.18,426.4,466.72,6,,1099.45,587.23,262.95,11057.65,193.47,28.76,13.89,10.61,30,5,2707.9,12,20062.3,479.91,,2020-05-04,5-2
975.55,49.91,29.22,15869.01,193.62,284.46,86.49,11,2,55.95,140.01,6.33,378.49,427.83,485.14,6,,1113.23,593.37,273.6,11309.43,190.32,28.18,13.73,10.64,30,5,2753.19,12,20630.18,493.88,,2020-05-05,5-2
1003.75,55.13,30.13,16363.21,213.1,286.75,90.02,11,2,53.03,155.3,6.09,422.54,430.25,502.85,6,,1139.66,598.94,284.26,11593.55,188.33,27.79,13.67,10.89,30,5,2820.06,12,21203.55,507.76,,2020-05-06,5-2
1031.69,60.72,31.42,16873.8,233.4,293.87,94.82,11,2,51.02,172.22,5.96,472.57,433.99,518.38,6,,1179.05,604.44,294.97,11912.45,187.65,27.62,13.73,11.31,30,5,2910.73,12,21782.37,521.66,,2020-05-07,5-2
1059.61,66.67,33.09,17399,254.72,305.38,100.95,11,2,49.86,191.06,5.92,529.13,439.39,531.7,6,,1231.78,609.89,305.82,12268.88,188.4,27.67,13.9,11.9,30,5,3027.59,12,22366.58,535.71,,2020-05-08,5-2
1087.75,73,35.16,17937.37,277.26,320.9,108.47,11,2,49.5,211.99,5.98,592.57,446.8,545.12,6,,1298.4,615.27,316.85,12665.99,190.69,27.98,14.21,12.64,30,5,3224.75,12,22956.1,550.03,,2020-05-09,5-2
1116.39,79.75,37.65,18489.82,301.23,340.15,117.48,11,2,49.89,235.2,6.13,663.45,457.09,560.56,6,,1379.6,629.11,328.15,13107.36,194.64,28.57,14.65,13.52,30,5,3473.4,12,23560.27,564.77,,2020-05-10,5-2
1145.82,86.94,40.57,19058.86,326.82,362.9,128.09,11,2,50.98,261.11,6.35,743.79,479.86,577.7,6,,1476.25,716.44,339.79,13597.06,200.37,29.45,15.24,14.53,30,5,3768.58,12,24230.86,580.07,,2020-05-11,5-2
1176.36,94.62,43.96,19645.29,354.23,389.03,140.46,11,2,52.73,290,6.65,834.79,508.6,594.91,6,,1589.52,812.97,351.87,14139.67,207.98,30.65,15.97,15.66,30,5,4115.06,12,24994.27,596.09,,2020-05-12,5-2
1208.34,102.84,47.86,20248.45,383.64,418.46,154.76,11,2,55.1,322.16,7.02,936.37,543.83,611.56,6,,1720.71,918.94,364.48,14639.25,217.63,32.19,16.88,16.92,30,5,4517.55,12,25859.46,612.98,,2020-05-13,5-2
1242.13,111.64,52.3,20867.83,415.26,451.17,171.12,11,2,58.06,357.84,7.47,1048.65,586.11,626.76,6,,1871.26,1034.73,377.72,15038.51,229.45,34.09,17.95,18.29,30,5,4980.23,12,26835.49,630.94,,2020-05-14,5-2
1278.11,121.09,57.34,21503.56,449.28,487.2,189.68,11,2,61.59,397.34,7.97,1171.85,635.99,645.77,6,,2042.72,1160.74,391.72,15470.57,243.63,36.39,19.22,19.65,30,5,5506.99,12,27932.37,650.13,,2020-05-15,5-2
1316.72,131.24,63.01,22160.68,485.91,526.64,210.55,11,2,65.69,441.09,8.55,1306.06,694.05,668.4,6,,2236.82,1297.19,406.6,15937.94,260.33,39.12,20.68,21.18,30,5,6101.45,12,29160.46,670.78,,2020-05-16,5-2
1358.42,142.16,69.38,22840.86,525.38,569.61,233.82,11,2,70.33,489.46,8.99,1451,760.85,693.15,6,,2455.56,1443.91,422.49,16443.34,279.76,42.31,22.37,22.87,30,5,6766.77,12,30530.17,693.11,,2020-05-17,5-2
1403.7,153.9,76.5,23549.1,567.9,616.29,259.55,11,2,75.53,542.81,9.4,1605.53,836.89,725.88,6,,2701.02,1599.88,439.55,16989.71,302.15,46,24.3,24.71,30,5,7505.14,12,32051.35,717.35,,2020-05-18,5-2
1453.1,166.53,84.44,24294.24,613.72,666.88,287.7,11,2,81.3,601.44,9.86,1766.69,922.6,764.9,6,,2975.43,1762.18,457.96,17580.24,327.72,50.25,26.48,26.7,30,5,8316.63,12,33732.02,743.78,,2020-05-19,5-2
1507.24,180.14,93.23,25082.18,624.18,721.61,318.06,11,2,87.64,665.33,10.38,1927.51,1018.23,812.6,6,,3280.96,1923.92,476.56,18218.16,356.73,55.1,28.95,28.85,30,5,9196.74,12,35575.49,772.7,,2020-05-20,5-2
1566.77,194.78,102.94,25921.01,628.79,780.76,350.03,11,2,94.58,734.05,10.96,2073.18,1123.61,865.58,6,,3619.34,2070.32,487.41,18891.35,389.45,60.63,31.73,31.15,30,5,10131.33,12,37574.66,804.45,,2020-05-21,5-2
1632.42,210.37,113.55,26814.05,633.36,844.57,382.28,11,2,102.14,806.35,11.6,2177.31,1237.77,921.47,6,,3991.34,2175.04,498.9,19571.14,426.1,66.91,34.85,33.64,30,5,11088.13,12,39702.03,839.46,,2020-05-22,5-2
1705.01,226.42,125.01,27764.4,637.88,912.93,412.5,11,2,110.34,880.25,12.3,2209.7,1358.25,979.14,6,,4396.09,2207.92,511.1,20255.66,466.88,74.01,38.33,36.34,30,5,12009.86,12,41900.55,878.23,,2020-05-23,5-2
1785.44,243.07,137.21,28771.49,642.36,985.6,437.92,11,2,119.2,954.3,13.08,2166.94,1480.72,1034.59,6,,4830.96,2165.54,524.08,20944.75,511.85,82.02,42.2,39.25,30,5,12826.31,12,44093.34,921.38,,2020-05-24,5-2
1874.72,260.73,150.06,29834.41,646.79,1062.6,456.76,11,2,128.72,1028.48,13.94,2088.26,1599.49,1093.37,6,,5292.81,2087.15,537.93,21638.36,560.99,91.05,46.48,42.42,30,5,13491.73,12,46221.3,969.6,,2020-05-25,5-2
1974,279.62,163.51,30959.52,651.17,1144.27,469.16,11,2,138.89,1103.76,14.88,2081.79,1709.24,1157.27,6,,5779.2,2075.38,552.72,22336.42,614.21,101.2,51.19,45.87,30,5,14008.69,12,48270.75,1023.62,,2020-05-26,5-2
2084.73,300.04,177.56,32151.37,693.27,1231.21,476.61,11,2,149.76,1180.93,15.92,2190.44,1806.44,1226.6,6,,6289.04,2185.16,568.56,23038.93,671.46,112.64,56.34,49.62,30,5,14411.01,12,50260.92,1084.23,,2020-05-27,5-2
2208.31,322.16,192.2,33413.47,697.6,1323.98,480.6,11,2,161.35,1258.23,17.05,2222.15,1889.97,1297.35,6,,6820.35,2217.85,585.54,23745.76,732.6,125.55,61.95,53.72,30,5,14731.55,12,52212.91,1152.07,,2020-05-28,5-2
2346.95,346.22,207.34,34745.22,701.88,1423.39,482.49,11,2,173.72,1332.98,18.3,2244.38,1959.84,1366.17,6,,7369.78,2229.1,603.77,24456.89,797.55,140.32,68.02,58.19,30,5,14996.78,12,54144.87,1227.98,,2020-05-29,5-2
2503.81,372.43,222.78,36144.31,706.12,1530.28,483.19,11,2,186.96,1403.27,19.67,2405.05,2017.25,1430.84,6,,7931.33,2391.71,623.39,25172.29,866.08,157.53,74.56,62.57,30,5,15343.85,12,56065.88,1312.84,,2020-05-30,5-2
2683.73,401.01,238.26,37603.9,710.3,1645.57,501.07,11,2,201.15,1465.42,21.16,2517.5,2063.83,1486.45,6,,8497.41,2505.92,644.51,25891.9,937.78,178.08,81.59,67.27,30,5,15655.44,12,57981.38,1407.65,,2020-05-31,5-2
2941.09,432.19,253.35,39113.06,714.45,1770.23,528.9,11,2,216.4,1517.08,22.8,2555.02,2101.36,1529.67,6,,9057.62,2545.03,667.29,26615.66,1011.97,202.88,89.13,72.37,30,5,15922.66,12,59893.72,1513.53,,2020-06-01,5-2
3251.64,466.21,267.7,40660.82,718.54,1905.3,545.37,11,2,232.82,1557.2,24.6,2522.97,2131.51,1565.09,6,,9601.88,2514.36,691.89,27343.55,1087.7,231.8,97.16,77.89,30,5,16157.17,12,61803.86,1631.75,,2020-06-02,5-2
3585.3,503.34,281.2,42241.81,722.59,2051.88,551.23,11,2,250.55,1593.94,26.57,2461.52,2155.76,1596.81,6,,10124.69,2454.08,718.47,28075.49,1163.92,263.05,105.58,83.9,30,5,16366.46,12,63712.03,1763.53,,2020-06-03,5-2
3940.9,543.84,294.01,43856.09,737.97,2211.17,550.62,11,2,269.71,1632.48,28.72,2406.98,2175.33,1632.39,6,,10627.35,2400.51,747.24,28811.47,1239.81,294.05,114.26,90.42,30,5,16555.38,12,65618.08,1909.82,,2020-06-04,5-2
4317.05,588.02,306.24,45506.63,741.92,2384.41,547.57,11,2,290.47,1672.3,31.07,2372.53,2223.99,1668.83,6,,11113.15,2366.87,778.39,29551.41,1314.82,322.59,123.14,97.52,30,5,16727.17,12,67521.72,2071.42,,2020-06-05,5-2
4712.22,636.17,317.87,47193.23,745.83,2572.95,544.57,11,2,312.98,1710.44,33.64,2353.56,2279.88,1704.28,6,,11583.67,2348.6,812.15,30295.29,1388.47,347.34,132.18,105.25,30,5,16884.08,12,69422.53,2249.02,,2020-06-06,5-2
5139.66,688.63,328.76,48914.83,749.69,2778.2,542.51,11,2,337.42,1745.04,36.46,2345.22,2321.22,1738.05,6,,12037.56,2340.87,848.79,31043.05,1460.33,368.06,141.38,113.67,30,5,17027.73,12,71320.05,2443.33,,2020-06-07,5-2
5682.47,745.74,338.76,50667.78,753.51,3001.65,541.55,11,2,363.98,1775.19,39.54,2450.18,2351.92,1766.77,6,,12472.38,2440.84,888.58,31794.65,1529.83,385.1,150.75,122.84,30,5,17159.35,12,73213.82,2655.06,,2020-06-08,5-2
6267.08,807.85,347.73,52446.34,757.28,3244.9,541.52,11,2,392.86,1799.49,42.92,2525.71,2375.04,1789.57,6,,12885.28,2519.83,931.85,32550.05,1596.32,399.11,160.23,132.82,30,5,17279.88,12,75103.34,2884.88,,2020-06-09,5-2
6891.28,875.4,355.59,54245.49,812.51,3509.61,542.07,11,2,424.26,1818.18,46.61,2554.68,2392.92,1808.81,6,,13273.36,2552.18,979.02,33326.8,1659.19,410.81,169.72,143.68,30,5,17390.09,12,76988.12,3133.36,,2020-06-10,5-2
7553.32,949.68,362.36,56062.54,896.62,3798,542.97,11,2,458.41,1832.94,50.65,2554.11,2407.05,1824.8,6,,13634.52,2550.1,1030.58,34180.94,1717.92,420.74,179.06,155.52,30,5,17490.63,12,78867.69,3400.86,,2020-06-11,5-2
8251.57,1031.28,368.19,57894.08,986.64,4112.9,544.03,11,2,495.6,1845,55.05,2537.95,2418.46,1837.98,6,,13968.68,2533.77,1087.18,35122.09,1772.16,429.3,188.09,168.45,30,5,17582.04,12,80741.55,3687.53,,2020-06-12,5-2
8984.45,1120.09,373.23,59737.79,1082.64,4456.92,547.48,11,2,536.13,1855.11,59.83,2520.91,2427.81,1849.15,6,,14276.88,2518.4,1149.77,36156.3,1821.83,436.78,196.72,182.57,30,5,17664.8,12,82609.24,3993.26,,2020-06-13,5-2
9750.31,1216.23,377.6,61591.66,1184.79,4832.09,561.18,11,2,580.31,1863.34,65.01,2513.33,2435.54,1858.25,6,,14560.2,2510.65,1219.69,37289.5,1866.99,443.38,204.9,197.97,30,5,17739.33,12,84470.29,4317.76,,2020-06-14,5-2
10547.37,1319.75,381.37,63453.46,1293.36,5240.31,570.08,11,2,628.46,1869.28,70.56,2510.37,2441.95,1864.93,6,,14819.41,2508.32,1298.78,38528.03,1907.83,449.24,212.61,214.72,30,5,17806.03,12,86324.24,4660.62,,2020-06-15,5-2
11373.64,1333.39,384.65,65321.02,1332.78,5683.23,575.74,11,2,680.88,1873.7,76.44,2512.53,2447.25,1869.98,6,,15055.07,2510.73,1389.16,39878.45,1944.57,454.46,219.83,232.87,30,5,17865.24,12,88170.62,5021.3,,2020-06-16,5-2
12226.95,1330.05,387.58,67193.28,1329.51,6162.31,579.6,11,2,737.83,1877.73,82.58,2516.53,2451.57,1874.54,6,,15268.7,2514.98,1492.86,41347.55,1977.5,459.12,226.54,252.49,30,5,17917.31,12,90008.99,5399.12,,2020-06-17,5-2
13104.94,1326.6,390.26,69070.13,1326.12,6678.74,582.52,11,2,799.58,1881.94,88.9,2521.77,2462.02,1879.2,6,,15462.4,2520.43,1611.43,42942.19,2006.98,463.26,232.74,273.6,30,5,17962.57,12,91838.88,5793.27,,2020-06-18,5-2
14005.07,1323.05,392.78,70951.52,1322.61,7233.3,584.99,11,2,866.34,1885.84,95.35,2527.11,2474.73,1883.49,6,,15638.11,2525.96,1745.9,44669.1,2033.38,466.93,238.46,283.7,30,5,18001.3,12,93659.82,6202.86,,2020-06-19,5-2
14924.68,1319.39,395.14,72836.81,1319,7826.04,587.18,11,2,938.27,1888.93,101.84,2532.35,2484.9,1886.91,6,,15796.96,2531.35,1896.99,46534.46,2057.05,470.17,243.74,283.35,30,5,18033.82,12,95471.33,6626.94,,2020-06-20,5-2
15860.97,1315.66,397.34,74725.11,1315.3,8455.71,589.14,11,2,1015.45,1891.3,108.31,2537.08,2493.08,1889.56,6,,15939.78,2536.22,2065.23,48543.15,2078.26,473,248.61,283.11,30,5,18060.39,12,97272.92,7064.52,,2020-06-21,5-2
16811.06,1311.84,399.36,76615.88,1311.52,9118.83,590.88,11,2,1097.8,1893.49,114.66,2541.24,2499.68,1891.99,6,,16067.68,2540.5,2251.03,50697.47,2097.22,475.44,253.09,282.94,30,5,18081.3,12,99064.07,7514.59,,2020-06-22,5-2
17772.05,1307.94,401.22,78509.06,1307.65,9808.04,592.39,11,2,1184.97,1895.68,120.79,2544.68,2505.01,1894.38,6,,16182.13,2544.04,2454.69,52995.03,2114.1,477.53,257.22,282.82,30,5,18096.79,12,100901.21,7976.1,,2020-06-23,5-2
18741.02,1303.99,402.92,80404.49,1303.72,10510.02,593.66,11,2,1276.22,1897.48,126.62,2547.36,2509.27,1896.37,6,,16284.34,2546.81,2676.35,55425.83,2129.08,479.27,261.02,282.74,30,5,18107.14,12,103237.41,8447.98,,2020-06-24,5-2
19715.09,1299.97,404.43,82301.39,1299.73,11203.39,594.67,11,2,1370.09,1898.2,132.08,2594.68,2512.63,1897.24,6,,16374.87,2590.24,2916.05,57968.86,2142.26,480.68,264.51,282.67,30,5,18112.57,12,105569.08,8929.16,,2020-06-25,5-2
20691.44,1295.9,405.73,84198.32,1295.68,11861.12,595.42,11,2,1464.38,1897.18,137.14,2657.38,2515.19,1896.35,6,,16453.63,2653.71,3173.72,60593.37,2153.75,481.78,267.71,282.61,30,5,18113.33,12,107895.67,9418.57,,2020-06-26,5-2
21667.35,1291.77,406.76,86093.41,1291.58,12455.97,595.92,11,2,1556.17,1894.31,141.77,2685.91,2517.04,1893.59,6,,16520.23,2682.88,3406.57,63263.76,2163.57,482.59,270.64,282.56,30,5,18109.63,12,110216.65,9915.18,,2020-06-27,5-2
22640.22,1287.6,407.51,87985.01,1287.42,12971.04,596.17,11,2,1642.29,1890.05,145.99,2691.96,2518.26,1889.43,6,,16574.52,2689.46,3653.85,65951.05,2171.75,483.11,273.28,282.5,30,5,18101.69,12,112531.49,10417.94,,2020-06-28,5-2
23607.59,1283.38,407.99,89872.01,1283.22,13405.2,596.16,11,2,1719.98,1885.07,148.17,2689.98,2518.89,1884.53,6,,16617,2687.9,3924.02,68550.55,2178.31,483.36,275.66,282.43,30,5,18089.71,12,114839.68,10925.81,,2020-06-29,5-2
24567.15,1279.12,408.25,91753.94,1278.98,13768.95,595.89,11,2,1787.73,1879.76,146.91,2689.28,2518.98,1879.29,6,,16648.62,2687.55,4217.72,69997.78,2183.31,483.34,277.75,282.35,30,5,18073.89,12,117140.67,11437.74,,2020-06-30,5-2
25516.77,1274.82,408.34,93630.51,1274.68,14076.59,595.38,11,2,1845.3,1874.24,145.55,2692.92,2518.55,1873.83,6,,16670.44,2691.47,4534.98,71444.45,2186.86,483.2,279.58,282.26,30,5,18054.41,12,119433.97,11952.68,,2020-07-01,5-2
26454.52,1270.09,408.34,95501.45,1269.97,14340.89,594.66,11,2,1875.4,1868.24,144.05,2698.83,2517.65,1867.88,6,,16683.31,2697.62,4875.42,72890.38,2189.09,485.14,281.13,282.23,30,5,18031.33,12,121719.02,12469.62,,2020-07-02,5-2
27378.7,1264.7,408.38,97365.7,1264.59,14566.64,593.85,11,2,1871.1,1860.54,142.4,2696.93,2516.42,1860.23,6,,16687.23,2695.91,5238.2,74334.06,2190.24,486.63,282.33,282.44,30,5,18004.16,12,123995.14,12987.48,,2020-07-03,5-2
28287.53,1259.44,408.38,99221.04,1259.34,14749.27,592.77,11,2,1866.42,1850.26,140.58,2681.87,2515.07,1849.99,6,,16681.02,2681.01,5621.37,75771.82,2190.55,487.67,283.18,282.8,30,5,17972.7,12,126261.3,13504.9,,2020-07-04,5-2
29178.94,1254.21,408.23,101064.78,1254.12,14884.25,591.2,11,2,1861.42,1837.29,138.57,2656.09,2513.7,1837.05,6,,16663.25,2655.35,6021.55,77199.59,2190.12,488.3,283.67,283.17,30,5,17937.36,12,128516.02,14020.09,,2020-07-05,5-2
30050.65,1248.75,407.82,102894.33,1248.67,14970.88,588.98,11,2,1856.08,1821.87,136.36,2623.53,2512.37,1821.66,6,,16632.79,2622.9,6434.29,78614.25,2188.98,488.52,283.81,283.46,30,5,17898.29,12,130757.42,14531.01,,2020-07-06,5-2
30900.34,1242.83,407.12,104707.36,1242.75,14815.4,586,11,2,1850.38,1804.24,133.91,2586.51,2511.06,1804.06,6,,16588.9,2585.96,6854.61,80013.99,2187.09,488.32,283.58,283.6,30,5,17855.42,12,132983.55,15035.49,,2020-07-07,5-2
31725.78,1236.39,406.09,106501.73,1236.32,14623.81,582.15,11,2,1844.27,1784.51,131.2,2545.85,2509.7,1784.35,6,,16531.06,2545.38,7277.55,81397.94,2184.4,487.7,282.97,283.57,30,5,17808.6,12,135192.4,15531.47,,2020-07-08,5-2
32525.01,1229.45,404.72,108275.35,1229.39,14408.35,579.8,11,2,1837.68,1762.66,128.2,2501.42,2508.25,1762.52,6,,16458.91,2501.01,7698.51,82765.88,2180.85,486.66,281.97,283.36,30,5,17757.66,12,137382.04,16017,,2020-07-09,5-2
33296.4,1222.06,402.98,110026.02,1222,14164.77,577.2,11,2,1830.55,1738.56,124.88,2452.52,2506.65,1738.43,6,,16371.98,2452.17,8113.47,84117.9,2176.35,485.17,280.59,282.98,30,5,17702.52,12,139550.35,16490.43,,2020-07-10,5-2
34038.58,1214.27,400.85,111751.36,1214.21,13888.2,574.12,11,2,1822.8,1711.91,121.22,2398.02,2504.85,1711.79,6,,16269.71,2397.71,8519.11,85454.2,2170.84,483.25,278.82,282.44,30,5,17643.12,12,141695.31,16950.35,,2020-07-11,5-2
34750.62,1206.12,398.29,113448.64,1206.07,13572.93,570.5,11,2,1814.36,1682.35,117.23,2336.38,2502.79,1682.25,6,,16151.27,2336.11,8912.81,86774.98,2164.21,480.9,276.66,281.75,30,5,17579.44,12,143814.66,17395.66,,2020-07-12,5-2
35431.93,1136.07,395.27,115114.74,1136.07,13213.07,566.31,11,2,1805.16,1649.44,112.89,2268.56,2500.46,1649.35,6,,16015.55,2268.53,9292.61,88080.34,2156.35,478.13,274.1,280.92,30,5,17511.52,12,145905.89,17825.53,,2020-07-13,5-2
36082.22,1040.41,391.73,116746.07,1040.41,12802.9,561.46,11,2,1795.11,1612.73,108.22,2222.16,2497.82,1612.65,6,,15861.18,2222.13,9657.15,89370.29,2147.12,474.94,271.15,279.95,30,5,17439.36,12,147966.18,18239.43,,2020-07-14,5-2
36701.53,935.62,387.59,118338.64,935.62,12338.13,555.84,11,2,1784.13,1571.84,103.26,2169.34,2494.85,1571.77,6,,15686.52,2169.31,10005.58,90644.67,2136.35,471.33,267.79,278.85,30,5,17362.99,12,149992.25,18637.03,,2020-07-15,5-2
37290.14,827.26,382.79,119888.25,846.76,11818.45,549.29,11,2,1772.11,1526.62,98.05,2108.34,2491.53,1527.54,6,,15489.93,2108.32,10337.52,91903.21,2123.84,467.3,264.01,277.62,30,5,17282.39,12,151980.2,19018.22,,2020-07-16,5-2
37848.56,772.31,377.31,121394.08,849.29,11273.11,541.59,11,2,1758.93,1479.65,92.96,2036.82,2487.84,1483.41,6,,15271.12,2036.8,10652.93,93145.48,2109.38,462.86,259.82,272.09,30,5,17197.54,12,153925.37,19383.02,,2020-07-17,5-2
38377.48,662.2,371.04,122855.9,840.84,10709.58,532.45,11,2,1744.43,1426.29,87.9,1951.64,2483.75,1440,6,,15029.07,1951.62,10952.07,94370.87,2092.76,457.99,255.22,258.7,30,5,17108.36,12,155822.15,19731.63,,2020-07-18,5-2
38877.77,530.03,363.88,124272.54,843.36,10083.97,521.47,11,2,1717.7,1366.56,82.75,1848.95,2479.25,1392.54,6,,14760.46,1848.94,11235.28,95578.6,2073.71,452.67,250.18,243.75,30,5,17014.76,12,157663.7,20064.33,,2020-07-19,5-2
39350.41,425.59,355.87,125639.47,845.85,9410.48,508.89,11,2,1655.6,1303.66,77.54,1771.31,2474.29,1340.58,6,,14463.9,1770.99,11502.88,96767.7,2051.98,446.88,244.69,228.15,30,5,16916.59,12,159441.86,20381.45,,2020-07-20,5-2
39796.47,347.14,347.09,126952.44,838,8721.1,499.96,11,2,1586.53,1238.85,72.06,1730.24,2468.84,1285.1,6,,14140.47,1729.95,11755.01,97936.98,2027.42,440.58,238.73,212.2,30,5,16813.64,12,161147.02,20683.36,,2020-07-21,5-2
40217.09,283.34,337.57,128205.93,639.26,8035.73,489.42,11,2,1511.46,1172.46,66.48,1683.77,2462.86,1221,6,,13791.56,1683.52,11991.59,99084.98,1999.98,433.74,232.34,196.32,30,5,16705.67,12,162768.28,20970.46,,2020-07-22,5-2
40613.36,229.41,327.32,129395.64,476.77,7365.2,477.02,11,2,1431.26,1103.02,61.34,1630.59,2456.27,1158.74,6,,13418.17,1630.37,12212.48,100209.94,1969.59,426.27,225.55,181.6,30,5,16592.34,12,164294,21243.19,,2020-07-23,5-2
