date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,fips
2020-06-10,13,808,4,21,2,72,1.18,0.58,1,8903,723,278675,396,314,,02020,2020
2020-06-11,14,808,4,21,3,72,1.14,0.58,1,9066,736,278504,403,322,,02020,2020
2020-06-12,14,808,4,21,3,72,1.14,0.58,2,9232,751,278330,411,331,,02020,2020
2020-06-13,14,808,4,21,3,72,1.1,0.58,2,9402,765,278153,418,339,,02020,2020
2020-06-14,14,808,4,21,3,72,1.1,0.58,3,9574,779,277973,426,345,,02020,2020
2020-06-15,15,808,5,21,3,72,1.1,0.58,3,9750,794,277789,434,346,,02020,2020
2020-06-16,15,808,5,21,3,72,1.1,0.56,4,9928,809,277603,442,354,,02020,2020
2020-06-17,15,808,5,21,3,72,1.06,0.58,4,10110,824,277413,450,354,,02020,2020
2020-06-18,16,808,5,21,3,72,1.06,0.58,5,10300,840,277215,458,349,29195,02020,2020
2020-06-19,16,808,5,21,3,72,,,6,10490,855,277016,466,,,02020,2020
2020-06-20,16,808,5,21,3,72,,,6,10683,870,276817,473,,,02020,2020
2020-06-21,16,808,5,21,3,72,,,7,10877,885,276617,478,,,02020,2020
2020-06-22,17,808,5,21,3,72,,,7,11073,899,276417,482,,,02020,2020
2020-06-23,17,808,5,21,3,72,,,8,11270,911,276217,485,,,02020,2020
2020-06-24,17,808,5,21,3,72,,,8,11469,922,276018,486,,,02020,2020
2020-06-25,18,808,6,21,3,72,,,9,11667,931,275819,487,,,02020,2020
2020-06-26,18,808,6,21,4,72,,,10,11866,939,275621,486,,,02020,2020
2020-06-27,18,808,6,21,4,72,,,10,12064,944,275425,484,,,02020,2020
2020-06-28,18,808,6,21,4,72,,,11,12261,948,275231,481,,,02020,2020
2020-06-29,19,808,6,21,4,72,,,11,12456,950,275039,477,,,02020,2020
2020-06-30,19,808,6,21,4,72,,,12,12650,949,274850,472,,,02020,2020
2020-07-01,19,808,6,21,4,72,,,13,12842,947,274665,466,,,02020,2020
2020-07-02,19,808,6,21,4,72,,,13,13031,943,274483,459,,,02020,2020
2020-07-03,19,808,6,21,4,72,,,14,13216,936,274305,451,,,02020,2020
2020-07-04,19,808,6,21,4,72,,,15,13399,929,274130,444,,,02020,2020
2020-07-05,19,808,6,21,4,72,,,15,13579,920,273956,437,,,02020,2020
2020-07-06,19,808,6,21,4,72,,,16,13756,910,273785,431,,,02020,2020
2020-07-07,19,808,6,21,4,72,,,17,13931,900,273615,426,,,02020,2020
2020-07-08,19,808,6,21,4,72,,,17,14104,890,273448,421,,,02020,2020
2020-07-09,19,808,6,21,4,72,,,18,14275,880,273282,416,,,02020,2020
2020-07-10,19,808,6,21,4,72,,,19,14443,869,273119,411,,,02020,2020
2020-07-11,19,808,6,21,4,72,,,19,14610,859,272957,406,,,02020,2020
2020-07-12,19,808,6,21,4,72,,,20,14775,849,272797,401,,,02020,2020
2020-07-13,19,808,6,21,4,72,,,21,14937,839,272640,396,,,02020,2020
2020-07-14,19,808,6,21,4,72,,,21,15098,829,272484,391,,,02020,2020
2020-07-15,18,808,6,21,4,72,,,22,15256,820,272330,386,,,02020,2020
2020-07-16,18,808,6,21,4,72,,,23,15413,810,272178,381,,,02020,2020
2020-07-17,18,808,6,21,4,72,,,23,15568,800,272028,377,,,02020,2020
2020-07-18,18,808,6,21,4,72,,,24,15721,790,271880,372,,,02020,2020
2020-07-19,18,808,6,21,4,72,,,25,15872,781,271734,367,,,02020,2020
2020-07-20,18,808,6,21,4,72,,,25,16021,771,271589,363,,,02020,2020
2020-07-21,17,808,6,21,4,72,,,26,16168,762,271447,358,,,02020,2020
2020-07-22,17,808,5,21,4,72,,,26,16313,752,271306,354,,,02020,2020
2020-07-23,17,808,5,21,3,72,,,27,16457,743,271167,349,,,02020,2020
2020-07-24,17,808,5,21,3,72,,,28,16598,733,271030,345,,,02020,2020
2020-07-25,17,808,5,21,3,72,,,28,16738,724,270895,340,,,02020,2020
2020-07-26,16,808,5,21,3,72,,,29,16876,715,270761,336,,,02020,2020
2020-07-27,16,808,5,21,3,72,,,29,17012,706,270629,331,,,02020,2020
2020-07-28,16,808,5,21,3,72,,,30,17146,697,270499,327,,,02020,2020
2020-07-29,16,808,5,21,3,72,,,31,17279,688,270371,323,,,02020,2020
2020-07-30,16,808,5,21,3,72,,,31,17410,679,270244,318,,,02020,2020
2020-07-31,15,808,5,21,3,72,,,32,17539,670,270119,314,,,02020,2020
2020-08-01,15,808,5,21,3,72,,,32,17667,662,269996,310,,,02020,2020
2020-08-02,15,808,5,21,3,72,,,33,17792,653,269875,306,,,02020,2020
2020-08-03,15,808,5,21,3,72,,,33,17916,644,269755,302,,,02020,2020
2020-08-04,15,808,5,21,3,72,,,34,18039,636,269636,298,,,02020,2020
2020-08-05,14,808,4,21,3,72,,,34,18159,628,269520,294,,,02020,2020
2020-08-06,14,808,4,21,3,72,,,35,18279,619,269404,290,,,02020,2020
2020-08-07,14,808,4,21,3,72,,,35,18396,611,269291,286,,,02020,2020
2020-08-08,14,808,4,21,3,72,,,36,18512,603,269179,282,,,02020,2020
2020-08-09,14,808,4,21,3,72,,,36,18626,595,269068,278,,,02020,2020
2020-08-10,14,808,4,21,3,72,,,37,18739,587,268960,274,,,02020,2020
2020-08-11,13,808,4,21,3,72,,,37,18850,579,268852,270,,,02020,2020
2020-08-12,13,808,4,21,3,72,,,38,18960,571,268746,267,,,02020,2020
2020-08-13,13,808,4,21,3,72,,,38,19068,563,268642,263,,,02020,2020
2020-08-14,13,808,4,21,3,72,,,39,19175,555,268539,259,,,02020,2020
2020-08-15,13,808,4,21,3,72,,,39,19280,548,268437,256,,,02020,2020
2020-08-16,12,808,4,21,2,72,,,40,19383,540,268337,252,,,02020,2020
2020-08-17,12,808,4,21,2,72,,,40,19485,533,268239,248,,,02020,2020
2020-08-18,12,808,4,21,2,72,,,40,19586,525,268142,245,,,02020,2020
2020-08-19,12,808,4,21,2,72,,,41,19686,518,268046,241,,,02020,2020
2020-08-20,12,808,4,21,2,72,,,41,19783,511,267951,238,,,02020,2020
2020-08-21,12,808,4,21,2,72,,,42,19880,503,267858,235,,,02020,2020
2020-08-22,11,808,3,21,2,72,,,42,19975,496,267766,231,,,02020,2020
2020-08-23,11,808,3,21,2,72,,,43,20069,489,267676,228,,,02020,2020
2020-08-24,11,808,3,21,2,72,,,43,20161,482,267587,225,,,02020,2020
2020-08-25,11,808,3,21,2,72,,,43,20252,476,267499,221,,,02020,2020
2020-08-26,11,808,3,21,2,72,,,44,20342,469,267412,218,,,02020,2020
2020-08-27,11,808,3,21,2,72,,,44,20431,462,267327,215,,,02020,2020
2020-08-28,10,808,3,21,2,72,,,45,20518,455,267243,212,,,02020,2020
2020-08-29,10,808,3,21,2,72,,,45,20604,449,267160,209,,,02020,2020
2020-08-30,10,808,3,21,2,72,,,45,20689,442,267078,206,,,02020,2020
2020-08-31,10,808,3,21,2,72,,,46,20772,436,266998,203,,,02020,2020
2020-09-01,10,808,3,21,2,72,,,46,20854,430,266919,200,,,02020,2020
2020-09-02,10,808,3,21,2,72,,,46,20935,424,266841,197,,,02020,2020
2020-09-03,10,808,3,21,2,72,,,47,21016,417,266763,194,,,02020,2020
2020-09-04,9,808,3,21,2,72,,,47,21095,411,266687,191,,,02020,2020
2020-09-05,9,808,3,21,2,72,,,47,21172,405,266612,188,,,02020,2020
2020-09-06,9,808,3,21,2,72,,,48,21249,399,266538,185,,,02020,2020
2020-09-07,9,808,3,21,2,72,,,48,21325,393,266466,182,,,02020,2020
2020-09-08,9,808,3,21,2,72,,,48,21399,388,266394,180,,,02020,2020
2020-09-09,9,808,3,21,2,72,,,49,21472,382,266323,177,,,02020,2020
2020-09-10,9,808,2,21,2,72,,,49,21544,376,266254,174,,,02020,2020
2020-09-11,8,808,2,21,2,72,,,49,21615,371,266186,172,,,02020,2020
2020-09-12,8,808,2,21,2,72,,,50,21685,365,266118,169,,,02020,2020
2020-09-13,8,808,2,21,2,72,,,50,21754,360,266052,167,,,02020,2020
2020-09-14,8,808,2,21,1,72,,,50,21823,354,265986,164,,,02020,2020
2020-09-15,8,808,2,21,1,72,,,51,21890,349,265921,162,,,02020,2020
2020-09-16,8,808,2,21,1,72,,,51,21956,344,265858,159,,,02020,2020
2020-09-17,8,808,2,21,1,72,,,51,22021,338,265795,157,,,02020,2020
2020-09-18,8,808,2,21,1,72,,,51,22085,333,265733,154,,,02020,2020
2020-03-19,0,195,0,4,0,12,,,0,0,21,96801,26,5,,02090,2090
2020-03-20,0,195,0,4,0,12,,,0,11,28,96783,31,6,,02090,2090
2020-03-21,0,195,0,4,0,12,,,0,26,36,96761,39,7,,02090,2090
2020-03-22,0,195,0,4,0,12,,,0,44,45,96733,49,7,,02090,2090
2020-03-23,0,195,0,4,0,12,,,0,67,58,96697,62,7,,02090,2090
2020-03-24,0,195,0,4,0,12,,,0,96,73,96651,79,9,,02090,2090
2020-03-25,0,195,0,4,0,12,,,0,132,93,96595,99,11,,02090,2090
2020-03-26,0,195,0,4,0,12,,,0,177,116,96529,120,15,,02090,2090
2020-03-27,0,195,0,4,0,12,,,0,230,143,96452,143,19,,02090,2090
2020-03-28,0,195,0,4,0,12,,,0,294,174,96364,168,23,,02090,2090
2020-03-29,0,195,0,4,0,12,,,0,367,209,96266,193,28,,02090,2090
2020-03-30,0,195,0,4,0,12,,,0,451,246,96158,217,31,,02090,2090
2020-03-31,1,195,0,4,0,12,,,0,544,285,96042,239,35,,02090,2090
2020-04-01,1,195,0,4,0,12,,,0,646,324,95922,258,40,,02090,2090
2020-04-02,1,195,0,4,0,12,,,0,754,362,95799,272,42,,02090,2090
2020-04-03,1,195,0,4,0,12,,,0,867,398,95678,280,42,,02090,2090
2020-04-04,1,195,0,4,0,12,,,0,982,428,95564,280,46,,02090,2090
2020-04-05,2,195,0,4,0,12,,,0,1095,451,95458,272,53,,02090,2090
2020-04-06,2,195,0,4,0,12,,,0,1203,465,95367,256,54,,02090,2090
2020-04-07,2,195,0,4,0,12,,,0,1303,470,95291,232,65,,02090,2090
2020-04-08,2,195,0,4,0,12,,,0,1393,464,95224,208,71,,02090,2090
2020-04-09,2,195,0,4,0,12,,,0,1475,452,95159,192,73,,02090,2090
2020-04-10,3,195,1,4,0,12,,,0,1550,437,95096,179,76,,02090,2090
2020-04-11,3,195,1,4,0,12,,,0,1622,420,95035,169,76,,02090,2090
2020-04-12,3,195,1,4,0,12,,,0,1689,403,94977,160,79,,02090,2090
2020-04-13,3,195,1,4,0,12,,,0,1753,386,94921,152,79,,02090,2090
2020-04-14,3,195,1,4,0,12,,,0,1814,370,94867,145,79,,02090,2090
2020-04-15,3,195,1,4,0,12,,,0,1872,354,94815,139,79,,02090,2090
2020-04-16,3,195,1,4,0,12,,,0,1927,339,94766,132,79,,02090,2090
2020-04-17,3,195,1,4,0,12,,,0,1980,324,94719,127,79,,02090,2090
2020-04-18,3,195,1,4,0,12,,,0,2031,310,94674,121,79,,02090,2090
2020-04-19,3,195,1,4,0,12,,,0,2079,296,94631,116,79,,02090,2090
2020-04-20,2,195,1,4,0,12,,,0,2125,283,94590,110,79,,02090,2090
2020-04-21,2,195,0,4,0,12,,,0,2170,271,94550,106,79,,02090,2090
2020-04-22,2,195,0,4,0,12,,,0,2212,259,94512,102,79,,02090,2090
2020-04-23,2,195,0,4,0,12,,,0,2253,248,94473,99,79,,02090,2090
2020-04-24,2,195,0,4,0,12,,,0,2294,239,94435,98,79,,02090,2090
2020-04-25,2,195,0,4,0,12,,,0,2333,230,94396,97,79,,02090,2090
2020-04-26,2,195,0,4,0,12,,,0,2373,223,94357,96,80,,02090,2090
2020-04-27,2,195,0,4,0,12,,,0,2412,218,94318,96,80,,02090,2090
2020-04-28,2,195,0,4,0,12,,,0,2452,213,94278,97,81,,02090,2090
2020-04-29,2,195,0,4,0,12,,,0,2491,209,94237,97,81,,02090,2090
2020-04-30,2,195,0,4,0,12,,,0,2531,207,94196,98,81,,02090,2090
2020-05-01,2,195,0,4,0,12,,,0,2572,205,94154,100,82,,02090,2090
2020-05-02,2,195,0,4,0,12,,,0,2614,205,94110,102,83,,02090,2090
2020-05-03,2,195,0,4,0,12,,,0,2656,205,94066,104,83,,02090,2090
2020-05-04,2,195,0,4,0,12,,,0,2699,206,94019,107,83,,02090,2090
2020-05-05,2,195,0,4,0,12,,,0,2744,208,93972,110,83,,02090,2090
2020-05-06,1,195,0,4,0,12,,,0,2790,211,93922,114,83,,02090,2090
2020-05-07,1,195,0,4,0,12,,,0,2837,215,93873,116,83,,02090,2090
2020-05-08,1,195,0,4,0,12,,,0,2885,219,93822,119,83,,02090,2090
2020-05-09,1,195,0,4,0,12,,,0,2934,223,93770,121,83,,02090,2090
2020-05-10,1,195,0,4,0,12,,,0,2984,227,93718,124,84,,02090,2090
2020-05-11,1,195,0,4,0,12,,,0,3035,231,93665,126,85,,02090,2090
2020-05-12,1,195,0,4,0,12,,,0,3087,235,93610,128,85,,02090,2090
2020-05-13,1,195,0,4,0,12,,,0,3140,240,93555,130,85,,02090,2090
2020-05-14,1,195,0,4,0,12,,,0,3194,244,93499,133,85,,02090,2090
2020-05-15,2,195,0,4,0,12,,,0,3249,248,93442,135,85,,02090,2090
2020-05-16,2,195,0,4,0,12,,,0,3305,253,93384,138,85,,02090,2090
2020-05-17,2,195,0,4,0,12,,,0,3361,257,93324,140,85,,02090,2090
2020-05-18,2,195,0,4,0,12,,,0,3419,262,93264,142,85,,02090,2090
2020-05-19,2,195,0,4,0,12,,,0,3478,267,93203,145,85,,02090,2090
2020-05-20,2,195,0,4,0,12,,,0,3538,272,93140,147,85,,02090,2090
2020-05-21,2,195,0,4,0,12,,,0,3599,276,93077,150,85,,02090,2090
2020-05-22,2,195,0,4,0,12,,,0,3661,281,93013,153,85,,02090,2090
2020-05-23,2,195,0,4,0,12,,,0,3724,286,92947,155,85,,02090,2090
2020-05-24,2,195,0,4,0,12,,,0,3788,291,92880,158,85,,02090,2090
2020-05-25,2,195,0,4,0,12,,,0,3853,296,92813,160,85,,02090,2090
2020-05-26,2,195,0,4,0,12,,,0,3919,301,92744,163,85,,02090,2090
2020-05-27,2,195,0,4,0,12,,,0,3986,306,92674,166,85,,02090,2090
2020-05-28,2,195,0,4,0,12,,,0,4055,311,92603,169,85,,02090,2090
2020-05-29,2,195,0,4,0,12,,,0,4124,317,92530,171,85,,02090,2090
2020-05-30,2,195,0,4,0,12,,,0,4195,322,92457,174,85,,02090,2090
2020-05-31,2,195,0,4,0,12,,,0,4266,327,92382,177,85,,02090,2090
2020-06-01,2,195,0,4,0,12,,,0,4339,333,92307,180,85,,02090,2090
2020-06-02,2,195,0,4,0,12,,,0,4413,338,92230,183,85,,02090,2090
2020-06-03,2,195,0,4,0,12,,,0,4489,344,92152,185,85,,02090,2090
2020-06-04,2,195,0,4,0,12,,,0,4565,349,92073,188,85,,02090,2090
2020-06-05,2,195,0,4,0,12,,,0,4643,355,91992,191,86,,02090,2090
2020-06-06,2,195,0,4,0,12,,,0,4721,360,91910,194,86,,02090,2090
2020-06-07,2,195,0,4,0,12,,,0,4801,366,91828,197,86,,02090,2090
2020-06-08,2,195,0,4,0,12,,,0,4882,372,91743,200,86,,02090,2090
2020-06-09,2,195,0,4,0,12,,,0,4965,377,91658,203,86,,02090,2090
2020-06-10,2,195,0,4,0,12,,,0,5048,383,91572,206,86,,02090,2090
2020-06-11,3,195,0,4,0,12,,,0,5133,389,91484,209,89,,02090,2090
2020-06-12,3,195,1,4,0,12,,,0,5219,395,91395,212,90,,02090,2090
2020-06-13,3,195,1,4,0,12,,,0,5306,401,91304,215,94,,02090,2090
2020-06-14,3,195,1,4,0,12,,,0,5395,406,91213,218,98,,02090,2090
2020-06-15,3,195,1,4,0,12,,,0,5485,412,91120,221,98,,02090,2090
2020-06-16,3,195,1,4,0,12,,,1,5576,418,91026,224,98,,02090,2090
2020-06-17,3,195,1,4,0,12,,,1,5668,424,90931,227,98,,02090,2090
2020-06-18,3,195,1,4,0,12,,,1,5761,430,90834,230,104,5460,02090,2090
2020-06-19,3,195,1,4,0,12,,,1,5856,436,90737,233,,,02090,2090
2020-06-20,3,195,1,4,0,12,,,2,5952,442,90639,235,,,02090,2090
2020-06-21,3,195,1,4,0,12,,,2,6048,448,90540,237,,,02090,2090
2020-06-22,3,195,1,4,0,12,,,2,6145,453,90443,238,,,02090,2090
2020-06-23,3,195,1,4,0,12,,,3,6242,457,90345,238,,,02090,2090
2020-06-24,3,195,1,4,0,12,,,3,6339,460,90249,238,,,02090,2090
2020-06-25,3,195,1,4,0,12,,,3,6436,463,90153,237,,,02090,2090
2020-06-26,3,195,1,4,0,12,,,4,6533,465,90058,236,,,02090,2090
2020-06-27,3,195,1,4,0,12,,,4,6628,465,89964,234,,,02090,2090
2020-06-28,3,195,1,4,0,12,,,4,6723,465,89872,231,,,02090,2090
2020-06-29,3,195,1,4,0,12,,,5,6816,464,89781,228,,,02090,2090
2020-06-30,3,195,1,4,0,12,,,5,6909,462,89692,225,,,02090,2090
2020-07-01,3,195,1,4,0,12,,,5,7000,459,89605,221,,,02090,2090
2020-07-02,3,195,1,4,0,12,,,6,7089,455,89520,217,,,02090,2090
2020-07-03,3,195,1,4,0,12,,,6,7176,450,89437,212,,,02090,2090
2020-07-04,3,195,1,4,0,12,,,6,7262,445,89355,208,,,02090,2090
2020-07-05,3,195,1,4,0,12,,,7,7347,439,89275,204,,,02090,2090
2020-07-06,3,195,1,4,0,12,,,7,7429,432,89196,201,,,02090,2090
2020-07-07,3,195,1,4,0,12,,,7,7511,426,89118,197,,,02090,2090
2020-07-08,3,195,1,4,0,12,,,8,7591,419,89041,194,,,02090,2090
2020-07-09,3,195,1,4,0,12,,,8,7669,413,88966,191,,,02090,2090
2020-07-10,3,195,1,4,0,12,,,8,7746,406,88892,188,,,02090,2090
2020-07-11,3,195,1,4,0,12,,,8,7823,400,88819,185,,,02090,2090
2020-07-12,3,195,1,4,0,12,,,9,7897,394,88747,182,,,02090,2090
2020-07-13,3,195,1,4,0,12,,,9,7971,387,88676,179,,,02090,2090
2020-07-14,3,195,1,4,0,12,,,9,8043,381,88607,176,,,02090,2090
2020-07-15,3,195,1,4,0,12,,,10,8115,375,88538,173,,,02090,2090
2020-07-16,3,195,1,4,0,12,,,10,8185,369,88471,170,,,02090,2090
2020-07-17,3,195,1,4,0,12,,,10,8254,363,88405,167,,,02090,2090
2020-07-18,3,195,1,4,0,12,,,11,8321,357,88340,164,,,02090,2090
2020-07-19,3,195,1,4,0,12,,,11,8388,351,88277,161,,,02090,2090
2020-07-20,3,195,1,4,0,12,,,11,8453,345,88214,159,,,02090,2090
2020-07-21,3,195,1,4,0,12,,,12,8518,340,88152,156,,,02090,2090
2020-07-22,3,195,1,4,0,12,,,12,8581,334,88092,153,,,02090,2090
2020-07-23,3,195,1,4,0,12,,,12,8643,328,88032,151,,,02090,2090
2020-07-24,3,195,1,4,0,12,,,12,8704,323,87974,148,,,02090,2090
2020-07-25,3,195,1,4,0,12,,,13,8764,317,87916,145,,,02090,2090
2020-07-26,3,195,1,4,0,12,,,13,8823,312,87860,143,,,02090,2090
2020-07-27,2,195,1,4,0,12,,,13,8881,307,87805,140,,,02090,2090
2020-07-28,2,195,0,4,0,12,,,13,8938,301,87750,138,,,02090,2090
2020-07-29,2,195,0,4,0,12,,,14,8994,296,87697,135,,,02090,2090
2020-07-30,2,195,0,4,0,12,,,14,9049,291,87644,133,,,02090,2090
2020-07-31,2,195,0,4,0,12,,,14,9103,286,87593,131,,,02090,2090
2020-08-01,2,195,0,4,0,12,,,14,9156,281,87542,128,,,02090,2090
2020-08-02,2,195,0,4,0,12,,,15,9208,276,87492,126,,,02090,2090
2020-08-03,2,195,0,4,0,12,,,15,9259,271,87444,124,,,02090,2090
2020-08-04,2,195,0,4,0,12,,,15,9309,266,87396,121,,,02090,2090
2020-08-05,2,195,0,4,0,12,,,15,9358,261,87349,119,,,02090,2090
2020-08-06,2,195,0,4,0,12,,,16,9406,257,87302,117,,,02090,2090
2020-08-07,2,195,0,4,0,12,,,16,9454,252,87257,115,,,02090,2090
2020-08-08,2,195,0,4,0,12,,,16,9500,248,87213,113,,,02090,2090
2020-08-09,2,195,0,4,0,12,,,16,9546,243,87169,111,,,02090,2090
2020-08-10,2,195,0,4,0,12,,,16,9591,239,87126,109,,,02090,2090
2020-08-11,2,195,0,4,0,12,,,17,9635,234,87084,107,,,02090,2090
2020-08-12,2,195,0,4,0,12,,,17,9678,230,87043,105,,,02090,2090
2020-08-13,2,195,0,4,0,12,,,17,9721,226,87002,103,,,02090,2090
2020-08-14,2,195,0,4,0,12,,,17,9763,222,86962,101,,,02090,2090
2020-08-15,2,195,0,4,0,12,,,17,9803,218,86923,99,,,02090,2090
2020-08-16,2,195,0,4,0,12,,,18,9844,214,86885,97,,,02090,2090
2020-08-17,2,195,0,4,0,12,,,18,9883,210,86848,95,,,02090,2090
2020-08-18,2,195,0,4,0,12,,,18,9922,206,86811,93,,,02090,2090
2020-08-19,2,195,0,4,0,12,,,18,9959,202,86775,92,,,02090,2090
2020-08-20,1,195,0,4,0,12,,,18,9997,198,86739,90,,,02090,2090
2020-08-21,1,195,0,4,0,12,,,18,10033,194,86705,88,,,02090,2090
2020-08-22,1,195,0,4,0,12,,,19,10069,191,86670,86,,,02090,2090
2020-08-23,1,195,0,4,0,12,,,19,10104,187,86637,85,,,02090,2090
2020-08-24,1,195,0,4,0,12,,,19,10138,184,86604,83,,,02090,2090
2020-08-25,1,195,0,4,0,12,,,19,10172,180,86572,82,,,02090,2090
2020-08-26,1,195,0,4,0,12,,,19,10205,177,86540,80,,,02090,2090
2020-08-27,1,195,0,4,0,12,,,19,10238,173,86510,78,,,02090,2090
2020-08-28,1,195,0,4,0,12,,,20,10270,170,86479,77,,,02090,2090
2020-08-29,1,195,0,4,0,12,,,20,10301,167,86449,75,,,02090,2090
2020-08-30,1,195,0,4,0,12,,,20,10332,164,86420,74,,,02090,2090
2020-08-31,1,195,0,4,0,12,,,20,10362,160,86392,72,,,02090,2090
2020-09-01,1,195,0,4,0,12,,,20,10391,157,86364,71,,,02090,2090
2020-09-02,1,195,0,4,0,12,,,20,10420,154,86336,70,,,02090,2090
2020-09-03,1,195,0,4,0,12,,,20,10448,151,86309,68,,,02090,2090
2020-09-04,1,195,0,4,0,12,,,21,10476,148,86283,67,,,02090,2090
2020-09-05,1,195,0,4,0,12,,,21,10503,146,86257,66,,,02090,2090
2020-09-06,1,195,0,4,0,12,,,21,10530,143,86232,64,,,02090,2090
2020-09-07,1,195,0,4,0,12,,,21,10556,140,86207,63,,,02090,2090
2020-09-08,1,195,0,4,0,12,,,21,10582,137,86182,62,,,02090,2090
2020-09-09,1,195,0,4,0,12,,,21,10607,134,86158,61,,,02090,2090
2020-09-10,1,195,0,4,0,12,,,21,10631,132,86135,59,,,02090,2090
2020-09-11,1,195,0,4,0,12,,,21,10656,129,86112,58,,,02090,2090
2020-09-12,1,195,0,4,0,12,,,21,10679,127,86090,57,,,02090,2090
2020-09-13,1,195,0,4,0,12,,,22,10702,124,86068,56,,,02090,2090
2020-09-14,1,195,0,4,0,12,,,22,10725,122,86046,55,,,02090,2090
2020-09-15,1,195,0,4,0,12,,,22,10747,119,86025,54,,,02090,2090
2020-09-16,1,195,0,4,0,12,,,22,10769,117,86004,53,,,02090,2090
2020-09-17,1,195,0,4,0,12,,,22,10790,115,85984,52,,,02090,2090
2020-09-18,1,195,0,4,0,12,,,22,10811,112,85964,51,,,02090,2090
2020-04-06,0,70,0,1,0,5,1.02,1.72,0,0,6,58693,7,12,,02122,2122
2020-04-07,0,70,0,1,0,5,1.02,1.68,0,3,8,58688,9,12,,02122,2122
2020-04-08,0,70,0,1,0,5,0.92,1.6,0,8,11,58680,12,12,,02122,2122
2020-04-09,0,70,0,1,0,5,0.92,1.6,0,13,14,58671,15,13,,02122,2122
2020-04-10,0,70,0,1,0,5,0.92,1.6,0,21,18,58660,20,14,,02122,2122
2020-04-11,0,70,0,1,0,5,0.92,1.6,0,30,23,58645,25,14,,02122,2122
2020-04-12,0,70,0,1,0,5,0.92,1.6,0,42,29,58626,32,14,,02122,2122
2020-04-13,0,70,0,1,0,5,0.92,1.6,0,57,37,58602,41,14,,02122,2122
2020-04-14,0,70,0,1,0,5,0.92,1.6,0,76,48,58573,51,14,,02122,2122
2020-04-15,0,70,0,1,0,5,0.92,1.6,0,99,60,58539,62,15,,02122,2122
2020-04-16,0,70,0,1,0,5,0.94,1.6,0,127,74,58498,75,15,,02122,2122
2020-04-17,0,70,0,1,0,5,0.94,1.6,0,160,91,58451,88,16,,02122,2122
2020-04-18,0,70,0,1,0,5,0.94,1.6,0,199,109,58398,103,18,,02122,2122
2020-04-19,0,70,0,1,0,5,0.94,1.6,0,245,130,58337,118,18,,02122,2122
2020-04-20,0,70,0,1,0,5,0.94,1.6,0,296,152,58271,133,18,,02122,2122
2020-04-21,0,70,0,1,0,5,0.94,1.6,0,353,176,58200,147,18,,02122,2122
2020-04-22,0,70,0,1,0,5,0.94,1.6,0,416,200,58125,159,18,,02122,2122
2020-04-23,0,70,0,1,0,5,0.94,1.6,0,483,224,58048,169,18,,02122,2122
2020-04-24,1,70,0,1,0,5,0.94,1.62,0,553,246,57970,176,18,,02122,2122
2020-04-25,1,70,0,1,0,5,0.94,1.62,0,626,267,57894,179,18,,02122,2122
2020-04-26,1,70,0,1,0,5,0.94,1.62,0,700,284,57822,178,18,,02122,2122
2020-04-27,1,70,0,1,0,5,0.94,1.62,0,772,297,57752,176,18,,02122,2122
2020-04-28,1,70,0,1,0,5,0.96,1.6,0,844,307,57679,176,18,,02122,2122
2020-04-29,1,70,0,1,0,5,0.96,1.6,0,916,316,57605,179,18,,02122,2122
2020-04-30,1,70,0,1,0,5,0.96,1.6,0,990,324,57528,182,18,,02122,2122
2020-05-01,2,70,0,1,0,5,0.96,1.6,0,1065,332,57450,185,20,,02122,2122
2020-05-02,2,70,0,1,0,5,0.96,1.6,0,1141,339,57370,189,20,,02122,2122
2020-05-03,2,70,0,1,0,5,0.96,1.62,0,1219,347,57288,193,21,,02122,2122
2020-05-04,2,70,0,1,0,5,0.96,1.62,0,1299,355,57204,197,21,,02122,2122
2020-05-05,2,70,0,1,0,5,0.96,1.62,0,1380,363,57119,201,21,,02122,2122
2020-05-06,2,70,0,1,0,5,0.96,1.62,0,1463,371,57031,205,21,,02122,2122
2020-05-07,2,70,0,1,0,5,0.96,1.62,0,1548,379,56942,209,22,,02122,2122
2020-05-08,2,70,0,1,0,5,0.96,1.62,0,1635,387,56852,214,22,,02122,2122
2020-05-09,2,70,1,1,0,5,0.96,1.62,0,1723,395,56759,218,23,,02122,2122
2020-05-10,3,70,1,1,0,5,0.96,1.62,0,1813,404,56665,222,23,,02122,2122
2020-05-11,3,70,1,1,0,5,0.96,1.62,0,1905,412,56569,227,23,,02122,2122
2020-05-12,3,70,1,1,0,5,0.96,1.64,0,1998,420,56471,231,23,,02122,2122
2020-05-13,3,70,1,1,0,5,0.96,1.64,0,2093,429,56371,236,23,,02122,2122
2020-05-14,3,70,1,1,0,5,0.98,1.62,0,2191,437,56269,240,23,,02122,2122
2020-05-15,3,70,1,1,0,5,0.98,1.62,0,2290,446,56166,244,23,,02122,2122
2020-05-16,3,70,1,1,0,5,0.98,1.62,0,2390,455,56061,249,24,,02122,2122
2020-05-17,3,70,1,1,0,5,0.98,1.62,0,2493,463,55954,253,25,,02122,2122
