model_team,pointNA,target_end_date
Auquan.SEIR,30,2020-07-17
MIT_CovidAnalytics.DELPHI,16,2020-07-17
PSI.DRAFT,12,2020-07-17
SWC.TerminusCM,32,2020-07-17
USACE.ERDC_SEIR,21.9299770790546,2020-07-17
Covid19Sim.Simulator,17.0730735143382,2020-07-17
UCLA.SuEIR,13.2698976069342,2020-07-17
NotreDame.mobility,22.8479437229437,2020-07-17
YYG.ParamSearch,13.2639286484455,2020-07-18
LANL.GrowthRate,15.4474638921779,2020-07-18
Auquan.SEIR,30,2020-07-18
MIT_CovidAnalytics.DELPHI,16,2020-07-18
PSI.DRAFT,12,2020-07-18
SWC.TerminusCM,32,2020-07-18
USACE.ERDC_SEIR,22.2184387489199,2020-07-18
Covid19Sim.Simulator,17.2481754393452,2020-07-18
NotreDame.mobility,23.8310855810856,2020-07-18
LANL.GrowthRate,15.4474638921779,2020-07-18
YYG.ParamSearch,13.2639286484455,2020-07-18
Covid19Sim.Simulator,17.2481754393452,2020-07-18
IHME.CurveFit,14.8576935819325,2020-07-18
MIT_CovidAnalytics.DELPHI,16,2020-07-18
PSI.DRAFT,12,2020-07-18
SWC.TerminusCM,32,2020-07-18
UCLA.SuEIR,13.294586408768,2020-07-18
USACE.ERDC_SEIR,22.2184387489199,2020-07-18
YYG.ParamSearch,13.2962245673848,2020-07-19
LANL.GrowthRate,15.5176687498203,2020-07-19
Auquan.SEIR,30,2020-07-19
MIT_CovidAnalytics.DELPHI,16,2020-07-19
PSI.DRAFT,12,2020-07-19
SWC.TerminusCM,33,2020-07-19
USACE.ERDC_SEIR,22.5079852022273,2020-07-19
Covid19Sim.Simulator,17.4237004839179,2020-07-19
UCLA.SuEIR,13.3186502569366,2020-07-19
NotreDame.mobility,24.8767482517483,2020-07-19
YYG.ParamSearch,13.3280799040855,2020-07-20
LANL.GrowthRate,15.654044056177,2020-07-20
Auquan.SEIR,30,2020-07-20
MIT_CovidAnalytics.DELPHI,17,2020-07-20
PSI.DRAFT,12,2020-07-20
SWC.TerminusCM,33,2020-07-20
USACE.ERDC_SEIR,22.7984823610811,2020-07-20
Covid19Sim.Simulator,17.5972986865158,2020-07-20
UCLA.SuEIR,13.3421020316807,2020-07-20
NotreDame.mobility,25.9915501165501,2020-07-20
YYG.ParamSearch,13.3595017404867,2020-07-21
LANL.GrowthRate,15.7164750968609,2020-07-21
Auquan.SEIR,31,2020-07-21
MIT_CovidAnalytics.DELPHI,17,2020-07-21
PSI.DRAFT,12,2020-07-21
SWC.TerminusCM,34,2020-07-21
USACE.ERDC_SEIR,23.089859246541,2020-07-21
Covid19Sim.Simulator,17.7680807746602,2020-07-21
UCLA.SuEIR,13.364954592867,2020-07-21
NotreDame.mobility,27.1493922743923,2020-07-21
