"amt_ICU beds needed|Mitigated",date,dataKey,hospital_capacity,icu_capacity,"range_ICU beds needed|Mitigated",epi_week,"amt_Hospital beds needed|Mitigated","range_Hospital beds needed|Mitigated","amt_New Deaths|Mitigated","range_New Deaths|Mitigated","amt_Total Deaths|Mitigated","range_Total Deaths|Mitigated","amt_New Infectious|Mitigated","range_New Infectious|Mitigated","amt_Total Infectious|Mitigated","range_Total Infectious|Mitigated","amt_New Attack Rate|Mitigated","range_New Attack Rate|Mitigated","amt_Attack Rate|Mitigated","range_Attack Rate|Mitigated","amt_New Deaths per 10,000|Mitigated","range_New Deaths per 10,000|Mitigated","amt_Total Deaths per 10,000|Mitigated","range_Total Deaths per 10,000|Mitigated","amt_New Infectious per 10,000|Mitigated","range_New Infectious per 10,000|Mitigated","amt_Total Infectious per 10,000|Mitigated","range_Total Infectious per 10,000|Mitigated"
0.0106520409844055,2020-03-19,"Total Infectious per 10,000|Mitigated",1542,193,0|2,2020-12,0.0515843303286654,0|3,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0,0,0|0
0.198426554608039,2020-04-03,"Hospital beds needed|Mitigated",1542,193,0|6,2020-14,0.994723185208674,0|14,0.0258074896062692,0|0.3085037,0.159550262627702,0|1.2616787,15.2514444670842,0|77,98.1678883311147,0|551,1.98866835613714e-05,0|0.00010040194143777,0.000128003202276495,0|0.000718460645872875,0.000336509358455131,0|0.00402264550918642,0.00208040988632823,0|0.0164512975260626,0.198866835613714,0|1.0040194143777,1.28003202276495,0|7.18460645872875
0.23114721838513,2020-04-04,"Hospital beds needed|Mitigated",1542,193,0|7,2020-14,1.16055370364757,0|13,0.029950268607586,0|0.3770767,0.189500531235289,0|1.405721,15.7426589882279,0|83,113.910547319344,0|611,2.05271886468941e-05,0|0.000108225469342012,0.000148530390923391,0|0.000796695924915293,0.000390527936984979,0|0.00491678347414904,0.00247093782331323,0|0.0183294957817979,0.205271886468941,0|1.08225469342012,1.48530390923391,0|7.96695924915293
0.266786462591142,2020-04-05,"Hospital beds needed|Mitigated",1542,193,0|6,2020-15,1.34673243167931,0|14,0.0343944526648128,0|0.3521328,0.223894983900102,0|1.5872996,14.7555716519855,0|75,128.666118971328,0|675,1.92401044270581e-05,0|9.77940988030229e-05,0.000167770495350447,0|0.000880146889227206,0.000448476600290479,0|0.00459153464466468,0.00291941442360371,0|0.0206971378549865,0.192401044270581,0|0.977940988030229,1.67770495350447,0|8.80146889227206
0.30533399058719,2020-04-06,"Hospital beds needed|Mitigated",1542,193,0|6,2020-15,1.54029522213122,0|16,0.0386304531119194,0|0.3997607,0.262525437012022,0|1.8621864,14.1252747379143,0|68,142.791393709243,0|725,1.84182468445258e-05,0|8.86666495814074e-05,0.000186188742194974,0|0.000945342955095888,0.000503710713124346,0|0.00521256498578208,0.00342312513672806,0|0.0242814454388327,0.184182468445258,0|0.886666495814074,1.86188742194974,0|9.45342955095888
0.343703773499158,2020-04-07,"Hospital beds needed|Mitigated",1542,193,0|6,2020-15,1.73350622281723,0|19,0.042758936948684,0|0.4424578,0.305284373960706,0|1.9954905,13.7301558321206,0|68,156.521549541364,0|776,1.7903042880364e-05,0|8.86666495814074e-05,0.000204091785075339,0|0.00101184294228194,0.000557542893956243,0|0.00576930157458242,0.0039806680306843,0|0.0260196260156658,0.17903042880364,0|0.886666495814074,2.04091785075339,0|10.1184294228194
0.38095041996049,2020-04-08,"Hospital beds needed|Mitigated",1542,193,0|7,2020-15,1.91347351884495,0|20,0.0461523294105539,0|0.4269767,0.351436703371257,0|2.3210401,13.3987217979116,0|61,169.920271339276,0|820,1.74708789778557e-05,0|7.95392003597919e-05,0.000221562664053195,0|0.00106921548024638,0.000601790061648716,0|0.00556744021151849,0.00458245809233298,0|0.0302645366486904,0.174708789778557,0|0.795392003597919,2.21562664053195,0|10.6921548024638
0.418421269318148,2020-04-09,"Hospital beds needed|Mitigated",1542,193,0|7,2020-15,2.08655044080512,0|20,0.0493255934151448,0|0.5075295,0.400762296786405,0|2.452793,13.1666626118912,0|58,183.086933951167,0|867,1.71682920583114e-05,0|7.5627436407671e-05,0.000238730956111506,0|0.00113049978216294,0.00064316692746112,0|0.00661778534245984,0.00522562501979414,0|0.0319824907980484,0.171682920583114,0|0.75627436407671,2.38730956111506,0|11.3049978216294
0.453603765364095,2020-04-10,"Hospital beds needed|Mitigated",1542,193,0|7,2020-15,2.24082791805477,0|18,0.052543753316672,0|0.4858503,0.453306050103071,0.0007941|2.6352355,12.9624794904162,0|55,196.049413441581,1|920,1.69020533335723e-05,0|7.17156724555501e-05,0.000255633009445076,1.30392131737364e-06|0.00119960761198375,0.000685129200444304,0|0.00633510563222378,0.00591075422023837,1.03544391812641e-05|0.0343613974474978,0.169020533335723,0|0.717156724555501,2.55633009445076,0.0130392131737364|11.9960761198375
0.485941083201607,2020-04-11,"Hospital beds needed|Mitigated",1542,193,0|7,2020-15,2.37631341973249,0|17,0.0553633216385201,0|0.4304878,0.508669371741598,0.000859|2.8255092,12.7395210946146,0|56,208.788934536196,1|957,1.66113331283991e-05,0|7.30195937729237e-05,0.000272244342573475,1.30392131737364e-06|0.00124785270072657,0.000721894152850796,0|0.00561322219289279,0.00663264837308925,1.12006841162396e-05|0.0368424167831534,0.166113331283991,0|0.730195937729238,2.72244342573475,0.0130392131737364|12.4785270072657
0.514943721375852,2020-04-12,"Hospital beds needed|Mitigated",1542,193,0|7,2020-16,2.49446076479122,0|18,0.0590407445437756,0|0.4635706,0.567710116285364,0.000859|2.9777959,12.5417609899494,0|59,221.330695526145,1|1005,1.63534695122002e-05,0|7.69313577250447e-05,0.000288597812085674,1.30392131737364e-06|0.00131044092396051,0.000769844854042403,0|0.00604459587447688,0.00740249322713154,1.12006841162396e-05|0.0388281155279782,0.163534695122002,0|0.769313577250447,2.88597812085674,0.0130392131737364|13.1044092396051
0.541525056371628,2020-04-13,"Hospital beds needed|Mitigated",1542,193,0|8,2020-16,2.59799338276274,0|18,0.0611182933046952,0|0.4281021,0.628828409590067,0.0024921|3.1404459,12.3654207475901,0|50,233.696116273739,2|1044,1.6123535711077e-05,0|6.51960658686819e-05,0.000304721347796756,2.60784263474728e-06|0.00136129385533808,0.000796934455214866,0|0.00558211454202421,0.0081994276823465,3.24950231502684e-05|0.0409489435506864,0.16123535711077,0|0.651960658686819,3.04721347796756,0.0260784263474728|13.6129385533808
0.564191271187291,2020-04-14,"Hospital beds needed|Mitigated",1542,193,0|8,2020-16,2.68162119892336,0|19,0.0629487951693935,0|0.4948254,0.691777204759459,0.0024921|3.2492948,12.1916314375914,0|51,245.887747711331,3|1089,1.58969281250381e-05,0|6.64999871860556e-05,0.000320618275921796,3.91176395212091e-06|0.00141997031461989,0.000820802759243589,0|0.00645213387437938,0.00902023044159007,3.24950231502684e-05|0.0423682475615131,0.158969281250381,0|0.664999871860556,3.20618275921796,0.0391176395212091|14.1997031461989
0.58436018505889,2020-04-15,"Hospital beds needed|Mitigated",1542,193,0|8,2020-16,2.7484145649955,0|19,0.0647984886574747,0|0.466188,0.75657569341693,0.002537|3.5335643,12.0300604480629,0|47,257.91780815939,3|1125,1.56862522675227e-05,0|6.1284301916561e-05,0.000336304528189314,3.91176395212091e-06|0.00146691148204534,0.000844921306940752,0|0.00607872471103782,0.00986515174853078,3.30804838217692e-05|0.0460748981708046,0.156862522675227,0|0.61284301916561,3.36304528189314,0.0391176395212091|14.6691148204534
0.601556033038115,2020-04-16,"Hospital beds needed|Mitigated",1542,193,0|8,2020-16,2.80357339155484,0|18,0.0660460306081202,0|0.4805052,0.822621724025053,0.0041252|3.791595,11.8471217124892,0|54,269.764929871882,3|1153,1.54477145504348e-05,0|7.04117511381765e-05,0.000351752242739751,3.91176395212091e-06|0.00150342127893181,0.000861188272378397,0|0.00626540973388884,0.0107263400209092,5.37893621842973e-05|0.049439415473473,0.154477145504348,0|0.704117511381765,3.51752242739751,0.0391176395212091|15.0342127893181
0.61549479785946,2020-04-17,"Hospital beds needed|Mitigated",1542,193,0|8,2020-16,2.84476335712473,0|20,0.0669666919122483,0|0.5049521,0.889588415937307,0.0058032|3.9405476,11.6674946364529,0|50,281.43242450833,3|1180,1.52134949768136e-05,0|6.51960658686819e-05,0.000366965737716558,3.91176395212091e-06|0.00153862715450089,0.000873192971383734,0|0.00658417807442585,0.011599532992293,7.5669161889827e-05|0.0513816401776553,0.152134949768136,0|0.651960658686819,3.66965737716558,0.0391176395212091|15.3862715450089
0.62993032571748,2020-04-18,"Hospital beds needed|Mitigated",1542,193,0|7,2020-16,2.88395338424577,0|19,0.068510816709208,0|0.5091177,0.958099232646518,0.0080757|4.2047594,11.5736646611971,0|50,293.00608916953,4|1203,1.50911480718688e-05,0|6.51960658686819e-05,0.000382056885788431,5.21568526949455e-06|0.00156861734480049,0.000893327143778144,0|0.00663849422082237,0.0124928601360712,0.000105300773827143|0.0548267541608719,0.150911480718688,0|0.651960658686819,3.82056885788431,0.0521568526949455|15.6861734480049
0.645972199851887,2020-04-19,"Hospital beds needed|Mitigated",1542,193,0|8,2020-17,2.91908535790251,0|19,0.0641555928860459,0|0.4636555,1.02225482553255,0.0088449|4.3442722,11.4088150955454,0|49,304.414904265075,5|1225,1.48761972090558e-05,0|6.38921445513083e-05,0.000396933082997487,6.51960658686819e-06|0.00159730361378271,0.000836538451928597,0|0.00604570290367533,0.0133293985879996,0.000115330536600381|0.0566458913005367,0.148761972090558,0|0.638921445513083,3.96933082997487,0.0651960658686819|15.9730361378271
0.65693652324388,2020-04-20,"Hospital beds needed|Mitigated",1542,193,0|8,2020-17,2.95015833940764,0|20,0.0646992109097775,0|0.4333993,1.08695403644234,0.0088449|4.5431769,11.2787899590617,0|43,315.693694224137,7|1243,1.47066546618003e-05,0|5.60686166470665e-05,0.000411639737659288,9.12744922161547e-06|0.00162077419749543,0.00084362680322512,0|0.00565118586204813,0.0141730253912249,0.000115330536600381|0.0592394520850948,0.147066546618003,0|0.560686166470665,4.11639737659288,0.0912744922161547|16.2077419749543
0.664573350287968,2020-04-21,"Hospital beds needed|Mitigated",1542,193,0|9,2020-17,2.97369016618622,0|19,0.0651078249830886,0|0.4335061,1.15206186142543,0.0088449|4.656464,11.1488364966067,0|48,326.842530720746,7|1272,1.45372055718386e-05,0|6.25882232339346e-05,0.000426176943231129,9.12744922161547e-06|0.00165858791569927,0.000848954809232812,0|0.00565257845001508,0.0150219802004577,0.000115330536600381|0.0607166267318292,0.145372055718386,0|0.625882232339346,4.26176943231129,0.0912744922161547|16.5858791569927
0.67135960420458,2020-04-22,"Hospital beds needed|Mitigated",1542,193,0|9,2020-17,2.99008135337276,0|19,0.0656410259481629,0|0.4225385,1.21770288737359,0.0129301|4.8188298,11.0496878024386,0|43,337.892218523182,8|1298,1.44079234759232e-05,0|5.60686166470665e-05,0.000440584866707049,1.04313705389891e-05|0.00169248986995098,0.000855907330280857,0|0.00550956957561081,0.0158778875307385,0.000168598330257729|0.0628337490101535,0.144079234759232,0|0.560686166470665,4.40584866707049,0.104313705389891|16.9248986995098
0.680325853894012,2020-04-23,"Hospital beds needed|Mitigated",1542,193,0|9,2020-17,3.01179378306822,0|17,0.065375303678519,0|0.4278406,1.28307819105211,0.0152226|5.1052934,10.9121932143881,0|47,348.80441173757,9|1325,1.42286413515406e-05,0|6.1284301916561e-05,0.000454813508058589,1.17352918563627e-05|0.00172769574552007,0.000852442520961962,0|0.00557870478777928,0.0167303300517005,0.000198490726458519|0.0665690089570694,0.142286413515406,0|0.61284301916561,4.54813508058589,0.117352918563627|17.2769574552007
