fips,date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,county
2122,2020-05-09,2,70,1,1,0,5,0.96,1.62,0,1723,395,56759,218,23,,02122,Kenai Peninsula Borough
2122,2020-05-10,3,70,1,1,0,5,0.96,1.62,0,1813,404,56665,222,23,,02122,Kenai Peninsula Borough
2122,2020-05-11,3,70,1,1,0,5,0.96,1.62,0,1905,412,56569,227,23,,02122,Kenai Peninsula Borough
2122,2020-05-12,3,70,1,1,0,5,0.96,1.64,0,1998,420,56471,231,23,,02122,Kenai Peninsula Borough
2122,2020-05-13,3,70,1,1,0,5,0.96,1.64,0,2093,429,56371,236,23,,02122,Kenai Peninsula Borough
2122,2020-05-14,3,70,1,1,0,5,0.98,1.62,0,2191,437,56269,240,23,,02122,Kenai Peninsula Borough
2122,2020-05-15,3,70,1,1,0,5,0.98,1.62,0,2290,446,56166,244,23,,02122,Kenai Peninsula Borough
2122,2020-05-16,3,70,1,1,0,5,0.98,1.62,0,2390,455,56061,249,24,,02122,Kenai Peninsula Borough
2122,2020-05-17,3,70,1,1,0,5,0.98,1.62,0,2493,463,55954,253,25,,02122,Kenai Peninsula Borough
2122,2020-05-18,3,70,1,1,0,5,0.98,1.62,0,2597,472,55845,258,25,,02122,Kenai Peninsula Borough
2122,2020-05-19,3,70,1,1,0,5,0.98,1.62,0,2703,481,55735,262,25,,02122,Kenai Peninsula Borough
2122,2020-05-20,3,70,1,1,0,5,0.98,1.62,0,2811,489,55623,266,25,,02122,Kenai Peninsula Borough
2122,2020-05-21,4,70,1,1,0,5,0.98,1.64,0,2921,498,55509,270,25,,02122,Kenai Peninsula Borough
2122,2020-05-22,4,70,1,1,0,5,1,3.72,0,3032,506,55394,274,25,,02122,Kenai Peninsula Borough
2122,2020-05-23,4,70,1,1,0,5,1,3.22,0,3145,515,55277,279,25,,02122,Kenai Peninsula Borough
2122,2020-05-24,4,70,1,1,0,5,1,2.92,0,3259,523,55158,283,25,,02122,Kenai Peninsula Borough
2122,2020-05-25,4,70,1,1,0,5,1,2.7,0,3376,532,55038,287,28,,02122,Kenai Peninsula Borough
2122,2020-05-26,4,70,1,1,0,5,1.2,2.7,0,3493,540,54916,291,28,,02122,Kenai Peninsula Borough
2122,2020-05-27,4,70,1,1,0,5,1.18,2.4,0,3613,548,54793,295,28,,02122,Kenai Peninsula Borough
2122,2020-05-28,4,70,1,1,0,5,1.38,2.24,0,3734,556,54668,298,35,,02122,Kenai Peninsula Borough
2122,2020-05-29,4,70,1,1,0,5,1.34,1.98,0,3856,565,54541,302,38,,02122,Kenai Peninsula Borough
2122,2020-05-30,4,70,1,1,0,5,1.48,1.82,0,3981,573,54413,306,40,,02122,Kenai Peninsula Borough
2122,2020-05-31,4,70,1,1,0,5,1.42,1.64,0,4106,580,54284,310,48,,02122,Kenai Peninsula Borough
2122,2020-06-01,4,70,1,1,0,5,1.38,1.52,0,4234,588,54153,313,52,,02122,Kenai Peninsula Borough
2122,2020-06-02,5,70,1,1,1,5,1.46,1.42,0,4362,596,54020,317,57,,02122,Kenai Peninsula Borough
2122,2020-06-03,5,70,2,1,1,5,1.42,1.3,0,4493,604,53887,321,63,,02122,Kenai Peninsula Borough
2122,2020-06-04,5,70,2,1,1,5,1.38,1.22,0,4624,611,53752,324,68,,02122,Kenai Peninsula Borough
2122,2020-06-05,5,70,2,1,1,5,1.34,1.16,0,4757,618,53615,327,73,,02122,Kenai Peninsula Borough
2122,2020-06-06,5,70,2,1,1,5,1.32,1.1,0,4892,626,53478,331,83,,02122,Kenai Peninsula Borough
2122,2020-06-07,5,70,2,1,1,5,1.28,1.06,0,5027,633,53339,334,84,,02122,Kenai Peninsula Borough
2122,2020-06-08,5,70,2,1,1,5,1.28,1,0,5164,640,53199,337,88,,02122,Kenai Peninsula Borough
2122,2020-06-09,5,70,2,1,1,5,1.26,0.98,0,5303,647,53057,340,91,,02122,Kenai Peninsula Borough
2122,2020-06-10,5,70,2,1,1,5,1.24,0.94,0,5442,653,52915,343,101,,02122,Kenai Peninsula Borough
2122,2020-06-11,5,70,2,1,1,5,1.16,0.92,0,5582,660,52772,346,104,,02122,Kenai Peninsula Borough
2122,2020-06-12,5,70,2,1,1,5,1.16,0.9,0,5724,666,52627,348,109,,02122,Kenai Peninsula Borough
2122,2020-06-13,5,70,2,1,1,5,1.16,0.88,0,5867,672,52482,351,115,,02122,Kenai Peninsula Borough
2122,2020-06-14,5,70,2,1,1,5,1.1,0.86,0,6011,678,52336,353,115,,02122,Kenai Peninsula Borough
2122,2020-06-15,6,70,2,1,1,5,1.1,0.84,0,6155,683,52189,356,116,,02122,Kenai Peninsula Borough
2122,2020-06-16,6,70,2,1,1,5,1.1,0.84,0,6301,689,52041,358,120,,02122,Kenai Peninsula Borough
2122,2020-06-17,6,70,2,1,1,5,1.08,0.84,0,6447,694,51893,360,120,,02122,Kenai Peninsula Borough
2122,2020-06-18,6,70,2,1,1,5,1.04,0.82,1,6595,699,51743,362,82,4327,02122,Kenai Peninsula Borough
2122,2020-06-19,6,70,2,1,1,5,,,2,6743,704,51594,364,,,02122,Kenai Peninsula Borough
2122,2020-06-20,6,70,2,1,1,5,,,2,6891,708,51443,365,,,02122,Kenai Peninsula Borough
2122,2020-06-21,6,70,2,1,1,5,,,3,7041,712,51293,367,,,02122,Kenai Peninsula Borough
2122,2020-06-22,6,70,2,1,1,5,,,4,7190,716,51141,368,,,02122,Kenai Peninsula Borough
2122,2020-06-23,6,70,2,1,1,5,,,4,7341,720,50990,369,,,02122,Kenai Peninsula Borough
2122,2020-06-24,6,70,2,1,1,5,,,5,7492,724,50838,370,,,02122,Kenai Peninsula Borough
2122,2020-06-25,6,70,2,1,1,5,,,6,7643,727,50686,371,,,02122,Kenai Peninsula Borough
2122,2020-06-26,6,70,2,1,1,5,,,7,7795,730,50533,372,,,02122,Kenai Peninsula Borough
2122,2020-06-27,6,70,2,1,1,5,,,7,7946,732,50381,373,,,02122,Kenai Peninsula Borough
2122,2020-06-28,6,70,2,1,1,5,,,8,8098,734,50228,373,,,02122,Kenai Peninsula Borough
2122,2020-06-29,6,70,2,1,1,5,,,9,8251,737,50076,373,,,02122,Kenai Peninsula Borough
2122,2020-06-30,6,70,2,1,1,5,,,10,8403,738,49924,373,,,02122,Kenai Peninsula Borough
2122,2020-07-01,6,70,2,1,1,5,,,10,8555,740,49771,373,,,02122,Kenai Peninsula Borough
2122,2020-07-02,6,70,2,1,1,5,,,11,8708,741,49619,373,,,02122,Kenai Peninsula Borough
2122,2020-07-03,6,70,2,1,1,5,,,12,8860,742,49467,373,,,02122,Kenai Peninsula Borough
2122,2020-07-04,7,70,2,1,1,5,,,13,9012,742,49316,372,,,02122,Kenai Peninsula Borough
2122,2020-07-05,7,70,2,1,1,5,,,14,9164,742,49165,372,,,02122,Kenai Peninsula Borough
2122,2020-07-06,7,70,2,1,1,5,,,14,9315,742,49014,371,,,02122,Kenai Peninsula Borough
2122,2020-07-07,7,70,2,1,1,5,,,15,9466,742,48864,370,,,02122,Kenai Peninsula Borough
2122,2020-07-08,7,70,2,1,1,5,,,16,9617,741,48714,369,,,02122,Kenai Peninsula Borough
2122,2020-07-09,7,70,2,1,1,5,,,17,9768,740,48565,368,,,02122,Kenai Peninsula Borough
2122,2020-07-10,7,70,2,1,1,5,,,17,9917,739,48416,366,,,02122,Kenai Peninsula Borough
2122,2020-07-11,7,70,2,1,1,5,,,18,10066,737,48269,365,,,02122,Kenai Peninsula Borough
2122,2020-07-12,7,70,2,1,1,5,,,19,10215,735,48122,363,,,02122,Kenai Peninsula Borough
2122,2020-07-13,7,70,2,1,1,5,,,20,10363,733,47976,361,,,02122,Kenai Peninsula Borough
2122,2020-07-14,7,70,2,1,1,5,,,21,10510,731,47831,359,,,02122,Kenai Peninsula Borough
2122,2020-07-15,7,70,2,1,1,5,,,22,10656,728,47686,357,,,02122,Kenai Peninsula Borough
2122,2020-07-16,7,70,2,1,1,5,,,22,10802,725,47543,355,,,02122,Kenai Peninsula Borough
2122,2020-07-17,7,70,2,1,1,5,,,23,10947,722,47401,353,,,02122,Kenai Peninsula Borough
2122,2020-07-18,7,70,2,1,1,5,,,24,11090,718,47260,350,,,02122,Kenai Peninsula Borough
2122,2020-07-19,7,70,2,1,1,5,,,25,11233,714,47120,348,,,02122,Kenai Peninsula Borough
2122,2020-07-20,7,70,2,1,1,5,,,26,11374,710,46981,345,,,02122,Kenai Peninsula Borough
2122,2020-07-21,7,70,2,1,1,5,,,26,11515,706,46843,342,,,02122,Kenai Peninsula Borough
2122,2020-07-22,7,70,2,1,1,5,,,27,11654,701,46707,339,,,02122,Kenai Peninsula Borough
2122,2020-07-23,7,70,2,1,1,5,,,28,11792,696,46571,336,,,02122,Kenai Peninsula Borough
2122,2020-07-24,7,70,2,1,1,5,,,29,11929,691,46438,333,,,02122,Kenai Peninsula Borough
2122,2020-07-25,7,70,2,1,1,5,,,30,12065,686,46305,330,,,02122,Kenai Peninsula Borough
2122,2020-07-26,6,70,2,1,1,5,,,30,12199,681,46174,327,,,02122,Kenai Peninsula Borough
2122,2020-07-27,6,70,2,1,1,5,,,31,12332,675,46045,323,,,02122,Kenai Peninsula Borough
2122,2020-07-28,6,70,2,1,1,5,,,32,12463,669,45917,320,,,02122,Kenai Peninsula Borough
2122,2020-07-29,6,70,2,1,1,5,,,33,12593,663,45790,317,,,02122,Kenai Peninsula Borough
2122,2020-07-30,6,70,2,1,1,5,,,33,12722,657,45665,313,,,02122,Kenai Peninsula Borough
2122,2020-07-31,6,70,2,1,1,5,,,34,12850,650,45541,309,,,02122,Kenai Peninsula Borough
2122,2020-08-01,6,70,2,1,1,5,,,35,12975,643,45419,306,,,02122,Kenai Peninsula Borough
2122,2020-08-02,6,70,2,1,1,5,,,36,13100,637,45298,302,,,02122,Kenai Peninsula Borough
2122,2020-08-03,6,70,2,1,1,5,,,37,13222,630,45179,298,,,02122,Kenai Peninsula Borough
2122,2020-08-04,6,70,2,1,1,5,,,37,13343,623,45062,294,,,02122,Kenai Peninsula Borough
2122,2020-08-05,6,70,2,1,1,5,,,38,13463,615,44947,290,,,02122,Kenai Peninsula Borough
2122,2020-08-06,6,70,2,1,1,5,,,39,13581,608,44833,286,,,02122,Kenai Peninsula Borough
2122,2020-08-07,6,70,2,1,1,5,,,40,13697,601,44720,282,,,02122,Kenai Peninsula Borough
2122,2020-08-08,6,70,2,1,1,5,,,40,13812,593,44609,278,,,02122,Kenai Peninsula Borough
2122,2020-08-09,6,70,2,1,1,5,,,41,13925,586,44500,274,,,02122,Kenai Peninsula Borough
2122,2020-08-10,6,70,2,1,1,5,,,42,14037,578,44393,270,,,02122,Kenai Peninsula Borough
2122,2020-08-11,6,70,2,1,1,5,,,42,14146,570,44287,266,,,02122,Kenai Peninsula Borough
2122,2020-08-12,6,70,2,1,1,5,,,43,14254,562,44183,262,,,02122,Kenai Peninsula Borough
2122,2020-08-13,6,70,2,1,1,5,,,44,14361,554,44081,258,,,02122,Kenai Peninsula Borough
2122,2020-08-14,6,70,2,1,1,5,,,44,14466,546,43980,254,,,02122,Kenai Peninsula Borough
2122,2020-08-15,5,70,2,1,1,5,,,45,14569,538,43881,250,,,02122,Kenai Peninsula Borough
2122,2020-08-16,5,70,2,1,1,5,,,46,14670,530,43784,246,,,02122,Kenai Peninsula Borough
2122,2020-08-17,5,70,2,1,1,5,,,47,14770,522,43689,241,,,02122,Kenai Peninsula Borough
2122,2020-08-18,5,70,2,1,1,5,,,47,14868,514,43595,237,,,02122,Kenai Peninsula Borough
2122,2020-08-19,5,70,2,1,1,5,,,48,14964,506,43502,233,,,02122,Kenai Peninsula Borough
2122,2020-08-20,5,70,2,1,1,5,,,48,15059,498,43412,229,,,02122,Kenai Peninsula Borough
2122,2020-08-21,5,70,2,1,1,5,,,49,15152,490,43323,225,,,02122,Kenai Peninsula Borough
2122,2020-08-22,5,70,2,1,1,5,,,50,15243,481,43236,221,,,02122,Kenai Peninsula Borough
2122,2020-08-23,5,70,2,1,1,5,,,50,15333,473,43150,217,,,02122,Kenai Peninsula Borough
2122,2020-08-24,5,70,2,1,1,5,,,51,15421,465,43066,213,,,02122,Kenai Peninsula Borough
2122,2020-08-25,5,70,2,1,1,5,,,52,15507,457,42983,209,,,02122,Kenai Peninsula Borough
2122,2020-08-26,5,70,2,1,1,5,,,52,15592,449,42903,205,,,02122,Kenai Peninsula Borough
2122,2020-08-27,5,70,2,1,0,5,,,53,15675,441,42823,201,,,02122,Kenai Peninsula Borough
2122,2020-08-28,4,70,2,1,0,5,,,53,15757,433,42746,197,,,02122,Kenai Peninsula Borough
2122,2020-08-29,4,70,2,1,0,5,,,54,15837,425,42670,193,,,02122,Kenai Peninsula Borough
2122,2020-08-30,4,70,2,1,0,5,,,54,15915,417,42595,190,,,02122,Kenai Peninsula Borough
2122,2020-08-31,4,70,2,1,0,5,,,55,15992,409,42522,186,,,02122,Kenai Peninsula Borough
2122,2020-09-01,4,70,2,1,0,5,,,56,16067,402,42451,182,,,02122,Kenai Peninsula Borough
2122,2020-09-02,4,70,2,1,0,5,,,56,16141,394,42380,178,,,02122,Kenai Peninsula Borough
2122,2020-09-03,4,70,2,1,0,5,,,57,16214,386,42312,175,,,02122,Kenai Peninsula Borough
2122,2020-09-04,4,70,1,1,0,5,,,57,16284,379,42245,171,,,02122,Kenai Peninsula Borough
2122,2020-09-05,4,70,1,1,0,5,,,58,16354,371,42179,167,,,02122,Kenai Peninsula Borough
2122,2020-09-06,4,70,1,1,0,5,,,58,16421,364,42115,164,,,02122,Kenai Peninsula Borough
2122,2020-09-07,4,70,1,1,0,5,,,59,16488,356,42052,160,,,02122,Kenai Peninsula Borough
2122,2020-09-08,4,70,1,1,0,5,,,59,16553,349,41990,157,,,02122,Kenai Peninsula Borough
2122,2020-09-09,4,70,1,1,0,5,,,60,16616,342,41930,154,,,02122,Kenai Peninsula Borough
2122,2020-09-10,4,70,1,1,0,5,,,60,16679,335,41871,150,,,02122,Kenai Peninsula Borough
2122,2020-09-11,3,70,1,1,0,5,,,61,16739,328,41814,147,,,02122,Kenai Peninsula Borough
2122,2020-09-12,3,70,1,1,0,5,,,61,16799,321,41757,144,,,02122,Kenai Peninsula Borough
2122,2020-09-13,3,70,1,1,0,5,,,61,16857,314,41702,140,,,02122,Kenai Peninsula Borough
2122,2020-09-14,3,70,1,1,0,5,,,62,16914,307,41649,137,,,02122,Kenai Peninsula Borough
2122,2020-09-15,3,70,1,1,0,5,,,62,16969,301,41596,134,,,02122,Kenai Peninsula Borough
2122,2020-09-16,3,70,1,1,0,5,,,63,17024,294,41545,131,,,02122,Kenai Peninsula Borough
2122,2020-09-17,3,70,1,1,0,5,,,63,17077,288,41495,128,,,02122,Kenai Peninsula Borough
2122,2020-09-18,3,70,1,1,0,5,,,64,17129,281,41446,125,,,02122,Kenai Peninsula Borough
2170,2020-03-04,0,72,0,9,0,13,,,0,0,2,108312,2,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-05,0,72,0,9,0,13,,,0,1,2,108310,3,,,02170,Matanuska-Susitna Borough
2170,2020-03-06,0,72,0,9,0,13,,,0,2,3,108308,3,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-07,0,72,0,9,0,13,,,0,4,4,108305,4,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-08,0,72,0,9,0,13,,,0,6,5,108301,6,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-09,0,72,0,9,0,13,,,0,9,7,108297,7,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-10,0,72,0,9,0,13,,,0,13,9,108291,10,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-11,0,72,0,9,0,13,,,0,17,11,108284,12,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-12,0,72,0,9,0,13,,,0,23,14,108276,15,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-13,0,72,0,9,0,13,,,0,30,18,108266,18,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-14,0,72,0,9,0,13,,,0,38,22,108254,21,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-15,0,72,0,9,0,13,,,0,47,26,108242,24,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-16,0,72,0,9,0,13,,,0,58,31,108227,28,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-17,0,72,0,9,0,13,,,0,71,36,108211,32,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-18,0,72,0,9,0,13,,,0,84,42,108194,35,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-19,0,72,0,9,0,13,,,0,100,48,108176,38,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-20,0,72,0,9,0,13,,,0,116,54,108157,41,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-21,0,72,0,9,0,13,,,0,133,59,108138,42,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-22,0,72,0,9,0,13,,,0,151,64,108119,43,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-23,0,72,0,9,0,13,,,0,169,69,108101,43,2,,02170,Matanuska-Susitna Borough
2170,2020-03-24,0,72,0,9,0,13,,,0,186,72,108085,42,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-25,0,72,0,9,0,13,,,0,204,74,108068,42,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-26,0,72,0,9,0,13,,,0,221,76,108051,42,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-27,0,72,0,9,0,13,,,0,238,77,108033,42,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-28,0,72,0,9,0,13,,,0,256,79,108015,43,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-29,0,72,0,9,0,13,,,0,273,80,107997,43,0,0,02170,Matanuska-Susitna Borough
2170,2020-03-30,0,72,0,9,0,13,,,0,291,82,107978,44,1,321,02170,Matanuska-Susitna Borough
2170,2020-03-31,0,72,0,9,0,13,,,0,309,83,107959,45,1,357,02170,Matanuska-Susitna Borough
2170,2020-04-01,0,72,0,9,0,13,,,0,328,84,107940,45,3,378,02170,Matanuska-Susitna Borough
2170,2020-04-02,0,72,0,9,0,13,,,0,347,86,107921,46,4,,02170,Matanuska-Susitna Borough
2170,2020-04-03,0,72,0,9,0,13,,,0,366,87,107901,47,4,,02170,Matanuska-Susitna Borough
2170,2020-04-04,0,72,0,9,0,13,,,0,385,88,107880,48,4,,02170,Matanuska-Susitna Borough
2170,2020-04-05,0,72,0,9,0,13,,,0,405,90,107860,48,4,,02170,Matanuska-Susitna Borough
2170,2020-04-06,0,72,0,9,0,13,,,0,425,91,107839,49,4,,02170,Matanuska-Susitna Borough
2170,2020-04-07,0,72,0,9,0,13,,,0,445,93,107818,50,4,,02170,Matanuska-Susitna Borough
2170,2020-04-08,0,72,0,9,0,13,,,0,466,94,107797,51,5,,02170,Matanuska-Susitna Borough
2170,2020-04-09,0,72,0,9,0,13,,,0,487,96,107775,51,6,,02170,Matanuska-Susitna Borough
2170,2020-04-10,0,72,0,9,0,13,,,0,509,97,107752,52,9,,02170,Matanuska-Susitna Borough
2170,2020-04-11,0,72,0,9,0,13,,,0,530,99,107730,53,10,,02170,Matanuska-Susitna Borough
2170,2020-04-12,0,72,0,9,0,13,,,0,552,100,107707,54,14,,02170,Matanuska-Susitna Borough
2170,2020-04-13,0,72,0,9,0,13,,,0,575,102,107684,55,14,,02170,Matanuska-Susitna Borough
2170,2020-04-14,0,72,0,9,0,13,,,0,597,104,107660,56,15,,02170,Matanuska-Susitna Borough
2170,2020-04-15,0,72,0,9,0,13,,,0,621,105,107636,57,15,,02170,Matanuska-Susitna Borough
2170,2020-04-16,0,72,0,9,0,13,,,0,644,107,107612,57,15,,02170,Matanuska-Susitna Borough
2170,2020-04-17,0,72,0,9,0,13,,,0,668,109,107587,58,15,,02170,Matanuska-Susitna Borough
2170,2020-04-18,0,72,0,9,0,13,,,0,692,110,107562,59,17,,02170,Matanuska-Susitna Borough
2170,2020-04-19,0,72,0,9,0,13,,,0,717,112,107537,60,18,,02170,Matanuska-Susitna Borough
2170,2020-04-20,0,72,0,9,0,13,,,0,742,114,107511,61,19,,02170,Matanuska-Susitna Borough
2170,2020-04-21,0,72,0,9,0,13,,,0,767,116,107484,62,19,,02170,Matanuska-Susitna Borough
2170,2020-04-22,0,72,0,9,0,13,,,0,793,118,107458,63,20,,02170,Matanuska-Susitna Borough
2170,2020-04-23,0,72,0,9,0,13,,,0,819,119,107430,64,20,,02170,Matanuska-Susitna Borough
2170,2020-04-24,0,72,0,9,0,13,,,0,845,121,107403,65,20,,02170,Matanuska-Susitna Borough
2170,2020-04-25,0,72,0,9,0,13,,,0,872,123,107375,66,20,,02170,Matanuska-Susitna Borough
2170,2020-04-26,0,72,0,9,0,13,,,0,900,125,107347,67,20,,02170,Matanuska-Susitna Borough
2170,2020-04-27,0,72,0,9,0,13,,,0,928,127,107318,68,21,,02170,Matanuska-Susitna Borough
2170,2020-04-28,0,72,0,9,0,13,,,0,956,129,107288,69,21,,02170,Matanuska-Susitna Borough
2170,2020-04-29,0,72,0,9,0,13,,,0,984,131,107259,70,21,,02170,Matanuska-Susitna Borough
2170,2020-04-30,0,72,0,9,0,13,,,0,1013,133,107229,71,21,,02170,Matanuska-Susitna Borough
2170,2020-05-01,0,72,0,9,0,13,,,0,1043,135,107198,72,21,,02170,Matanuska-Susitna Borough
2170,2020-05-02,0,72,0,9,0,13,,,0,1073,137,107167,74,21,,02170,Matanuska-Susitna Borough
2170,2020-05-03,0,72,0,9,0,13,,,0,1103,139,107135,75,21,,02170,Matanuska-Susitna Borough
2170,2020-05-04,0,72,0,9,0,13,,,0,1134,141,107103,76,21,,02170,Matanuska-Susitna Borough
2170,2020-05-05,0,72,0,9,0,13,,,0,1166,143,107071,77,21,,02170,Matanuska-Susitna Borough
2170,2020-05-06,0,72,0,9,0,13,,,0,1198,146,107038,78,21,,02170,Matanuska-Susitna Borough
2170,2020-05-07,0,72,0,9,0,13,,,0,1230,148,107004,79,21,,02170,Matanuska-Susitna Borough
2170,2020-05-08,0,72,0,9,0,13,,,0,1263,150,106970,80,21,,02170,Matanuska-Susitna Borough
2170,2020-05-09,0,72,0,9,0,13,,,0,1296,152,106936,82,21,,02170,Matanuska-Susitna Borough
2170,2020-05-10,0,72,0,9,0,13,,,0,1330,155,106901,83,21,,02170,Matanuska-Susitna Borough
2170,2020-05-11,0,72,0,9,0,13,,,0,1364,157,106865,84,21,,02170,Matanuska-Susitna Borough
2170,2020-05-12,0,72,0,9,0,13,,,0,1399,159,106830,85,21,,02170,Matanuska-Susitna Borough
2170,2020-05-13,0,72,0,9,0,13,,,0,1434,161,106793,86,21,,02170,Matanuska-Susitna Borough
2170,2020-05-14,0,72,0,9,0,13,,,0,1470,164,106756,88,21,,02170,Matanuska-Susitna Borough
2170,2020-05-15,0,72,0,9,0,13,,,0,1506,166,106719,89,21,,02170,Matanuska-Susitna Borough
2170,2020-05-16,0,72,0,9,0,13,,,0,1543,169,106681,90,21,,02170,Matanuska-Susitna Borough
2170,2020-05-17,0,72,0,9,0,13,,,0,1580,171,106642,92,21,,02170,Matanuska-Susitna Borough
2170,2020-05-18,0,72,0,9,0,13,,,0,1618,174,106603,93,22,,02170,Matanuska-Susitna Borough
2170,2020-05-19,0,72,0,9,0,13,,,0,1656,176,106563,94,22,,02170,Matanuska-Susitna Borough
2170,2020-05-20,0,72,0,9,0,13,,,0,1695,179,106523,96,22,,02170,Matanuska-Susitna Borough
2170,2020-05-21,0,72,0,9,0,13,,,0,1734,181,106482,97,22,,02170,Matanuska-Susitna Borough
2170,2020-05-22,0,72,0,9,0,13,,,0,1774,184,106441,98,22,,02170,Matanuska-Susitna Borough
2170,2020-05-23,0,72,0,9,0,13,,,0,1815,187,106399,100,24,,02170,Matanuska-Susitna Borough
2170,2020-05-24,0,72,0,9,0,13,,,0,1856,189,106356,101,24,,02170,Matanuska-Susitna Borough
2170,2020-05-25,0,72,0,9,0,13,,,0,1898,192,106313,102,24,,02170,Matanuska-Susitna Borough
2170,2020-05-26,0,72,0,9,0,13,,,0,1940,195,106270,104,24,,02170,Matanuska-Susitna Borough
2170,2020-05-27,0,72,0,9,0,13,,,0,1983,197,106225,105,24,,02170,Matanuska-Susitna Borough
2170,2020-05-28,0,72,0,9,0,13,,,0,2026,200,106181,106,24,,02170,Matanuska-Susitna Borough
2170,2020-05-29,0,72,0,9,0,13,,,0,2070,202,106137,107,24,,02170,Matanuska-Susitna Borough
2170,2020-05-30,0,72,0,9,0,13,,,0,2114,205,106092,107,25,,02170,Matanuska-Susitna Borough
2170,2020-05-31,0,72,0,9,0,13,,,0,2158,206,106049,107,29,,02170,Matanuska-Susitna Borough
2170,2020-06-01,0,72,0,9,0,13,,,0,2201,208,106005,107,29,,02170,Matanuska-Susitna Borough
2170,2020-06-02,0,72,0,9,0,13,,,0,2245,209,105962,106,29,,02170,Matanuska-Susitna Borough
2170,2020-06-03,0,72,0,9,0,13,,,0,2288,209,105920,105,34,,02170,Matanuska-Susitna Borough
2170,2020-06-04,0,72,0,9,0,13,,,0,2331,209,105878,104,35,,02170,Matanuska-Susitna Borough
2170,2020-06-05,0,72,0,9,0,13,,,0,2373,209,105837,103,35,,02170,Matanuska-Susitna Borough
2170,2020-06-06,0,72,0,9,0,13,,,0,2415,208,105797,101,35,,02170,Matanuska-Susitna Borough
2170,2020-06-07,0,72,0,9,0,13,,,0,2456,206,105758,99,35,,02170,Matanuska-Susitna Borough
2170,2020-06-08,0,72,0,9,0,13,,,0,2496,205,105720,97,37,,02170,Matanuska-Susitna Borough
2170,2020-06-09,0,72,0,9,0,13,,,0,2536,202,105683,95,37,,02170,Matanuska-Susitna Borough
2170,2020-06-10,0,72,0,9,0,13,,,0,2574,199,105647,92,38,,02170,Matanuska-Susitna Borough
2170,2020-06-11,0,72,0,9,0,13,,,0,2611,196,105612,90,40,,02170,Matanuska-Susitna Borough
2170,2020-06-12,0,72,0,9,0,13,,,0,2648,193,105578,88,42,,02170,Matanuska-Susitna Borough
2170,2020-06-13,0,72,0,9,0,13,,,0,2683,189,105544,86,44,,02170,Matanuska-Susitna Borough
2170,2020-06-14,0,72,0,9,0,13,,,0,2718,186,105511,84,45,,02170,Matanuska-Susitna Borough
2170,2020-06-15,0,72,0,9,0,13,,,0,2752,182,105478,83,46,,02170,Matanuska-Susitna Borough
2170,2020-06-16,0,72,0,9,0,13,,,0,2786,179,105446,81,47,,02170,Matanuska-Susitna Borough
2170,2020-06-17,0,72,0,9,0,13,,,0,2819,175,105415,79,47,,02170,Matanuska-Susitna Borough
2170,2020-06-18,0,72,0,9,0,13,,,0,2851,172,105384,78,39,6516,02170,Matanuska-Susitna Borough
2170,2020-06-19,0,72,0,9,0,13,,,1,2883,169,105354,76,,,02170,Matanuska-Susitna Borough
2170,2020-06-20,0,72,0,9,0,13,,,1,2914,166,105325,75,,,02170,Matanuska-Susitna Borough
2170,2020-06-21,0,72,0,9,0,13,,,1,2944,162,105296,73,,,02170,Matanuska-Susitna Borough
2170,2020-06-22,0,72,0,9,0,13,,,1,2974,159,105267,72,,,02170,Matanuska-Susitna Borough
2170,2020-06-23,0,72,0,9,0,13,,,1,3003,156,105239,71,,,02170,Matanuska-Susitna Borough
2170,2020-06-24,0,72,0,9,0,13,,,1,3032,153,105212,69,,,02170,Matanuska-Susitna Borough
2170,2020-06-25,0,72,0,9,0,13,,,1,3060,150,105185,68,,,02170,Matanuska-Susitna Borough
